loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_32	chr8	49530000	49540000	chr8	49820000	49830000	chr8:49530000-49540000_chr8:49820000-49830000	True	-0.656745583497517	4.78133661017832	62.3306987422182	4.67667131200227e-06	0.0151096569131776	True	True	moderate_differential	down_in_mutant	#4575b4
loop_40	chr8	69420000	69430000	chr8	69500000	69510000	chr8:69420000-69430000_chr8:69500000-69510000	True	0.59084196623847	7.67639541537817	46.5236508778638	1.97619803438116e-05	0.0248298304142024	True	True	moderate_differential	up_in_mutant	#d73027
loop_50	chr8	57320000	57330000	chr8	108690000	108700000	chr8:57320000-57330000_chr8:108690000-108700000	True	-1.33604190757092	1.3847314904187	47.0677950939007	1.8714315499184e-05	0.0248298304142024	True	True	strong_differential	down_in_mutant	#4575b4
loop_1233	chr9	40880000	40890000	chr9	41570000	41580000	chr9:40880000-40890000_chr9:41570000-41580000	False	-0.746865476518875	3.8875052480666	42.4343810320678	3.06292591098245e-05	0.0288629718344913	True	True	moderate_differential	down_in_mutant	#4575b4
loop_2388	chr8	34870000	34880000	chr8	35470000	35480000	chr8:34870000-34880000_chr8:35470000-35480000	False	0.409405291407823	5.59657024642195	50.624935801225	1.31280553901219e-05	0.0203269185673291	True	True	weak_differential	up_in_mutant	#d73027
loop_4173	chr5	15540000	15550000	chr5	15590000	15600000	chr5:15540000-15550000_chr5:15590000-15600000	False	0.461058202285715	7.23115180012578	42.5873116604477	3.01120608974361e-05	0.0288629718344913	True	True	weak_differential	up_in_mutant	#d73027
loop_4400	chr8	71140000	71150000	chr8	71830000	71840000	chr8:71140000-71150000_chr8:71830000-71840000	False	0.584956492162266	5.7390896144676	71.8803531538524	2.26249233725437e-06	0.0126927796230953	True	True	moderate_differential	up_in_mutant	#d73027
loop_4402	chr8	34850000	34860000	chr8	35460000	35470000	chr8:34850000-34860000_chr8:35460000-35470000	False	0.440323437127408	5.42334474839126	68.9248416675221	2.80615042958421e-06	0.0126927796230953	True	True	weak_differential	up_in_mutant	#d73027
loop_4482	chr8	71210000	71220000	chr8	71780000	71790000	chr8:71210000-71220000_chr8:71780000-71790000	False	1.49389800993366	4.73699026888783	187.579154298514	1.27632347145361e-08	0.0001443266581519	True	True	strong_differential	up_in_mutant	#d73027
loop_7624	chr8	34820000	34830000	chr8	35460000	35470000	chr8:34820000-34830000_chr8:35460000-35470000	False	0.571269203610204	4.70797537857336	58.2173685294507	6.58712081606681e-06	0.016552702708463	True	True	moderate_differential	up_in_mutant	#d73027
loop_8921	chr8	40180000	40190000	chr8	40380000	40390000	chr8:40180000-40190000_chr8:40380000-40390000	True	0.387186708723159	5.79552440937429	53.1911199569557	1.03040207249788e-05	0.0194196443930101	True	True	weak_differential	up_in_mutant	#d73027
loop_8963	chr8	36530000	36540000	chr8	37060000	37070000	chr8:36530000-36540000_chr8:37060000-37070000	False	0.456505787606731	4.79560527866509	43.4533423566978	2.73758406982206e-05	0.0288629718344913	True	True	weak_differential	up_in_mutant	#d73027
loop_8987	chr8	48220000	48230000	chr8	49820000	49830000	chr8:48220000-48230000_chr8:49820000-49830000	False	-0.905794553208113	3.7898328490855	64.4401626922305	3.95267286242227e-06	0.0148989415760903	True	True	moderate_differential	down_in_mutant	#4575b4
loop_10730	chr13	9180000	9190000	chr13	9840000	9850000	chr13:9180000-9190000_chr13:9840000-9850000	False	-0.402660339656195	4.98007848290458	42.6330679794921	2.99598405296893e-05	0.0288629718344913	True	True	weak_differential	down_in_mutant	#4575b4
loop_12248	chr16	49010000	49020000	chr16	49320000	49330000	chr16:49010000-49020000_chr16:49320000-49330000	False	0.565842434935131	4.36144638779271	54.5479206186549	9.10114008353855e-06	0.0194196443930101	True	True	moderate_differential	up_in_mutant	#d73027
loop_13109	chr1	79780000	79790000	chr1	80100000	80110000	chr1:79780000-79790000_chr1:80100000-80110000	True	0.40082827244254	5.46560249102939	45.2164733681177	2.26535228483294e-05	0.0269648459335694	True	True	weak_differential	up_in_mutant	#d73027
loop_15975	chr4	82510000	82520000	chr4	82700000	82710000	chr4:82510000-82520000_chr4:82700000-82710000	False	-0.662704695005056	3.98462281283806	50.5566301414903	1.32153234598747e-05	0.0203269185673291	True	True	moderate_differential	down_in_mutant	#4575b4
loop_16412	chr5	15520000	15530000	chr5	15580000	15590000	chr5:15520000-15530000_chr5:15580000-15590000	True	0.548200554494006	6.98811490984358	59.2062808764741	6.05521298415532e-06	0.016552702708463	True	True	moderate_differential	up_in_mutant	#d73027
loop_17684	chr7	131550000	131560000	chr7	137310000	137320000	chr7:131550000-131560000_chr7:137310000-137320000	True	-1.70075652350455	1.32360418071092	50.3753437718354	1.34817730151193e-05	0.0203269185673291	True	True	strong_differential	down_in_mutant	#4575b4
loop_18278	chr8	40180000	40190000	chr8	40290000	40300000	chr8:40180000-40190000_chr8:40290000-40300000	True	0.389186287375903	5.49876496360774	49.6198812333904	1.44745606936693e-05	0.0204597915405015	True	True	weak_differential	up_in_mutant	#d73027
loop_18319	chr8	71190000	71200000	chr8	71810000	71820000	chr8:71190000-71200000_chr8:71810000-71820000	False	1.01163438755456	5.28580692214999	199.425955780077	9.054943962168342e-09	0.0001443266581519	True	True	strong_differential	up_in_mutant	#d73027
loop_20492	chr7	56940000	56950000	chr7	57380000	57390000	chr7:56940000-56950000_chr7:57380000-57390000	False	0.604556317534209	4.62077897252402	53.384720358495	1.01216272020677e-05	0.0194196443930101	True	True	moderate_differential	up_in_mutant	#d73027
loop_20659	chr8	71170000	71180000	chr8	71820000	71830000	chr8:71170000-71180000_chr8:71820000-71830000	False	0.823356250458675	5.56730986627624	81.9403166683152	1.1470761375505e-06	0.0086474246422807	True	True	moderate_differential	up_in_mutant	#d73027
loop_22318	chr12	56680000	56690000	chr12	57190000	57200000	chr12:56680000-56690000_chr12:57190000-57200000	False	0.54663027877182	4.17525522384395	43.0706171696451	2.85481659141534e-05	0.0288629718344913	True	True	moderate_differential	up_in_mutant	#d73027
