stripe_id	chr	pos1	pos2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripe_length	coord_string	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	plot_color
stripe_0101	chr1	79775001	79800000	79775001	80525000	3prime	shared	0.0675	0.046	750000	chr1:79775001-79800000->79775001-80525000	0.115033669540342	8.03349324352395	16.5752664449305	0.000857121646307105	0.0436075087782248	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0184	chr1	138120001	138140000	138120001	139320000	3prime	mutant_only	NA	0.077	1200000	chr1:138120001-138140000->138120001-139320000	0.127070928007684	7.62478751049164	19.7500111994448	0.000390550868081614	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0278	chr1	182950001	182975000	182580001	182975000	5prime	shared	0.066	0.0395	395000	chr1:182950001-182975000->182580001-182975000	0.10819036985247	7.81791545632296	16.0424803579826	0.000985856536111642	0.0450958782623784	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0283	chr1	185175001	185195000	184815001	185195000	5prime	shared	0.047	0.017	380000	chr1:185175001-185195000->184815001-185195000	0.102497495922661	7.58563385051003	16.1908086974814	0.00094795132303714	0.0448641869002593	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0312	chr10	6875001	6905000	6875001	7210000	3prime	shared	0.009	0.012	335000	chr10:6875001-6905000->6875001-7210000	-0.0943537851779825	8.24513321604889	16.2465859465177	0.000934124715262919	0.0448641869002593	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0478	chr10	114795001	114830000	114795001	115055000	3prime	shared	0.053	0.092	260000	chr10:114795001-114830000->114795001-115055000	-0.157790993846013	8.01476139226262	31.9189706355509	3.36579708400431e-05	0.0123736279915469	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0495	chr10	122035001	122060000	121685001	122060000	5prime	shared	0.026	0.016	375000	chr10:122035001-122060000->121685001-122060000	0.109057565124486	7.96264404978145	20.3626229404827	0.000338477312256072	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0610	chr11	56150001	56170000	56150001	57405000	3prime	shared	0.032	0.0255	1255000	chr11:56150001-56170000->56150001-57405000	0.152798149558398	8.19883004421254	15.1013193612072	0.00127023733441241	0.0499128552580875	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0611	chr11	57010001	57030000	57010001	57470000	3prime	mutant_only	NA	0.084	460000	chr11:57010001-57030000->57010001-57470000	0.180095773379514	7.73656284212202	37.0028160204807	1.45636173740711e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0811	chr12	12410001	12435000	12410001	12935000	3prime	shared	0.043	0.021	525000	chr12:12410001-12435000->12410001-12935000	0.122830110335787	7.73760224235578	22.1008106390385	0.000228580680404324	0.0277621626381979	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0892	chr12	74325001	74345000	74325001	75435000	3prime	control_only	0.096	NA	1110000	chr12:74325001-74345000->74325001-75435000	0.0919974938850297	8.05540164383065	15.5593490288535	0.00112168953748378	0.0467812561739554	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0949	chr12	104430001	104455000	104430001	104940000	3prime	mutant_only	NA	0.045	510000	chr12:104430001-104455000->104430001-104940000	0.0971989912186019	7.93587890935403	16.4841500112089	0.00087772643007793	0.0436075087782248	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0959	chr12	108900001	108920000	108900001	109770000	3prime	shared	0.0735	0.056	870000	chr12:108900001-108920000->108900001-109770000	0.117034626469131	7.88551700606213	21.9393590267976	0.000236879097793674	0.0279238654105014	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0995	chr13	16005001	16025000	16005001	17050000	3prime	mutant_only	NA	0.071	1045000	chr13:16005001-16025000->16005001-17050000	0.116026949591034	7.65132077480157	19.2800457157045	0.000436640995224263	0.0318192201610699	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0996	chr13	17425001	17445000	16030001	17445000	5prime	mutant_only	NA	0.098	1415000	chr13:17425001-17445000->16030001-17445000	0.14246897564384	7.80221978036343	33.9482998725469	2.38401579588121e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1014	chr13	30065001	30090000	29855001	30090000	5prime	shared	0.034	0.067	235000	chr13:30065001-30090000->29855001-30090000	-0.155360391616526	7.7141489398255	22.3878698716817	0.000214621395290091	0.0268813297600839	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1084	chr13	72630001	72650000	72630001	73360000	3prime	shared	0.0945	0.071	730000	chr13:72630001-72650000->72630001-73360000	0.145901759230695	7.49850981855376	29.4994624213016	5.18151310861093e-05	0.0159750034917789	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1134	chr13	108800001	108835000	108800001	109210000	3prime	shared	0.055	0.054	410000	chr13:108800001-108835000->108800001-109210000	-0.111753136373655	8.34970360284417	22.591154477258	0.000205315991170009	0.0265453707293353	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1176	chr14	23990001	24015000	23625001	24015000	5prime	shared	0.057	0.024	390000	chr14:23990001-24015000->23625001-24015000	0.129478572108083	7.944511713213	29.7361187510038	4.96227603844396e-05	0.0159750034917789	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1184	chr14	25975001	26000000	25975001	26740000	3prime	shared	0.019	0.007	765000	chr14:25975001-26000000->25975001-26740000	-0.273343202219373	7.48029094717416	34.0795042731698	2.33260902451874e-05	0.0123736279915469	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1193	chr14	28515001	28535000	28515001	29025000	3prime	mutant_only	NA	0.097	510000	chr14:28515001-28535000->28515001-29025000	0.119724743753149	7.45453146350041	18.4141190245261	0.000538533420408211	0.0359740324832685	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1273	chr14	80195001	80220000	79595001	80220000	5prime	shared	0.027	0.0205	625000	chr14:80195001-80220000->79595001-80220000	0.133090732233283	7.9674687577789	27.260736394456	7.89302805747239e-05	0.0166501349759733	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1323	chr15	25985001	26010000	25985001	27245000	3prime	mutant_only	NA	0.0915	1260000	chr15:25985001-26010000->25985001-27245000	0.110800934944086	8.26371188674569	23.67291847463	0.000162832449143184	0.0227135059743528	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1350	chr15	39805001	39840000	39420001	39840000	5prime	shared	0.015	0.0315	420000	chr15:39805001-39840000->39420001-39840000	-0.101153670166545	8.55862615845374	17.7571310795307	0.000633822332701146	0.0390824601456337	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1372	chr15	55525001	55550000	55190001	55550000	5prime	mutant_only	NA	0.0885	360000	chr15:55525001-55550000->55190001-55550000	0.103369709440643	7.74338897421969	16.1324916841511	0.0009626547089377	0.0448641869002593	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1455	chr15	93580001	93605000	93580001	94260000	3prime	mutant_only	NA	0.076	680000	chr15:93580001-93605000->93580001-94260000	0.0999786149489382	8.00852749374872	18.1074211022532	0.000580846767370721	0.0369597989419075	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1546	chr16	37280001	37300000	37280001	37670000	3prime	shared	0.0655	0.037	390000	chr16:37280001-37300000->37280001-37670000	-0.101425131580635	7.69108702322676	15.6136622469671	0.00110541250795376	0.0467812561739554	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1581	chr16	72960001	72980000	72600001	72980000	5prime	shared	0.0515	0.059	380000	chr16:72960001-72980000->72600001-72980000	-0.150007494291469	7.51345810360787	25.9088563046078	0.000102905732919013	0.0179324425017132	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1621	chr17	6390001	6415000	6390001	6945000	3prime	control_only	0.076	NA	555000	chr17:6390001-6415000->6390001-6945000	-0.161112127305576	8.12237078215665	28.0504241206934	6.78688783875557e-05	0.0166501349759733	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1626	chr17	7430001	7450000	7430001	7970000	3prime	mutant_only	NA	0.031	540000	chr17:7430001-7450000->7430001-7970000	0.108758209505839	7.76696885054535	19.8796427591837	0.000378820255518026	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1629	chr17	7970001	7985000	7970001	8300000	3prime	control_only	0.0965	NA	330000	chr17:7970001-7985000->7970001-8300000	-0.13911460219534	7.05111870237694	15.9295418509287	0.0010158649453919	0.0452398522347858	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1777	chr18	3490001	3510000	3490001	4380000	3prime	shared	0.098	0.0595	890000	chr18:3490001-3510000->3490001-4380000	0.113139722294728	7.84607662091928	23.2320494725639	0.000178822399009178	0.0238906725076262	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1851	chr18	46120001	46140000	45260001	46140000	5prime	shared	0.057	0.041	880000	chr18:46120001-46140000->45260001-46140000	0.0988436379502907	7.75935754068231	17.2919426277096	0.00071279197516371	0.0403221820609861	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1934	chr18	80485001	80510000	80485001	80745000	3prime	shared	0.0235	0.0215	260000	chr18:80485001-80510000->80485001-80745000	0.115516642275902	7.8716323143403	21.352296740694	0.000270041823654551	0.0279948463478354	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1936	chr18	81900001	81925000	80765001	81925000	5prime	mutant_only	NA	0.0805	1160000	chr18:81900001-81925000->80765001-81925000	0.119946569401261	8.30184109079431	25.9136219842691	0.000102807953047956	0.0179324425017132	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1991	chr19	25625001	25645000	24920001	25645000	5prime	mutant_only	NA	0.071	725000	chr19:25625001-25645000->24920001-25645000	0.123139598610686	7.58925355081851	19.6911474365035	0.000396012152588216	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2010	chr19	37695001	37715000	37695001	37890000	3prime	mutant_only	NA	0.075	195000	chr19:37695001-37715000->37695001-37890000	0.128253967045415	7.16178989154987	15.7186558546473	0.00107469651761716	0.0467542298316289	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2020	chr19	42575001	42600000	42575001	42780000	3prime	mutant_only	NA	0.036	205000	chr19:42575001-42600000->42575001-42780000	0.119905545931448	7.68921194672916	18.2299770667844	0.000563504697202666	0.0369597989419075	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2025	chr19	44575001	44595000	44575001	44980000	3prime	shared	0.081	0.0815	405000	chr19:44575001-44595000->44575001-44980000	0.109650143649465	7.8039068593712	18.5631069427228	0.000519239569071792	0.0352730880142329	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2126	chr2	42640001	42660000	41505001	42660000	5prime	shared	0.054	0.025	1155000	chr2:42640001-42660000->41505001-42660000	0.11939452668672	7.8624744527615	16.72265822947	0.000824934661127947	0.0435044489710633	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2168	chr2	70545001	70570000	70120001	70570000	5prime	control_only	0.05	NA	450000	chr2:70545001-70570000->70120001-70570000	0.0923292227182733	8.20672036593253	15.8825298209269	0.00102865871842411	0.0453061993785038	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2175	chr2	73990001	74010000	73785001	74010000	5prime	control_only	0.091	NA	225000	chr2:73990001-74010000->73785001-74010000	-0.174539325565053	7.2346886218967	19.7409224273637	0.000391388554559064	0.0310155125255799	TRUE	TRUE	down_in_mutant	steelblue3
stripe_2203	chr2	92435001	92455000	91945001	92455000	5prime	shared	0.031	0.05	510000	chr2:92435001-92455000->91945001-92455000	-0.102282080250798	7.85945685325204	16.025935045356	0.000990189582316656	0.0450958782623784	TRUE	TRUE	down_in_mutant	steelblue3
stripe_2220	chr2	103000001	103020000	102675001	103020000	5prime	mutant_only	NA	0.095	345000	chr2:103000001-103020000->102675001-103020000	0.131090016438235	7.52428292998785	24.6858981377445	0.000131835682970734	0.0211358966938681	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2306	chr2	144885001	144905000	144885001	145830000	3prime	mutant_only	NA	0.092	945000	chr2:144885001-144905000->144885001-145830000	0.112594262406684	7.6884385867393	17.5807678409049	0.000662539668060628	0.0396337162624925	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2319	chr2	151250001	151270000	151250001	151465000	3prime	control_only	0.074	NA	215000	chr2:151250001-151270000->151250001-151465000	0.213188838526368	7.30898971261554	16.5492721017119	0.000862943826545474	0.0436075087782248	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2343	chr2	158530001	158555000	158530001	158820000	3prime	mutant_only	NA	0.068	290000	chr2:158530001-158555000->158530001-158820000	0.0916948410260063	7.87931140907741	15.1954945486753	0.00123796736747634	0.0496177320884518	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2346	chr2	160560001	160585000	159580001	160585000	5prime	shared	0.069	0.0355	1005000	chr2:160560001-160585000->159580001-160585000	0.111600494337165	8.21145538478518	21.7936248788997	0.000244661653084625	0.0279948463478354	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2368	chr2	170910001	170930000	170910001	172195000	3prime	mutant_only	NA	0.04	1285000	chr2:170910001-170930000->170910001-172195000	0.103405828143163	8.01561860603458	17.235052566371	0.000723188644266595	0.0403221820609861	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2373	chr2	174270001	174300000	173560001	174300000	5prime	shared	0.061	0.044	740000	chr2:174270001-174300000->173560001-174300000	0.117130183549478	8.35780683032023	19.9717155313416	0.000370729290828361	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2578	chr4	3595001	3620000	3595001	3935000	3prime	mutant_only	NA	0.078	340000	chr4:3595001-3620000->3595001-3935000	-0.103634644441213	7.98372143777312	20.1484351481103	0.00035573905486236	0.0310155125255799	TRUE	TRUE	down_in_mutant	steelblue3
stripe_2622	chr4	45410001	45430000	45410001	45875000	3prime	shared	0.078	0.0835	465000	chr4:45410001-45430000->45410001-45875000	0.10765392013078	8.00929311108331	21.4095337616123	0.00026658869035768	0.0279948463478354	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2634	chr4	55515001	55535000	55515001	56725000	3prime	mutant_only	NA	0.0975	1210000	chr4:55515001-55535000->55515001-56725000	0.101803254262858	8.05003054134002	16.9277155126494	0.000782395959421389	0.0423762568292017	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2654	chr4	64520001	64540000	64520001	65580000	3prime	mutant_only	NA	0.0615	1060000	chr4:64520001-64540000->64520001-65580000	0.150934317012845	7.69716791913419	24.1676543354107	0.000146773983516885	0.0225421376648539	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2658	chr4	73025001	73050000	72220001	73050000	5prime	mutant_only	NA	0.074	830000	chr4:73025001-73050000->72220001-73050000	0.123552531405032	7.84724681967973	27.5007196878178	7.53677837151599e-05	0.0166501349759733	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2665	chr4	82685001	82705000	82290001	82705000	5prime	control_only	0.094	NA	415000	chr4:82685001-82705000->82290001-82705000	-0.202599268845863	7.18625669074636	31.867622946154	3.39595578610319e-05	0.0123736279915469	TRUE	TRUE	down_in_mutant	steelblue3
stripe_2749	chr4	123940001	123975000	123940001	124865000	3prime	mutant_only	NA	0.048	925000	chr4:123940001-123975000->123940001-124865000	0.141253609392356	8.86134402573353	34.4731254082771	2.18570770371671e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2751	chr4	125490001	125510000	125490001	125970000	3prime	control_only	0.093	NA	480000	chr4:125490001-125510000->125490001-125970000	0.141535374962816	7.8276434828199	31.8960802662777	3.37920417895375e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2898	chr5	41115001	41135000	41115001	41775000	3prime	mutant_only	NA	0.0825	660000	chr5:41115001-41135000->41115001-41775000	0.10661503301609	7.68022419941139	16.9927263993038	0.000769429959190472	0.0422448668004851	TRUE	TRUE	up_in_mutant	firebrick3
