chr	start	end	within_var_raw_ctrl	within_var_raw_mut	within_var_resid_a_ctrl	within_var_resid_a_mut	within_var_resid_b_ctrl	within_var_resid_b_mut
chr1	3230000	3350000	0.0693283889370514	0.0400005461734603	0.3408251012892	0.289718999726621	0.164758651099261	0.126343875851903
chr1	3350000	3500000	0.10031928161406	0.087402330305004	0.116048829321472	0.10712577024821	0.10120132693145	0.0937894961329613
chr1	3500000	3670000	0.190504015826923	0.120302814036893	0.26151038654274	0.186210694809953	0.196068614028736	0.139995698723501
chr1	3680000	3830000	0.0342486481813164	0.0247063112042518	0.078309091245189	0.0592490651256181	0.0512039177705649	0.0369326700460617
chr1	3830000	3960000	0.0673800663285437	0.0551142932916845	0.0973341327741423	0.0755580109846133	0.0722992118307975	0.0542963461309891
chr1	3970000	4080000	0.0548236476093178	0.0352429221492751	0.348496082974018	0.301941516474964	0.169973649108752	0.136439810777832
chr1	4120000	4280000	0.0528883299924477	0.0279548516439346	0.0981565431266985	0.0712845113650882	0.0704782889423717	0.0446263671933015
chr1	4280000	4420000	0.0945433844033814	0.062211822543582	0.0576215701271924	0.0372794547050923	0.0662416280281436	0.0409617630750331
chr1	4420000	4560000	0.291056607500755	0.185673533558955	0.464374903631869	0.311687340598975	0.349365230298301	0.22476509433863
chr1	4560000	4750000	0.144372408136344	0.115223895564679	0.145217633765737	0.134398411968398	0.118489829642536	0.0959767400543921
chr1	4750000	4880000	0.160880198909425	0.0895710712802985	0.0870223777976954	0.0608724856418163	0.150789229212215	0.0754197161399683
chr1	4880000	5000000	0.136679456048533	0.0795763793424116	0.233643984482412	0.188900172091845	0.142044924914078	0.101483578836388
chr1	5010000	5170000	0.145532801380139	0.0983888535454836	0.337021238575304	0.264188231130381	0.211302765739305	0.161971250036574
chr1	5190000	5340000	0.0509913459688864	0.0473472818054567	0.101185296596602	0.0848879377233843	0.0684568438186371	0.0533632948125457
chr1	5350000	5470000	0.0357539289044642	0.0248400283591033	0.131147835867272	0.112388561218257	0.0692470157094059	0.0554913494762877
chr1	5470000	5630000	0.118909261231207	0.0823778875879611	0.18807307895062	0.139613394653401	0.139193247525103	0.0972493252396935
chr1	5630000	6060000	0.0651274774092859	0.0433607967544043	0.146416159301744	0.118445543344992	0.0866967317977298	0.0612135073355787
chr1	6080000	6190000	0.034417058464997	0.0208086891118313	0.135945924842483	0.113171993312918	0.0654703421198031	0.0466278865519784
chr1	6210000	6370000	0.145501800437202	0.0938669339915256	0.203264681836069	0.134504387245922	0.11023951703926	0.0683397983377218
chr1	6370000	6720000	0.147343893572388	0.118627483628294	0.222368333756254	0.200943266635192	0.150450479854565	0.118915053881407
chr1	6730000	6860000	0.117122839789268	1.11496558167418	0.167521096728597	1.29313898264894	0.158636337901684	1.17507698374544
chr1	6860000	7080000	0.0882610816693337	0.062211104699478	0.167052131433343	0.139867212945957	0.0851533478681019	0.0676935719213411
chr1	7090000	7240000	0.117890284888392	0.0854672078659485	0.236388034372275	0.18597590062607	0.155668684972974	0.110521279747429
chr1	7240000	7430000	0.115585549969487	0.0935183518921696	0.355402919400639	0.317758402688046	0.183714732305443	0.156823056543236
chr1	7430000	7550000	0.0606172156030603	0.028957455630596	0.118366400885544	0.0774512065814167	0.0820131286448907	0.0460031045250944
chr1	7550000	7720000	0.13089789186716	0.069647671733302	0.333278615486012	0.235572163101733	0.215808706946605	0.135939350474998
chr1	7720000	7880000	0.051159917887667	0.0216588713612354	0.151525647677963	0.103287095058179	0.0861122354668922	0.046632490737732
chr1	7880000	8000000	0.0422285727004817	0.0235992076740287	0.218924994336342	0.189679795803559	0.100796088723886	0.0768391455525025
chr1	8000000	8160000	0.0385141806209407	0.0266703520827591	0.403329723777113	0.374174835151722	0.167222145642544	0.147161828211531
chr1	8190000	8790000	0.0479689954787988	0.0282108950249185	0.123088424451546	0.0888764816914415	0.0719456807479971	0.045892133060845
chr1	8790000	9050000	0.0633555293999264	0.0392873620528106	0.10192528328146	0.074810411538465	0.0742623755137713	0.0489856762949428
chr1	9050000	9220000	0.079049638669546	0.0419836343322511	0.0958279811964692	0.0575379578076825	0.0747808837332037	0.0367175499227076
chr1	9240000	9520000	0.10972570347466	0.0866173497643104	0.144831605756681	0.118878472861541	0.111904528287964	0.0822386638070647
chr1	9540000	9700000	0.493946116954784	0.450071154035465	0.514301761847771	0.465548876387969	0.393537812492246	0.335952272394249
chr1	9700000	9810000	0.121212746999707	0.0998787435428931	0.259374214539823	0.217244848907048	0.134227444882951	0.10063604820258
chr1	9810000	10110000	0.0870289077739145	0.0529324371140409	0.08769367239016	0.0576992400822532	0.0706756748318716	0.0431409258323008
chr1	10110000	10250000	0.0778730538442024	0.0583838438922282	0.0786598932628259	0.0661217637631568	0.0803049280242927	0.0688529846622771
chr1	10260000	10420000	0.106223667064344	0.0618426730724986	0.108298356931948	0.0727443203284665	0.0900017670882398	0.0549148136559213
chr1	10420000	10570000	0.185567092839255	0.100186035673107	0.302879279749393	0.210357376009529	0.220066528524908	0.136978675006741
chr1	10570000	10730000	0.119792201404921	0.087865033389044	0.0972885817606294	0.0770319009274656	0.0801536225874391	0.0516641322090165
chr1	10730000	10890000	0.0844261215243696	0.0561297426604376	0.191318525989978	0.144135172736771	0.122588380783249	0.0854898692019946
chr1	10890000	11030000	0.171564752099197	0.13011018821936	0.293576244182494	0.245561522829539	0.18476460716133	0.144365759854461
chr1	11030000	11300000	0.0657427295691958	0.0694029324358272	0.132894309026759	0.132792985957483	0.0956310230317168	0.0893406540496412
chr1	11320000	11470000	0.203137773139085	0.218123046572646	0.295030296667619	0.334091647646348	0.154390280969993	0.166093829638205
chr1	11470000	11620000	0.107466797824001	0.0645016177799539	0.163453920768735	0.117848584719184	0.139125086114926	0.0889722156500983
chr1	11620000	11780000	0.139743596956271	0.0944307972010534	0.211831743990669	0.154840359467665	0.151296626864742	0.0984173678552118
chr1	11780000	11890000	0.130780812929583	0.0806244251129851	0.211811469405064	0.14764151927057	0.159773775851534	0.102927900121034
chr1	11890000	12070000	0.133243377978149	0.0836791702995671	0.258325454052621	0.193943131099448	0.173188516511875	0.120589388347557
chr1	12080000	12380000	319.825960520553	202.176821245799	319.554401630147	201.962670902803	320.004707982517	202.342029272506
chr1	12380000	12520000	0.134455165192113	0.0869216225361406	0.148339661232773	0.102736107120047	0.109412489653596	0.0687087595867171
chr1	12520000	12660000	0.122950464888889	0.103735769162908	0.252352475535435	0.212186083320335	0.163496050034162	0.135818940027333
chr1	12670000	12830000	0.111104730888651	0.064693324478962	0.0765152321006297	0.0612970076313751	0.0736526275095841	0.0465535741586179
chr1	12830000	12960000	0.252386951975812	0.18732843180203	0.141103833432908	0.106924377018483	0.121281412961435	0.0720503669438738
chr1	12960000	13140000	0.182220616925094	0.150210557264879	0.154806246278384	0.131987837382985	0.117717147745707	0.076565883978166
chr1	13150000	13260000	0.128411384952532	0.0674504892290787	0.0811736198435405	0.0475603863417921	0.0582611142891326	0.0206470603888496
chr1	13280000	13380000	0.0371674379939303	0.033586014090442	0.0538248004979818	0.0499118320156731	0.123653053816465	0.132510309092659
chr1	13400000	13550000	0.0840890423661831	0.046528438711073	0.248903961355757	0.187929969817259	0.134264745863575	0.0854721450765209
chr1	13570000	13730000	0.212300272029498	0.13001837304852	0.123004871714579	0.0740290950771522	0.0523056198723547	0.0304883891504296
chr1	13730000	14010000	0.294645023162059	0.583873708992097	0.397076281397993	0.732707966782184	0.253590468763069	0.559687455917309
chr1	14020000	14170000	0.392936300441475	0.74455963401363	0.468938603282631	0.805832602077289	0.330139578069439	0.585649159166661
chr1	14180000	14330000	0.802317349228138	1.30964575558008	0.765628263824359	1.31173564116337	0.633986980207988	1.07919303379629
chr1	14330000	14480000	0.0744654451359371	0.0484476142589344	0.109639704774467	0.0803303542415611	0.0728824771966809	0.0441989812239711
chr1	14480000	14630000	0.248175612745802	0.172536245057733	0.197061305558012	0.130576495669732	0.173137366053713	0.108669219532471
chr1	14630000	14740000	0.135993201076369	0.0700053165148607	0.105290356757211	0.0583311652551513	0.111944312769446	0.0540564710948482
chr1	14770000	14900000	0.112478692177674	0.0675371788318299	0.105998094042653	0.0706291726021688	0.10508265696992	0.0624427161616537
chr1	14910000	15090000	0.0959274597215573	0.0697761533745511	0.185187267823814	0.163622667875458	0.110872253245703	0.0888849291185044
chr1	15090000	15230000	0.127016613692443	0.0773275014998571	0.185682951614109	0.127466185257562	0.148186263846653	0.0964730846204938
chr1	15260000	15370000	2.01185152832356	3.83993182450199	2.15413570914491	4.003230344658	1.85402550029202	3.54173940124741
chr1	15380000	15530000	0.274667547211814	0.169368627156416	0.314323272248936	0.211071634750821	0.235100677978042	0.137570284730454
chr1	15530000	15690000	4.05118642163849	6.13945104869438	4.02433501119926	6.12228830274696	3.61128903411776	5.56820893427991
chr1	15690000	15790000	0.179444321894119	0.146856630144151	0.178806535734601	0.158920287343575	0.112022755484806	0.0852404732755759
chr1	15790000	16000000	0.209220024636252	0.13009052737998	0.208470221844591	0.150993692551687	0.150347867587432	0.0882041838397874
chr1	16000000	16120000	0.570116791611677	0.375136407855895	0.643986852297278	0.43338365917736	0.461712321174396	0.300563748344603
chr1	16140000	16280000	0.206802865210692	0.119489776482016	0.236391246495817	0.159531363544116	0.173843706971299	0.101644665849609
chr1	16280000	16430000	0.0958804540068762	0.0689307445858425	0.0740538175846557	0.0556880187070949	0.0581532412616243	0.0415847335532756
chr1	16440000	16570000	0.0921199128032493	0.0672069461054028	0.113506879559845	0.0985163045998186	0.0773050747660105	0.0664875567844437
chr1	16580000	16690000	0.126672708275306	0.0648097548631466	0.179973540681756	0.104766273702023	0.0908109891690988	0.0592487421169839
chr1	16710000	16830000	0.071091722582854	0.165934817675482	0.111758903272606	0.254194983757111	0.0568211261091388	0.156103685520905
chr1	16830000	17030000	0.144724154668636	0.0805623036677673	0.281060279645425	0.185062166565206	0.159809904875792	0.105026786333423
chr1	17040000	17160000	0.308031938316463	0.613496609371414	0.279907514297543	0.556473822927505	0.215023777043939	0.413035325632427
chr1	17170000	17330000	0.036752552893604	0.0246993518978275	0.100161107060695	0.0881407161875119	0.0618713808655066	0.0498047106209772
chr1	17330000	17620000	0.0749460632540302	0.044205068229134	0.117385687552846	0.102235315124957	0.0758430455327633	0.0535759849944203
chr1	17620000	17770000	0.123567638305575	0.0842785084655407	0.190185999798074	0.154727724170298	0.149468003413702	0.107283837909974
chr1	17790000	17920000	0.0332092678301139	0.0180153341017711	0.0862833379146087	0.0633674023771494	0.0531535044328919	0.0341356313307448
chr1	17920000	18080000	0.164690401673422	0.10336939199189	0.466993692320755	0.385118084050261	0.273804615704245	0.200693971155323
chr1	18080000	18210000	0.074362795835383	0.16078802382768	0.202941537907844	0.3227094898356	0.138905279067455	0.220485849096959
chr1	18210000	18360000	0.0820572306629936	0.146376879941785	0.126548094058611	0.190240467497753	0.0898430813794107	0.134020337249579
chr1	18360000	18520000	0.113910979630158	0.180960950410937	0.157838844886824	0.221913956250267	0.107294657647757	0.154130309414349
chr1	18540000	18660000	0.081432222702909	0.0715572307807432	0.143359305225593	0.126958082303702	0.0945635362875492	0.0724695316232977
chr1	18680000	18810000	0.0571416032481019	0.0396426516202783	0.130749954462369	0.106594878440974	0.082968134992054	0.0643242453788591
chr1	18820000	18980000	0.589324628863055	2.00356880124529	0.510223214015387	1.89997098436741	0.414815124906884	1.70088041959116
chr1	18990000	19130000	0.164218882635129	0.100400352107712	0.278410572567397	0.200028544720945	0.231438878260118	0.155912339707025
chr1	19130000	19250000	0.22399055829195	0.113281650293693	0.530092474020145	0.366737247011278	0.366450445776335	0.232578345726815
chr1	19260000	19450000	0.150176257393927	0.100267489592063	0.138715051160365	0.0983782749432735	0.118752076081766	0.0768979964320603
chr1	19450000	19560000	0.0674997229961361	0.0392336073664191	0.0551152441105266	0.0271874610038466	0.0470194224453185	0.0206508167714228
chr1	19570000	19690000	0.0447246343078977	0.0277201249905284	0.0944090641067627	0.0653964188947902	0.0613127429787603	0.0404333995110568
chr1	19690000	19870000	0.119887429071091	0.0704011301645989	0.159605456235556	0.117697411368258	0.121928577469503	0.0763001163408992
chr1	19870000	20160000	0.121965218484388	0.196787186218319	0.149744696111323	0.228821690885941	0.113159131851002	0.157510396476685
chr1	20170000	20320000	0.0643731137144582	0.0323266718786803	0.0892548298539598	0.0530797860281798	0.0718770200926074	0.0386655459674199
chr1	20320000	20440000	0.0569219760620857	0.0374056290604495	0.112365143604624	0.08635517567933	0.068479087957343	0.0508429146893618
chr1	20580000	20790000	0.107770757187466	0.0747598911395659	0.143425776273347	0.113948891572184	0.109242639957729	0.0831701822546641
chr1	20800000	20930000	0.137030444426794	0.200149475753656	0.175236412193221	0.287830306421913	0.132303452918904	0.155667189209105
chr1	20940000	21080000	0.750456810586636	0.511757228538075	0.715933782376536	0.51245246357419	0.535311892630039	0.358746074282406
chr1	21080000	21200000	0.103058057007761	0.0547066917462074	0.084519564310533	0.0494083523760293	0.0687421255758433	0.031386092217386
chr1	21210000	21370000	0.176841728555796	0.121721473665292	0.263091620750153	0.210321180697583	0.151413150671308	0.115230741545584
chr1	21380000	21500000	0.29732036699114	0.0617147089235366	0.105248824771619	0.0387431740907853	0.123204470021666	0.0159913798266371
chr1	21510000	21670000	0.152529561333852	0.0750101567133261	0.31429795948002	0.219630582983972	0.193825208966539	0.111134806393789
chr1	21670000	21830000	0.0353609525227345	0.0670263867099865	0.0483449738410947	0.0847994844818304	0.0379096161519991	0.0611626432751435
chr1	21830000	22000000	0.186821842038946	0.139181909365626	0.224947334616729	0.181834956412745	0.16995605866305	0.130426671840463
chr1	22000000	22160000	0.0955374305491674	0.0731692488296897	0.14672595434877	0.12291877116437	0.0890098292418844	0.0679171716963637
chr1	22160000	22270000	0.950372116791376	0.508962020483091	0.955101802174	0.508962020483091	0.954088646939189	0.508962020483091
chr1	22280000	22590000	0.188219330887796	0.114208582928065	0.188288572541863	0.114231642187257	0.188253255770932	0.114217657520584
chr1	22600000	22730000	0.0410266451542948	0.0314304861398818	0.0410266451542948	0.0314304861398818	0.0406965194205912	0.0314304861398818
chr1	22750000	22920000	0.160083801918626	0.176442791574506	0.249372739644958	0.263543183631984	0.220784950458686	0.22980140102623
chr1	23010000	23150000	0.0983798032891684	0.416484549282309	0.0959822277601838	0.404422085095835	0.0566343631787696	0.329969377600423
chr1	23170000	23300000	0.113119349390076	0.113965101349385	0.182400631031674	0.16292986218595	0.0912300837717683	0.0889757754551709
chr1	23320000	23500000	0.193748612668711	0.179325844782538	0.129140003362671	0.151899460012389	0.0658315977524726	0.0715187766529455
chr1	23510000	23640000	0.148796501017786	0.0796368713820888	0.165371902827189	0.110294439146382	0.118017490254061	0.073614875048314
chr1	23640000	23810000	0.36473996812983	4.9276860884445	0.504721303747822	5.2128599771314	0.218637409793326	4.36919003773384
