Chr	Start	End	Fold	FDR	Conc_mut	Conc_ctrl	SYMBOL	annotation	cg_mc_ctrl	cg_mc_mut	cg_mc_log2fc	predicted_fold	residual	mecp2_class	cg_class	dmr_overlap
chr12	39319033	39319433	4.92069178566913	2.07349782004717e-31	7.77570799499918	2.50485147883897	Etv1	Distal Intergenic	0	0	0	0.0450815709528147	4.87561021471631	MeCP2 Up	CG Unchanged	No CG DMR
chr12	39336007	39336407	4.75919607422771	3.88952377146038e-28	7.31676896643619	2.22908347650652	Etv1	Distal Intergenic	0.00426745641409905	0.00424189534865115	-0.00765752615597636	0.043620100589228	4.71557597363848	MeCP2 Up	CG Decrease	No CG DMR
chr4	75465268	75465668	4.19488682671919	1.4182783520946e-24	6.59086827847813	2.08208732932127	Dmac1	Distal Intergenic	0	0	0	0.0450815709528147	4.14980525576638	MeCP2 Up	CG Unchanged	No CG DMR
chr4	64634375	64634775	3.84299412728517	4.04618140014188e-23	7.01709808036289	2.94630401295027	Gm11217	Distal Intergenic	0.00569763094038143	0.00556359100074245	-0.0312331106628502	0.0391206033156679	3.8038735239695	MeCP2 Up	CG Decrease	No CG DMR
chr9	92047433	92047833	4.14992787462306	1.88206963317756e-21	5.96132862507395	1.53325521183949	Plscr5	Distal Intergenic	0.00205236907463121	0.00194763100503983	-0.0590083623860608	0.0338195822799182	4.11610829234314	MeCP2 Up	CG Decrease	No CG DMR
chr16	37446575	37446975	4.74867796074879	1.33710851268114e-20	6.72265265804727	1.40746991552583	Stxbp5l	Distal Intergenic	0	0	0	0.0450815709528147	4.70359638979598	MeCP2 Up	CG Unchanged	No CG DMR
chr11	42757628	42758028	4.36626595662137	2.1014303204023e-20	6.10166056771334	1.37929587854523	Gabrb2	Distal Intergenic	0	0	0	0.0450815709528147	4.32118438566856	MeCP2 Up	CG Unchanged	No CG DMR
chr10	16992180	16992580	4.52593704523329	2.20445113332606e-20	6.2680792744229	1.23183975635525	Gm20125	Intron (ENSMUST00000207720.1/100504235, intron 1 of 12)	0	0	0	0.0450815709528147	4.48085547428048	MeCP2 Up	CG Unchanged	No CG DMR
chr12	39328485	39328885	4.28373354461525	3.00128678208926e-20	6.42954544852576	1.77101992638764	Etv1	Distal Intergenic	0	0	0	0.0450815709528147	4.23865197366244	MeCP2 Up	CG Unchanged	No CG DMR
chr14	105696289	105696689	3.65752881482428	4.16091352351555e-20	6.094148191691	2.21952518841686	Mir6390	Distal Intergenic	0	0	0	0.0450815709528147	3.61244724387147	MeCP2 Up	CG Unchanged	No CG DMR
chr6	20760014	20760414	4.18004648202265	5.26908642984257e-20	6.69184362933252	2.15823020768701	Kcnd2	Distal Intergenic	0	0	0	0.0450815709528147	4.13496491106984	MeCP2 Up	CG Unchanged	No CG DMR
chr5	39455248	39455648	3.49370344235047	7.28757898250663e-20	6.05663902902924	2.3332728180701	4930513D17Rik	Distal Intergenic	0.0139688278671512	0.0137581046382685	-0.0210761846223084	0.0410590944276844	3.45264434792279	MeCP2 Up	CG Decrease	No CG DMR
chr4	33521885	33522285	2.71959810567104	7.90536911795929e-20	7.45676657128824	4.62749890544814	Mir8118	Distal Intergenic	0.00818266823627705	0.00800623449304157	-0.029408753962153	0.039468789295888	2.68012931637515	MeCP2 Up	CG Decrease	No CG DMR
chr10	66634225	66634625	3.12963568636456	1.15106064159683e-19	6.26399466315551	2.96164757826392	1110002J07Rik	Distal Intergenic	0.00455548619837535	0.00401309229191996	-0.161664636041537	0.0142272102099075	3.11540847615465	MeCP2 Up	CG Decrease	No CG DMR
chr2	143244015	143244415	3.85151523910173	1.40210245206602e-19	6.10514137748452	1.92900502143877	Otor	Distal Intergenic	0.0146483791587953	0.0144950125803079	-0.0146214313467588	0.0422910106398305	3.8092242284619	MeCP2 Up	CG Decrease	No CG DMR
chr6	103271306	103271706	3.53407562041415	1.51587346873359e-19	6.68329310091128	2.9405957533809	Chl1	Distal Intergenic	0.00434102244359299	0.00426620951019915	-0.02218720191688	0.0408470522072107	3.49322856820694	MeCP2 Up	CG Decrease	No CG DMR
chr5	39322619	39323019	3.91898092665307	3.36752078047644e-19	6.28376081404296	2.07244649227554	4930513D17Rik	Distal Intergenic	0.00219700751161932	0.00218329175452044	-0.00719226458478033	0.0437088976737914	3.87527202897928	MeCP2 Up	CG Decrease	No CG DMR
chr8	98862260	98862660	3.38843686357563	7.27363979704824e-19	7.39674737611392	3.78863944161994	Gm15679	Distal Intergenic	0	0	0	0.0450815709528147	3.34335529262282	MeCP2 Up	CG Unchanged	No CG DMR
chr5	84761535	84761935	3.76380702004973	1.07795570212487e-18	5.73078298132698	1.65923828488797	Epha5	Distal Intergenic	0	0	0	0.0450815709528147	3.71872544909692	MeCP2 Up	CG Unchanged	No CG DMR
chr3	136164565	136164965	3.25415803206399	1.1839868681008e-18	6.30949520410643	2.86033094294599	Bank1	Intron (ENSMUST00000198354.1/ENSMUST00000198354.1, intron 3 of 3)	0	0	0	0.0450815709528147	3.20907646111118	MeCP2 Up	CG Unchanged	Hyper-DMR
chr15	42322949	42323349	3.84644377165821	1.20033881586333e-18	5.72098115298438	1.61611739578799	Angpt1	Distal Intergenic	0.00162032421241675	0.00156172065812156	-0.0392879083469226	0.0375833120468981	3.80886045961131	MeCP2 Up	CG Decrease	No CG DMR
chr2	59467903	59468303	2.63788140157598	2.6796265831575e-18	6.58867760430256	3.85349757281834	Dapl1	Distal Intergenic	0.012013715810312	0.0118634663986744	-0.0173417676046005	0.0417718232758117	2.59610957830017	MeCP2 Up	CG Decrease	No CG DMR
chr14	107686025	107686425	4.05153142642866	5.45215325219896e-18	6.31683893795456	1.89988228998639	1700128A07Rik	Distal Intergenic	0	0	0	0.0450815709528147	4.00644985547585	MeCP2 Up	CG Unchanged	No CG DMR
chr18	33761595	33761995	4.52684152272768	6.56672325872464e-18	5.8803924781445	0.803809598417443	Epb41l4aos	Distal Intergenic	0	0	0	0.0450815709528147	4.48175995177487	MeCP2 Up	CG Unchanged	No CG DMR
chr15	52410976	52411376	3.47395450839668	1.59572065525644e-17	5.74619225197972	2.01571194426704	Slc30a8	Distal Intergenic	0.0039713216615734	0.00395760590447452	-0.0043724235786639	0.0442470759282985	3.42970743246838	MeCP2 Up	CG Decrease	No CG DMR
chr4	75335545	75335945	4.32673032332533	2.20971180441606e-17	5.74296884747194	0.952771095940811	Dmac1	Distal Intergenic	0	0	0	0.0450815709528147	4.28164875237252	MeCP2 Up	CG Unchanged	No CG DMR
chr13	44404135	44404535	3.00616007267216	2.5654295725087e-17	6.84406794983672	3.67594058156297	1700029N11Rik	Intron (ENSMUST00000183264.1/ENSMUST00000183264.1, intron 2 of 2)	0.00726309212440267	0.00706109712991929	-0.0377348891556654	0.0378797121473838	2.96828036052478	MeCP2 Up	CG Decrease	No CG DMR
chr19	23561524	23561924	3.46131829267867	2.69019298930568e-17	5.64494276564337	1.95767086428552	Cfap95	Intron (ENSMUST00000035849.4/67483, intron 5 of 5)	0.00278927683087061	0.00238029927275425	-0.187820901052488	0.00923517944736259	3.4520831132313	MeCP2 Up	CG Decrease	Hyper-DMR
chr1	122050528	122050928	3.46731489605923	6.19458211184195e-17	5.74254187732686	2.08381481492239	Gm28590	Distal Intergenic	0	0	0	0.0450815709528147	3.42223332510642	MeCP2 Up	CG Unchanged	No CG DMR
chr1	193303396	193303796	3.04726587259106	8.13072310268626e-17	5.97954571871151	2.75513869788308	Lamb3	5' UTR	0.00369014966294653	0.00357543645505596	-0.0394637155610039	0.0375497585169654	3.00971611407409	MeCP2 Up	CG Decrease	Hyper-DMR
chr18	38880372	38880772	3.56526738347043	8.38337586866221e-17	6.20700270488264	2.36685167817981	Gm5820	Intron (ENSMUST00000148850.7/71302, intron 1 of 5)	0.00562219455503763	0.00550872815814696	-0.0267200719311972	0.0399819353205063	3.52528544814992	MeCP2 Up	CG Decrease	Hyper-DMR
chr10	38000722	38001122	3.55856842778043	1.83114232627921e-16	5.82385214456803	1.97318766650264	4930591E09Rik	Distal Intergenic	0.00195511224263921	0.00188154621314527	-0.0428087433950829	0.0369113461961581	3.52165708158427	MeCP2 Up	CG Decrease	No CG DMR
chr14	93619416	93619816	4.12624878777884	2.05211554771437e-16	5.52363923580269	1.01489371872987	Pcdh9	Exon (ENSMUST00000228155.1/ENSMUST00000228155.1, exon 1 of 1)	0.00265336662828179	0.00234538647450711	-0.145303307617338	0.0173498370366163	4.10889895074222	MeCP2 Up	CG Decrease	Hyper-DMR
chr2	82518602	82519002	4.01284193675111	2.19544897338603e-16	6.05461979454746	1.63847688430925	A130030D18Rik	Distal Intergenic	0	0	0	0.0450815709528147	3.9677603657983	MeCP2 Up	CG Unchanged	No CG DMR
chr13	43898217	43898617	3.00295153074344	2.35224746749223e-16	5.68401392521643	2.49622972310026	Cd83	Distal Intergenic	0.00586795513320742	0.00539563585100626	-0.110084786438741	0.0240714366633704	2.97888009408007	MeCP2 Up	CG Decrease	No CG DMR
chr13	84051769	84052169	3.38433799580328	2.52997753230701e-16	7.18115263006979	3.54185962674282	Gm17750	Intron (ENSMUST00000182477.1/553095, intron 1 of 1)	0	0	0	0.0450815709528147	3.33925642485047	MeCP2 Up	CG Unchanged	No CG DMR
chr6	19573362	19573762	3.89861153534687	2.79018992470894e-16	6.47380445815292	2.2424642555365	Mir6370	Distal Intergenic	0.00106047383716279	0.000993142141368324	-0.0611835379350886	0.0334044410795161	3.86520709426735	MeCP2 Up	CG Decrease	No CG DMR
chr6	59346335	59346735	3.60806286143728	3.25204729709171e-16	6.86107902081299	2.94229661731189	Gprin3	Distal Intergenic	0.00226433920741379	0.00221571069851778	-0.0250463438865891	0.0403013732021503	3.56776148823513	MeCP2 Up	CG Decrease	No CG DMR
chr16	24160076	24160476	3.27084326889155	5.28171490292723e-16	6.98048447443897	3.49139021848108	Gm46545	Intron (ENSMUST00000230383.1/ENSMUST00000230383.1, intron 2 of 3)	0.0140024938079484	0.0139613463508518	-0.0040819088939127	0.04430252185082	3.22654074704073	MeCP2 Up	CG Decrease	No CG DMR
chr3	121289708	121290108	3.38026220951599	6.96685416734943e-16	5.58530432513086	1.88300236128995	Alg14	Distal Intergenic	0.00542830415720357	0.00537967592700758	-0.0117611178691809	0.0428369132319862	3.337425296284	MeCP2 Up	CG Decrease	No CG DMR
chr15	64100255	64100655	2.75934818210786	6.97044351677966e-16	5.40907742056037	2.50373620801889	Asap1	Intron (ENSMUST00000176762.2/ENSMUST00000176762.2, intron 4 of 5)	0	0	0	0.0450815709528147	2.71426661115505	MeCP2 Up	CG Unchanged	Hyper-DMR
chr5	32332653	32333053	3.25031789573758	9.30554981659044e-16	5.26124746438199	1.69684631867832	Plb1	Exon (ENSMUST00000202220.3/665270, exon 43 of 59)	0.00931670838163381	0.00888902759016898	-0.0638571924111298	0.0328941631255642	3.21742373261201	MeCP2 Up	CG Decrease	No CG DMR
chr8	113871492	113871892	3.50764172472861	2.41456939902854e-15	6.38540983474776	2.59600665572627	Adamts18	Distal Intergenic	0.00744451376193777	0.0066415211209038	-0.152490051669574	0.015978217373936	3.49166350735467	MeCP2 Up	CG Decrease	No CG DMR
chr10	66363518	66363918	3.88745461524119	3.80989314862562e-15	5.85601476156407	1.55862489886225	1700023F02Rik	Distal Intergenic	0.00218952627401994	0.00204177048438208	-0.079656689043615	0.0298787642072145	3.85757585103397	MeCP2 Up	CG Decrease	No CG DMR
chr8	93566604	93567004	2.75225401042512	4.80285697100933e-15	6.86275934407068	3.97116911544879	Ces5a	Exon (ENSMUST00000212785.1/ENSMUST00000212785.1, exon 3 of 3)	0.00617892767054184	0.0054912718751484	-0.155253946822829	0.0154507166155623	2.73680329380956	MeCP2 Up	CG Decrease	No CG DMR
chr1	64343490	64343890	3.19814082448252	4.94848543289787e-15	5.97812524854291	2.53567072089176	Creb1	Distal Intergenic	0.00408229443646429	0.00393516200587637	-0.0464537578994913	0.0362156801854219	3.1619251442971	MeCP2 Up	CG Decrease	No CG DMR
chrX	129655315	129655715	3.62437595748699	7.26196141094401e-15	5.28861352066169	1.35987639082346	Diaph2	Distal Intergenic	0.00319264346078744	0.0031870324861379	-0.00215810891571184	0.0446696869895789	3.57970627049741	MeCP2 Up	CG Decrease	No CG DMR
chr5	59760365	59760765	3.98957437463411	9.69259673372146e-15	5.40142130297159	0.999922845189429	4933402J10Rik	Distal Intergenic	0.00436658350904089	0.00432668332744418	-0.0117292725994084	0.0428429910327074	3.9467313836014	MeCP2 Up	CG Decrease	No CG DMR
chr11	42323633	42324033	3.41681508768511	1.05637578847135e-14	5.79611781920248	2.08287975595933	Gabra6	Distal Intergenic	0.00172880299370782	0.00172256866000834	-0.00393314427529034	0.0443309141901784	3.37248417349493	MeCP2 Up	CG Decrease	No CG DMR
chr4	142062417	142062817	2.95341431735841	1.19485578994538e-14	5.42942339634858	2.29391011757611	Tmem51os1	Intron (ENSMUST00000036572.3/214359, intron 1 of 2)	0	0	0	0.0450815709528147	2.9083327464056	MeCP2 Up	CG Unchanged	No CG DMR
chr5	68330768	68331168	3.66496507866193	1.75646749033004e-14	6.56970674953845	2.57300934617389	Grxcr1	Distal Intergenic	0.00340274314482016	0.00335473818077411	-0.0175787383738894	0.0417265964297915	3.62323848223214	MeCP2 Up	CG Decrease	No CG DMR
chr3	56185848	56186248	2.85707447462926	2.46833530004345e-14	6.90419687339875	3.87087261129622	Nbea	Distal Intergenic	0.0043859102407893	0.00423940154085136	-0.0433717684214946	0.036803890554049	2.82027058407521	MeCP2 Up	CG Decrease	No CG DMR
chr2	79463964	79464364	3.06089034951309	3.31628094916689e-14	5.20175832497349	1.87979064132817	Cerkl	Distal Intergenic	0	0	0	0.0450815709528147	3.01580877856028	MeCP2 Up	CG Unchanged	No CG DMR
chr15	66340690	66341090	3.05648215886375	3.66821432414722e-14	6.05674260637715	2.77504474625463	Kcnq3	Exon (ENSMUST00000228702.1/ENSMUST00000228702.1, exon 1 of 3)	0.00422630932860244	0.00403990026126776	-0.0572976581505984	0.0341460772196762	3.02233608164407	MeCP2 Up	CG Decrease	No CG DMR
