chr8	34684401	34684801	CHG	MeCP2_Up	0.005750	0.041250	0.023500	0.060000	chr8:34684401-34684801
chr8	35955886	35956286	CHG	MeCP2_Up	0.003500	0.041000	0.022250	0.073000	chr8:35955886-35956286
chr4	57670899	57671299	CHG	MeCP2_Up	0.023250	0.014250	0.018750	0.048000	chr4:57670899-57671299
chr7	96415859	96416259	CHG	MeCP2_Up	0.016000	0.015500	0.015750	0.031000	chr7:96415859-96416259
chr7	93112567	93112967	CHG	MeCP2_Up	0.015250	0.009750	0.012500	0.024000	chr7:93112567-93112967
chr8	35965489	35965889	CHG	MeCP2_Up	0.005000	0.019750	0.012375	0.032000	chr8:35965489-35965889
chr7	113708512	113708912	CHH	MeCP2_Up	0.017500	0.002750	0.010125	0.022000	chr7:113708512-113708912
chr8	36408455	36408855	CHG	MeCP2_Up	0.003000	0.016500	0.009750	0.033000	chr8:36408455-36408855
chr6	124311343	124311743	CHH	MeCP2_Up	0.005500	0.011000	0.008250	0.012000	chr6:124311343-124311743
chr9	96733172	96733572	CHG	MeCP2_Up	0.010750	0.003750	0.007250	0.026000	chr9:96733172-96733572
chr7	92211380	92211780	CHG	MeCP2_Up	0.010000	0.004250	0.007125	0.018000	chr7:92211380-92211780
chr8	35993373	35993773	CHH	MeCP2_Up	0.002500	0.011000	0.006750	0.018000	chr8:35993373-35993773
chr8	35700665	35701065	CHH	MeCP2_Up	0.001500	0.008000	0.004750	0.012000	chr8:35700665-35701065
chr9	91544472	91544872	CHG	MeCP2_Up	0.006000	0.003250	0.004625	0.014000	chr9:91544472-91544872
chr8	35698282	35698682	CHG	MeCP2_Down	0.002500	0.006250	0.004375	0.011000	chr8:35698282-35698682
chr12	41029912	41030312	CHH	MeCP2_Up	0.005000	0.003250	0.004125	0.020000	chr12:41029912-41030312
chr7	93109699	93110099	CHH	MeCP2_Up	0.005000	0.003250	0.004125	0.008000	chr7:93109699-93110099
chr8	36408455	36408855	CHH	MeCP2_Up	0.001000	0.007250	0.004125	0.009000	chr8:36408455-36408855
chr11	98316092	98316492	CHG	MeCP2_Up	0.000000	0.006500	0.003250	0.026000	chr11:98316092-98316492
chr4	58372753	58373153	CHH	MeCP2_Up	0.003000	0.003500	0.003250	0.007000	chr4:58372753-58373153
chr7	92479228	92479628	CHH	MeCP2_Up	0.004500	0.001750	0.003125	0.007000	chr7:92479228-92479628
chr8	36367156	36367556	CHH	MeCP2_Up	0.000750	0.005250	0.003000	0.007000	chr8:36367156-36367556
chr8	99720158	99720558	CHH	MeCP2_Up	0.003250	0.002750	0.003000	0.005000	chr8:99720158-99720558
chr16	95067484	95067884	CHG	MeCP2_Up	0.004750	0.001000	0.002875	0.013000	chr16:95067484-95067884
chr8	35458916	35459316	CHH	MeCP2_Up	0.000500	0.005250	0.002875	0.006000	chr8:35458916-35459316
chr7	91602544	91602944	CHH	MeCP2_Up	0.003500	0.002000	0.002750	0.005000	chr7:91602544-91602944
chr8	35927215	35927615	CHH	MeCP2_Up	0.000750	0.004750	0.002750	0.006000	chr8:35927215-35927615
chr11	67106656	67107056	CHG	MeCP2_Up	0.000000	0.005000	0.002500	0.012000	chr11:67106656-67107056
chr12	39035338	39035738	CHG	MeCP2_Up	0.002750	0.002250	0.002500	0.011000	chr12:39035338-39035738
chr4	97667388	97667788	CHH	MeCP2_Up	0.002250	0.002750	0.002500	0.011000	chr4:97667388-97667788
chr7	83742871	83743271	CHH	MeCP2_Up	0.003500	0.001500	0.002500	0.005000	chr7:83742871-83743271
chr7	97503129	97503529	CHH	MeCP2_Up	0.003500	0.001500	0.002500	0.007000	chr7:97503129-97503529
chr8	40209350	40209750	CHH	MeCP2_Up	0.000250	0.004750	0.002500	0.007000	chr8:40209350-40209750
chr18	14258560	14258960	CHH	MeCP2_Up	0.001500	0.002750	0.002125	0.006000	chr18:14258560-14258960
chr7	92204775	92205175	CHH	MeCP2_Up	0.002250	0.001750	0.002000	0.004000	chr7:92204775-92205175
chr8	34672396	34672796	CHH	MeCP2_Up	0.000750	0.003250	0.002000	0.005000	chr8:34672396-34672796
chr8	35348138	35348538	CHH	MeCP2_Up	0.000250	0.003250	0.001750	0.004000	chr8:35348138-35348538
chr8	48138712	48139112	CHH	MeCP2_Up	0.000000	0.003500	0.001750	0.005000	chr8:48138712-48139112
chr9	92001375	92001775	CHG	MeCP2_Up	0.003250	0.000000	0.001625	0.007000	chr9:92001375-92001775
chr7	92158343	92158743	CHH	MeCP2_Up	0.002000	0.001000	0.001500	0.005000	chr7:92158343-92158743
