Chr	Start	End	mecp2_class	chromatin_state	cg_class	MeCP2	H3K27me3	H2AK119ub	H3K27me1	H3K27ac	ATAC-seq	H3K4me3	H3K36me3	CG 5mC	CG 5hmC
chr13	84754787	84755187	MeCP2 Up	Active_Enhancer	CG Increase	-0.935424346491011	0.104837286508291	0.131789078293805	-0.595990320380752	2.30328314572841	0.988327214108992	3	-1.76370228791297	-0.205816934117251	0.908720382470591
chr3	137090739	137091139	MeCP2 Up	Unmarked	CG Increase	-0.71183192976805	-0.554925039313074	-1.24320777127276	1.07014903062632	-0.393555390884752	0.0273988529088182	-0.73205516776502	-0.326351169908827	0.203269648061627	0.235053351580488
chr10	97154077	97154477	MeCP2 Up	Unmarked	CG Increase	-1.23345682128272	-0.616059410636995	-1.21676866644876	0.882011198170011	0.359340560429933	-0.268812597474842	0.168832117244292	-0.271939090275108	-0.638929107131455	-1.16270061719628
chrX	166336306	166336706	MeCP2 Up	Poised_Enhancer	CG Increase	-0.915903327655593	1.37523349098846	0.431417832340408	0.750636659623429	0.979942509925877	2.10704956023153	0.779875690986299	1.01596406496153	-1.65060283866797	-1.99343558161343
chr1	190557542	190557942	MeCP2 Down	Unmarked	CG Decrease	2.09211217168884	1.76189258352894	0.185711718895807	-1.70633961654484	-1.59175157978776	-0.191294205422797	-0.73205516776502	0.619676342069912	1.18532326686816	-1.06973607082216
chr7	48780857	48781257	MeCP2 Up	Unmarked	CG Increase	-0.885586295492642	-1.43526070743005	-0.139678185988575	0.322861240907534	-0.579054890657258	1.1474601695071	0.376787450655126	-1.51375394058487	0.545204059113933	0.894670514416007
chr18	13372165	13372565	MeCP2 Up	Unmarked	CG Increase	0.196742232238979	0.264041747141049	1.13632997456537	1.20861014762659	0.39892584527688	0.558559581414439	-0.73205516776502	0.632741809055244	0.843231589540308	1.33102388287215
chr3	18726854	18727254	MeCP2 Up	Unmarked	CG Decrease	0.158048906873984	0.413475051568178	0.302398616630176	-1.70633961654484	-1.59175157978776	-0.338798257413825	-0.73205516776502	-0.546731613145265	-0.775851823631321	-0.579525901962254
chr10	21874148	21874548	MeCP2 Up	Unmarked	CG Increase	-0.375098024364998	-0.137499437510265	-0.320534811615421	-0.577095847419749	-0.154926802122864	0.447991337749935	-0.73205516776502	0.939251114459804	0.639639001108642	0.520001159571326
chr3	82403073	82403473	MeCP2 Up	Unmarked	CG Unchanged	-1.65599294782057	-1.43526070743005	-1.58305134739776	0.020457672684315	0.392490798665909	-0.486243237956276	-0.73205516776502	-1.45529756406036	-2.02941147363261	-1.99343558161343
chr18	30529080	30529480	MeCP2 Up	Active_Enhancer	CG Increase	-0.484741207318647	-0.478221511525395	0.780904279044202	1.36258783667423	1.95380414201693	1.14847256674592	1.48089788759461	0.680912248419375	-0.201367823728603	1.28948757399986
chr1	159694565	159694965	MeCP2 Up	Unmarked	CG Unchanged	0.0220230228286674	-0.796084502158398	-0.0693144819120403	0.465728797600372	-0.578397610807895	-0.0984992659839367	-0.325681585402319	-0.0763441316274304	-2.02941147363261	-1.99343558161343
chr3	25013075	25013475	MeCP2 Up	Unmarked	CG Unchanged	-0.823983058941378	-1.43526070743005	-0.415066005036249	-0.305542634450161	-1.59175157978776	-1.17888040863044	-0.73205516776502	-1.04891371579829	-2.02941147363261	-1.99343558161343
chr1	35586517	35586917	MeCP2 Up	Poised_Enhancer	CG Decrease	-0.132065292333253	-0.567035967666613	1.15840733740517	-0.305542629406237	-0.431291498950888	0.388161800378865	-0.73205516776502	0.346656625507226	0.352009965896194	0.0200016046632491
chr6	54459861	54460261	MeCP2 Up	Poised_Enhancer	CG Increase	-0.511653993240358	-0.205916660651773	0.898885392972179	1.31374192439637	0.675420919363468	-0.244849318560902	-0.73205516776502	0.671409909021838	-0.31437246795385	0.678464868946664
chr9	29583843	29584243	MeCP2 Up	Active_Enhancer	CG Increase	-0.515535227011158	0.087041459987243	-0.604096445697474	1.32689511993495	0.812005318100682	0.318543163645077	-0.73205516776502	0.0812272367018644	-0.226315066100114	0.753062745142731
chr14	105719127	105719527	MeCP2 Up	Active_Enhancer	CG Increase	-0.94663782172811	0.160324755585072	-0.319584213050641	0.89962169002902	1.8054718259182	0.92336779063792	1.42172321328918	-0.490024206596222	-0.706356655728023	0.57644229121959
chr7	74387481	74387881	MeCP2 Up	Unmarked	CG Increase	-1.07023515265258	-1.43526070743005	-0.66039087603717	0.298271417006285	0.712686463084293	-0.366029876878579	-0.73205516776502	-0.944043465675712	0.637279536793242	0.528982737669538
chr3	47864323	47864723	MeCP2 Up	Poised_Enhancer	CG Unchanged	-1.15980106754469	-1.43526070743005	-1.0784448370177	-0.530731991916444	0.880373470940261	-1.78443545207455	0.779875690986299	-0.549494136460464	-2.02941147363261	-1.99343558161343
chr4	9183753	9184153	MeCP2 Up	Active_Enhancer	CG Increase	-0.929781443917748	0.415026404417551	-0.407570986802986	-0.250881560977876	-0.226715530380398	-1.10951078329693	-0.73205516776502	-1.45798582494324	1.29313566877975	0.65497714669033
chr13	45626158	45626558	MeCP2 Down	Unmarked	CG Decrease	0.753975395636123	0.656162304799566	-0.0252218793212276	0.312013261750913	-1.59175157978776	-0.465989544147	-0.73205516776502	0.155630377403081	1.06675455141293	-0.104570402000979
