chr	bin_start	bin_end	ctrl_label	mut_label	label_changed	continous_rank_ctrl	continous_rank_mut	mean_ctrl_pc1	mean_mut_pc1	mean_difference	min_adj_pvalue	any_significant	n_homer_bins	calder_ab	homer_ab
chr1	3100001	3200000	B.2	B.1	TRUE	0.148506520824569	0.367041198501873	-1.087	-0.688	0.399	2.13251077224058e-05	TRUE	2	B	B
chr1	3200001	3300000	B.2	B.1	TRUE	0.304585612116113	0.367041198501873	-0.936888888888889	-0.145555555555556	0.791333333333334	9.74750226756007e-06	TRUE	3	B	B
chr1	3300001	3400000	B.2	A.1	TRUE	0.304585612116113	0.757802746566792	-0.6885	0.328833333333333	1.01733333333333	9.74750226756007e-06	TRUE	2	B	B
chr1	3400001	3500000	A.2	A.1	TRUE	0.491375683634834	0.757802746566792	-0.524	0.404333333333333	0.928333333333333	1.7925239987072e-05	TRUE	3	A	B
chr1	3600001	3700000	A.2	A.1	TRUE	0.491375683634834	0.757802746566792	-0.312	0.183333333333334	0.495333333333334	3.83464472479197e-05	TRUE	2	A	B
chr1	3700001	3800000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-0.960333333333331	-0.754333333333334	0.206	0.00175002522107412	FALSE	2	B	B
chr1	3800001	3900000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-1.18933333333334	-1.11522222222222	0.0741111111111112	0.0015584502719887	FALSE	3	B	B
chr1	3900001	4000000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-1.18866666666667	-1.13266666666667	0.0560000000000003	0.0389154149298356	FALSE	1	B	B
chr1	4000001	4100000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-1.174	-1.15416666666667	0.0198333333333335	0.235244781587351	FALSE	2	B	B
chr1	4100001	4200000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-1.164	-1.15433333333333	0.00966666666666682	0.692227454293213	FALSE	2	B	B
chr1	4200001	4300000	B.2	B.2	FALSE	0.0441733277240219	0.0636704119850187	-1.1615	-1.15583333333334	0.0056666666666669	0.813462445648095	FALSE	2	B	B
chr1	4300001	4400000	B.2	B.2	FALSE	0.162810265039966	0.185601331668747	-1.11833333333333	-1.11633333333333	0.0020000000000001	0.461578047602243	FALSE	2	B	B
chr1	4400001	4500000	B.2	B.2	FALSE	0.162810265039966	0.185601331668747	-1.11133333333333	-1.12188888888889	-0.0105555555555554	0.427187685798483	FALSE	3	B	B
chr1	4500001	4600000	B.2	B.2	FALSE	0.269246949936895	0.252600915522264	-0.979000000000001	-0.93711111111111	0.041888888888889	0.0487925270492319	FALSE	3	B	B
chr1	4600001	4700000	B.2	B.2	FALSE	0.269246949936895	0.252600915522264	-1.01733333333333	-1.0465	-0.0291666666666665	0.131936105064074	FALSE	2	B	B
chr1	4700001	4800000	B.2	B.2	FALSE	0.269246949936895	0.252600915522264	0.164333333333333	0.007	-0.157333333333333	0.0481756593135417	FALSE	1	B	A
chr1	4800001	4900000	A.1	A.1	FALSE	0.73369793857804	0.728672492717437	0.756666666666667	0.564333333333333	-0.192333333333334	0.0134571177380104	FALSE	2	A	A
chr1	4900001	5000000	A.2	A.2	FALSE	0.568363483382415	0.51685393258427	-0.371	-0.535666666666667	-0.164666666666667	0.00269660326704448	FALSE	2	A	B
chr1	5000001	5100000	A.2	A.2	FALSE	0.568363483382415	0.51685393258427	0.135555555555555	0.0244444444444447	-0.111111111111111	0.00229197385768566	FALSE	3	A	A
chr1	5100001	5200000	A.2	A.2	FALSE	0.568363483382415	0.51685393258427	0.310333333333333	0.272	-0.0383333333333334	0.436482252739791	FALSE	1	A	A
chr1	5200001	5300000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.11983333333334	-1.10366666666667	0.0161666666666668	0.354097247019147	FALSE	2	B	B
chr1	5300001	5400000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.156	-1.10733333333333	0.0486666666666668	0.0580197159853608	FALSE	1	B	B
chr1	5400001	5500000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.148	-1.09233333333333	0.055666666666667	0.0438419049681619	FALSE	1	B	B
chr1	5500001	5600000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.15466666666667	-1.10488888888889	0.049777777777778	0.00952666866359974	FALSE	3	B	B
chr1	5600001	5700000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.16077777777778	-1.115	0.0457777777777779	0.041079015131912	FALSE	3	B	B
chr1	5700001	5800000	B.2	B.2	FALSE	0.0837189734960034	0.05451518934665	-1.15158333333333	-1.10941666666667	0.0421666666666668	0.0798674483853907	FALSE	4	B	B
chr1	5800001	5900000	B.2	B.2	FALSE	0.0837189734960034	0.109862671660424	-1.17008333333333	-1.13366666666667	0.0364166666666668	0.0854662126055786	FALSE	4	B	B
chr1	5900001	6000000	B.2	B.2	FALSE	0.118636937315944	0.109862671660424	-1.20016666666667	-1.166	0.0341666666666669	0.250818247584288	FALSE	2	B	B
chr1	6000001	6100000	B.2	B.2	FALSE	0.118636937315944	0.109862671660424	-1.19166666666667	-1.167	0.0246666666666666	0.299338274909207	FALSE	1	B	B
chr1	6100001	6200000	B.2	B.2	FALSE	0.118636937315944	0.109862671660424	-0.649111111111111	-0.749	-0.099888888888889	0.0213699769147215	FALSE	3	B	B
chr1	6200001	6300000	A.2	A.2	FALSE	0.61800588977703	0.646275488972118	0.528	0.350666666666667	-0.177333333333333	0.0130709097857269	FALSE	1	A	A
chr1	6300001	6400000	A.2	A.2	FALSE	0.61800588977703	0.646275488972118	-0.275666666666667	-0.340666666666667	-0.0649999999999999	0.130896915227412	FALSE	1	A	B
chr1	6400001	6500000	A.2	A.2	FALSE	0.61800588977703	0.646275488972118	0.164666666666667	0.0986666666666667	-0.066	0.140410454187654	FALSE	1	A	A
chr1	6500001	6600000	A.2	A.2	FALSE	0.61800588977703	0.646275488972118	0.0988333333333334	-0.0638333333333333	-0.162666666666667	0.00183119136870523	FALSE	2	A	A
chr1	6700001	6800000	A.1	A.1	FALSE	0.948674800168279	0.904286308780691	1.066	0.927333333333333	-0.138666666666667	0.0100388230417843	FALSE	1	A	A
chr1	6800001	6900000	A.1	A.1	FALSE	0.948674800168279	0.904286308780691	0.808555555555556	0.580111111111112	-0.228444444444445	0.00121952472615365	TRUE	3	A	A
chr1	6900001	7000000	A.2	B.1	TRUE	0.486748001682793	0.408655846858094	-0.4415	-0.653	-0.2115	0.0014291822541599	FALSE	4	A	B
chr1	7000001	7100000	A.2	B.1	TRUE	0.486748001682793	0.408655846858094	0.00622222222222202	-0.180555555555555	-0.186777777777778	0.000285054184367842	FALSE	3	A	A
chr1	7100001	7200000	A.1	A.1	FALSE	0.734960033655869	0.730753225135248	0.693333333333333	0.536333333333334	-0.157	0.00266908805579707	FALSE	2	A	A
chr1	7200001	7300000	B.1	B.2	TRUE	0.358855700462768	0.300041614648356	-0.845916666666667	-0.954333333333333	-0.108416666666667	0.00117736650889381	FALSE	4	B	B
