chr	start	end	num_contexts	mean_coverage	mean_mod_group1	mean_mod_group2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	annotation	gene	significant	direction	neg_log10_q
chr1	151852402	152090124	2723	20.2067572530297	0.495154571891374	0.557977032958663	1.12687444413029	0.0628224610672886	1730.55900157888	2.2250738585072e-308	4.8151057076211e-306	Gene	1700025G04Rik	TRUE	Hypermethylated	300
chr19	53140442	53247398	1082	20.5389325323475	0.5263039329099	0.623015377643563	1.18375588454935	0.0967114447336624	1682.99373144996	2.2250738585072e-308	4.8151057076211e-306	Gene	Add3	TRUE	Hypermethylated	300
chr19	56912360	57008227	1031	16.421435499515	0.432137469719503	0.547112177104289	1.26606049102712	0.114974707384786	1764.25927479249	2.2250738585072e-308	4.8151057076211e-306	Gene	Afap1l2	TRUE	Hypermethylated	300
chr10	13647053	13868979	1876	21.4589552238806	0.525704007027182	0.606585987668104	1.15385460175262	0.0808819806409217	2119.36078931583	2.2250738585072e-308	4.8151057076211e-306	Gene	Aig1	TRUE	Hypermethylated	300
chr10	69398772	70027437	6951	19.8972090346713	0.592798704876013	0.63230015524137	1.06663552069268	0.039501450365357	1787.64770618805	2.2250738585072e-308	4.8151057076211e-306	Gene	Ank3	TRUE	Hypermethylated	300
chr18	38676717	39110533	4074	19.6097201767305	0.632502946312368	0.717146036628845	1.13382244432214	0.0846430903164772	5143.93104611695	2.2250738585072e-308	4.8151057076211e-306	Gene	Arhgap26	TRUE	Hypermethylated	300
chr9	75775363	75900309	785	24.290127388535	0.683068713708785	0.779374852965442	1.1409904118339	0.0963061392566568	1751.66699909741	2.2250738585072e-308	4.8151057076211e-306	Gene	Bmp5	TRUE	Hypermethylated	300
chr16	44485048	44558896	759	17.2840909090909	0.273045132252029	0.401657126031741	1.47102833410339	0.128611993779712	1871.09229139526	2.2250738585072e-308	4.8151057076211e-306	Gene	Boc	TRUE	Hypermethylated	300
chr16	66655420	67620907	4796	24.7678273561301	0.650962076845473	0.705350310064024	1.08355054027435	0.0543882332185507	3206.78413085078	2.2250738585072e-308	4.8151057076211e-306	Gene	Cadm2	TRUE	Hypermethylated	300
chr5	130369454	130847411	3301	19.090351408664	0.514426087594434	0.621174879929534	1.20751045662221	0.1067487923351	5813.38571835779	2.2250738585072e-308	4.8151057076211e-306	Gene	Caln1	TRUE	Hypermethylated	300
chr11	93098027	93601748	2888	21.7266274238227	0.46423306189711	0.531124877675005	1.14409102080007	0.0668918157778959	2236.48968953633	2.2250738585072e-308	4.8151057076211e-306	Gene	Car10	TRUE	Hypermethylated	300
chr8	99024470	99416470	1822	24.6610181119649	0.633639475430346	0.718810572151761	1.13441570486683	0.0851710967214157	2944.50946388896	2.2250738585072e-308	4.8151057076211e-306	Gene	Cdh8	TRUE	Hypermethylated	300
chr10	93160874	93267070	1145	20.5730349344978	0.455507319257435	0.54711903026067	1.20112017333241	0.0916117110032357	1539.44404588695	2.2250738585072e-308	4.8151057076211e-306	Gene	Cdk17	TRUE	Hypermethylated	300
chr8	116574399	116732990	1693	19.1661252215003	0.658452084191442	0.735180452163827	1.11652840018967	0.0767283679723849	1773.31311128204	2.2250738585072e-308	4.8151057076211e-306	Gene	Cdyl2	TRUE	Hypermethylated	300
chr12	31654868	31937629	1884	22.4004777070064	0.658304478574485	0.729072570572343	1.10750054769656	0.0707680919978579	1948.7553143156	2.2250738585072e-308	4.8151057076211e-306	Gene	Cog5	TRUE	Hypermethylated	300
chr4	127987856	128567655	5846	17.8015523434827	0.709675237076001	0.65511119777996	0.923114071838189	-0.0545640392960414	2831.85466017301	2.2250738585072e-308	4.8151057076211e-306	Gene	Csmd2	TRUE	Hypomethylated	300
chr3	86786150	86920851	1414	20.011580622348	0.543766083079054	0.641169734113576	1.17912785307053	0.0974036510345218	2181.98738364815	2.2250738585072e-308	4.8151057076211e-306	Gene	Dclk2	TRUE	Hypermethylated	300
chr16	31663442	31875128	1338	22.6326606875934	0.572708885547579	0.659519159945178	1.15157836134251	0.0868102743975991	1912.88071701491	2.2250738585072e-308	4.8151057076211e-306	Gene	Dlg1	TRUE	Hypermethylated	300
chr17	69969072	70821412	6600	20.8470075757576	0.58162316522434	0.63909833521636	1.09881857090381	0.0574751699920202	3789.22313119138	2.2250738585072e-308	4.8151057076211e-306	Gene	Dlgap1	TRUE	Hypermethylated	300
chr13	29906574	29986062	1046	21.0172084130019	0.682380574403723	0.783826993499625	1.14866545576059	0.101446419095902	2285.43640505764	2.2250738585072e-308	4.8151057076211e-306	Gene	E2f3	TRUE	Hypermethylated	300
