loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_1	chr8	75130000	75140000	chr8	75230000	75240000	chr8:75130000-75140000_chr8:75230000-75240000	FALSE	-0.1541261493588	6.29001292051456	7.34103740470076	0.0175956824344991	0.284439285882825	FALSE	FALSE	non_significant	unchanged	#999999
loop_2	chr8	87960000	87970000	chr8	88020000	88030000	chr8:87960000-87970000_chr8:88020000-88030000	FALSE	-0.128980583731883	5.84939122228234	3.87767516605259	0.070163273499324	0.449378093906209	FALSE	FALSE	non_significant	unchanged	#999999
loop_3	chr8	110850000	110860000	chr8	111000000	111010000	chr8:110850000-110860000_chr8:111000000-111010000	TRUE	-0.0431913993723499	6.40806920937575	0.494239126796438	0.494185324678602	0.838383872842308	FALSE	FALSE	non_significant	unchanged	#999999
loop_4	chr8	106260000	106270000	chr8	106330000	106340000	chr8:106260000-106270000_chr8:106330000-106340000	FALSE	-0.114230020211887	6.03790282691347	3.75199394225418	0.0743162642903101	0.458288206784206	FALSE	FALSE	non_significant	unchanged	#999999
loop_5	chr8	120410000	120420000	chr8	120530000	120540000	chr8:120410000-120420000_chr8:120530000-120540000	TRUE	-0.252141344526753	6.07382735753286	10.1184778486704	0.00706176743605896	0.208280902649467	FALSE	FALSE	non_significant	unchanged	#999999
loop_6	chr8	83800000	83810000	chr8	83850000	83860000	chr8:83800000-83810000_chr8:83850000-83860000	FALSE	-0.0512766994676827	6.84157086620547	0.571119608644889	0.463011339084026	0.826894069848778	FALSE	FALSE	non_significant	unchanged	#999999
loop_7	chr8	118960000	118970000	chr8	119030000	119040000	chr8:118960000-118970000_chr8:119030000-119040000	FALSE	-0.18572312467006	5.60548386662577	10.8033535134873	0.00574841966994777	0.191227879606894	FALSE	FALSE	non_significant	unchanged	#999999
loop_8	chr8	120170000	120180000	chr8	120280000	120290000	chr8:120170000-120180000_chr8:120280000-120290000	TRUE	-0.232927115886877	5.9207162442649	6.78497542518945	0.0215049335565018	0.306780632540626	FALSE	FALSE	non_significant	unchanged	#999999
loop_9	chr8	80880000	80890000	chr8	80990000	81000000	chr8:80880000-80890000_chr8:80990000-81000000	TRUE	-0.0293241140452022	5.9712594797596	0.315771624810896	0.583521841923895	0.874023195845027	FALSE	FALSE	non_significant	unchanged	#999999
loop_10	chr8	94710000	94720000	chr8	94760000	94770000	chr8:94710000-94720000_chr8:94760000-94770000	FALSE	-0.0212949010855931	6.57788443817772	0.132704028096329	0.721380433569062	0.923739347890662	FALSE	FALSE	non_significant	unchanged	#999999
loop_11	chr8	67840000	67850000	chr8	67890000	67900000	chr8:67840000-67850000_chr8:67890000-67900000	FALSE	-0.0893019778244955	6.51504675087653	2.29587551544268	0.153157029683251	0.588642323328222	FALSE	FALSE	non_significant	unchanged	#999999
loop_12	chr8	72240000	72250000	chr8	72370000	72380000	chr8:72240000-72250000_chr8:72370000-72380000	FALSE	0.089467370836026	6.0392531914823	1.55998227339322	0.233239682256954	0.672014619808329	FALSE	FALSE	non_significant	unchanged	#999999
loop_13	chr8	122680000	122690000	chr8	122830000	122840000	chr8:122680000-122690000_chr8:122830000-122840000	TRUE	-0.19250028203874	5.84897847803895	5.71630285224183	0.0322774666445958	0.349734903019473	FALSE	FALSE	non_significant	unchanged	#999999
loop_14	chr8	110110000	110120000	chr8	110480000	110490000	chr8:110110000-110120000_chr8:110480000-110490000	TRUE	-0.22841298734356	5.56444299381204	16.7099933354965	0.00122962685980089	0.108630038306775	FALSE	FALSE	non_significant	unchanged	#999999
loop_15	chr8	95120000	95130000	chr8	95190000	95200000	chr8:95120000-95130000_chr8:95190000-95200000	FALSE	-0.0269237661254006	6.55716636646201	0.160892570827431	0.694716622990216	0.915221461561219	FALSE	FALSE	non_significant	unchanged	#999999
loop_16	chr8	80750000	80760000	chr8	80880000	80890000	chr8:80750000-80760000_chr8:80880000-80890000	TRUE	-0.126453359010054	5.7356366673992	4.93821313627931	0.0442325774356483	0.387616752015552	FALSE	FALSE	non_significant	unchanged	#999999
loop_17	chr8	110210000	110220000	chr8	110470000	110480000	chr8:110210000-110220000_chr8:110470000-110480000	FALSE	-0.150528860160547	5.50466723831457	4.59977053963982	0.0510276492982711	0.401301375332149	FALSE	FALSE	non_significant	unchanged	#999999
loop_18	chr8	13010000	13020000	chr8	13080000	13090000	chr8:13010000-13020000_chr8:13080000-13090000	FALSE	-0.10175190165123	6.23996595706466	1.84519468695272	0.196975886201001	0.636410187606037	FALSE	FALSE	non_significant	unchanged	#999999
loop_19	chr8	117220000	117230000	chr8	117370000	117380000	chr8:117220000-117230000_chr8:117370000-117380000	TRUE	-0.0413148145315745	5.5213382940742	0.40560620855788	0.535034853637329	0.8534426552472	FALSE	FALSE	non_significant	unchanged	#999999
loop_20	chr8	120280000	120290000	chr8	120610000	120620000	chr8:120280000-120290000_chr8:120610000-120620000	TRUE	-0.163276204764448	5.49471584826056	3.53137648344526	0.0823443590720003	0.47307649308909	FALSE	FALSE	non_significant	unchanged	#999999
loop_21	chr8	69320000	69330000	chr8	69610000	69620000	chr8:69320000-69330000_chr8:69610000-69620000	TRUE	0.102817893167875	5.29341437604244	2.55197835367234	0.133672712119493	0.562936938417555	FALSE	FALSE	non_significant	unchanged	#999999
loop_22	chr8	110490000	110500000	chr8	110580000	110590000	chr8:110490000-110500000_chr8:110580000-110590000	TRUE	-0.17837835845589	5.63150234505722	7.6970736447457	0.0155282637985812	0.266494761669775	FALSE	FALSE	non_significant	unchanged	#999999
loop_23	chr8	14390000	14400000	chr8	14740000	14750000	chr8:14390000-14400000_chr8:14740000-14750000	TRUE	-0.0859098219206189	5.12488914291372	1.51119738505771	0.240296803460669	0.678890569783899	FALSE	FALSE	non_significant	unchanged	#999999
loop_24	chr8	35940000	35950000	chr8	36150000	36160000	chr8:35940000-35950000_chr8:36150000-36160000	TRUE	0.137157142348197	5.38520844567281	4.71106283718404	0.048664786480598	0.395068773036253	FALSE	FALSE	non_significant	unchanged	#999999
loop_25	chr8	125570000	125580000	chr8	125730000	125740000	chr8:125570000-125580000_chr8:125730000-125740000	TRUE	-0.178073164464813	5.26710519815906	7.70612445597298	0.0154795277097068	0.266494761669775	FALSE	FALSE	non_significant	unchanged	#999999
