250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456378	3
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456379	2
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456392	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456393	26
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456394	10
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456396	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr1	27425
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr2	28119
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr3	21099
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr4	22801
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5	22593
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr6	22049
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr7	20543
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr8	19169
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr9	19540
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrM	175
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	phage_Xp12	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrX	7247
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrY	3298
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrX_GL456233_random	5
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456360	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456366	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456367	7
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456368	2
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456381	8
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5_JH584297_random	12
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456382	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456383	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456385	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5_JH584296_random	4
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456387	15
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	phage_T4	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456389	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5_JH584299_random	39
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5_JH584298_random	7
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrY_JH584300_random	4
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	phage_lambda	3105
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr5_GL456354_random	12
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr10	17312
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr11	19299
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr12	18205
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr13	16573
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrY_JH584302_random	1
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr14	18180
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrUn_GL456239	23
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr15	15256
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr16	14076
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr17	13336
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrY_JH584301_random	7
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr18	13141
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr19	8896
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr7_GL456219_random	4
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chrY_JH584303_random	7
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr4_GL456216_random	10
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr4_JH584293_random	14
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr1_GL456211_random	49
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr4_JH584292_random	0
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr1_GL456210_random	32
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	chr4_JH584295_random	2
250504_B1_Bap1_P60_ctrl2_5mC_S45_L002	plasmid_puc19c	1236
