Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
10:105571440-105573440	10	105571440	105573440	0.06847034215399277	1.0440720937227056e-06	0.055122952109758136	0.0001212869601226227	cpg_shores
10:11147205-11149205	10	11147205	11149205	0.06875584944467344	0.017630360926048416	0.06278961519028162	0.023244520699308047	cpg_shores
10:111973268-111975268	10	111973268	111975268	0.06610591899153428	0.0039482764983737	-0.046774218418291436	0.007166065323877561	cpg_shores
10:114798439-114800439	10	114798439	114800439	0.15152396679698632	3.179639468702658e-10	0.11059150609509863	1.0951853970662038e-05	cpg_shores
10:116947738-116949738	10	116947738	116949738	0.07492330627850385	2.25633276861772e-05	-0.0545140846673407	0.0016153286236847474	cpg_shores
10:117071886-117073886	10	117071886	117073886	0.042715648942833306	0.02439844410839722	-0.03037831424450696	0.03904074850327543	cpg_shores
10:121473503-121475503	10	121473503	121475503	-0.09898253804267365	6.797594572328423e-06	-0.05722901633993423	0.0021601532697049716	cpg_shores
10:125966921-125968921	10	125966921	125968921	-0.16815337628001853	2.821997487841988e-26	-0.029794972915410903	0.025752878654877034	cpg_shores
10:128934211-128936211	10	128934211	128936211	0.3849887093997324	2.0532227819951303e-32	0.08626358510627007	0.0030772902540338425	cpg_shores
10:18529466-18531466	10	18529466	18531466	0.12226004947185254	6.655174758957668e-05	-0.06978336963246665	0.03943808568267241	cpg_shores
10:19935110-19937110	10	19935110	19937110	0.06123397492133675	0.017023126513969714	0.07347422535705514	0.018187937922036216	cpg_shores
10:20313153-20315153	10	20313153	20315153	0.05168184293992609	0.032868495402153745	-0.07323558355634993	0.008448408856481173	cpg_shores
10:33622362-33624362	10	33622362	33624362	-0.09854075283103081	0.005892478515612829	0.1015187830423526	0.0003056949859883617	cpg_shores
10:41810555-41812555	10	41810555	41812555	0.032662271716848754	0.00020363744161450067	0.03667634987109687	0.0002941770988789896	cpg_shores
10:41887698-41889698	10	41887698	41889698	0.06113144904197663	4.927186171592835e-06	0.09036009043605758	3.7945191157415605e-08	cpg_shores
10:43476383-43478383	10	43476383	43478383	-0.07227853765049524	0.0006250845822084734	-0.0364910927798448	0.019416812563026475	cpg_shores
10:4430145-4432145	10	4430145	4432145	0.08218234752090442	0.0018140198860609913	-0.06049712457679829	0.029155779518658904	cpg_shores
10:53748792-53750792	10	53748792	53750792	0.07729565757743793	4.1538529315242744e-08	0.08143717588986493	6.041855156175006e-05	cpg_shores
10:59223431-59224787	10	59223431	59224787	0.12055441476108864	0.0023626865752232246	-0.10134184304121993	0.023737093493799453	cpg_shores
10:59614123-59616123	10	59614123	59616123	0.16034714183341553	1.2820659450593465e-16	0.18642117105805991	1.1472687020611467e-18	cpg_shores
10:63098268-63100268	10	63098268	63100268	0.1232825458026876	1.640333880205101e-09	-0.053678835879721	0.023356940535484087	cpg_shores
10:68274999-68276999	10	68274999	68276999	0.15751524172384146	1.0678268564953229e-21	0.08010906298311549	1.9302200632958387e-05	cpg_shores
10:69822424-69824424	10	69822424	69824424	0.06378179128784545	0.005524744933069403	-0.06338300610807196	0.004331604047808042	cpg_shores
10:71379426-71381426	10	71379426	71381426	0.06411395169868084	0.004724485367064501	-0.05598036045423441	0.01092031523575898	cpg_shores
10:77513559-77515559	10	77513559	77515559	0.12054268386296152	3.5759373768333844e-05	-0.06883238525462837	0.019199187778496454	cpg_shores
10:79775133-79777133	10	79775133	79777133	0.10730094724489092	0.004677140387562368	-0.07261875708172119	0.04809652772350099	cpg_shores
10:79919030-79921030	10	79919030	79921030	-0.18841240642086537	2.2714719281331062e-11	-0.13555797807925218	7.179498055074297e-07	cpg_shores
10:79978597-79979771	10	79978597	79979771	0.08024589599278353	0.008348705166504078	-0.09855554239842212	0.0005775680113715702	cpg_shores
10:79978597-79980597	10	79978597	79980597	0.08007887384795731	0.006831079785559192	-0.09829981825649006	0.00043010362626247145	cpg_shores
10:80013938-80015938	10	80013938	80015938	-0.07191737580301472	0.0016082429533180527	-0.033111403904762304	0.025732019587430762	cpg_shores
10:80169798-80171798	10	80169798	80171798	0.03977037767716274	0.007795597311300794	-0.04986339303131784	0.00046558616527185256	cpg_shores
10:80841648-80843648	10	80841648	80843648	0.08337257980115123	0.006418795556801426	0.08224751439037153	0.028060196074393633	cpg_shores
10:80930661-80932193	10	80930661	80932193	-0.06513316661375268	0.008709325339150325	-0.04567631962405981	0.03681254588977764	cpg_shores
10:80930661-80932193	10	80930661	80932193	-0.06513316661375268	0.008709325339150325	-0.04567631962405981	0.03681254588977764	cpg_shores
10:80930661-80932193	10	80930661	80932193	-0.06513316661375268	0.008709325339150325	-0.04567631962405981	0.03681254588977764	cpg_shores
10:80930661-80932193	10	80930661	80932193	-0.06513316661375268	0.008709325339150325	-0.04567631962405981	0.03681254588977764	cpg_shores
10:80932449-80934449	10	80932449	80934449	-0.07595626269327704	0.0001768220667493021	-0.03651016447267036	0.030077093310857787	cpg_shores
10:81029112-81031112	10	81029112	81031112	0.09675116467957157	0.010086313658220462	-0.08580894550867038	0.0066480287875030734	cpg_shores
10:81060305-81062305	10	81060305	81062305	0.06461970618246682	0.005278287938540786	-0.05125426063600251	0.007758141604121012	cpg_shores
10:81133307-81135307	10	81133307	81135307	-0.07114883228931079	0.0032122893358374734	-0.06002439152242714	0.004651444527500533	cpg_shores
10:81134019-81135307	10	81134019	81135307	-0.057525203290569205	0.02577078956719072	-0.07418849242329148	0.0012662738492831992	cpg_shores
10:81151378-81153378	10	81151378	81153378	0.07586930931352037	0.009852592329752696	-0.06222756587027606	0.04027282860657645	cpg_shores
10:81188014-81190014	10	81188014	81190014	0.07802468646638627	0.002875514719932169	-0.0591167013760224	0.010172365133548	cpg_shores
