Coordinate	Sample 1	Sample 2	Sample 3	Consensus_Score	chr	condition	n_replicates
4775000	4.1281693100858865	4.137597105137545	4.127806128326204	4.1281693100858865	chr1	mutant	3
6875000	3.8950833009770873	4.300244714936808	4.1203122020431255	4.1203122020431255	chr1	mutant	3
7225000	2.5929457754859193	3.071601917479621	2.815458220599904	2.815458220599904	chr1	mutant	3
9525000	3.0916893711249647	3.055547546286648	3.5275150605032115	3.0916893711249647	chr1	mutant	3
10225000	3.5385015277423397	3.7954052189117626	3.0904232836113303	3.5385015277423397	chr1	mutant	3
12850000	3.800721256660737	4.007648437354744	4.367043315113019	4.007648437354744	chr1	mutant	3
13375000	5.337086271834384	5.1097504761913175	5.283321735319469	5.283321735319469	chr1	mutant	3
14725000	2.962533401303759	3.7090698187141675	3.501966588614423	3.501966588614423	chr1	mutant	3
15275000	4.048578074556832	4.009539979703848	3.7275751148296594	4.009539979703848	chr1	mutant	3
15625000	3.2382727128755184	3.2018126279852126	3.1578096409675744	3.2018126279852126	chr1	mutant	3
17125000	3.0577293264101066	2.7127457606060297	2.8828875052226888	2.8828875052226888	chr1	mutant	3
17150000	3.471711375456159	3.3652193010257903	3.3163038857204103	3.3652193010257903	chr1	mutant	3
20525000	3.3333619453939747	3.353795841362502	2.8282445337955435	3.3333619453939747	chr1	mutant	3
20800000	3.0401508100453274	3.296795841804409	3.1245451636943358	3.1245451636943358	chr1	mutant	3
22275000	4.794293938459515	5.374578400630579	4.9029723920208035	4.9029723920208035	chr1	mutant	3
22600000	4.2263663515577825	4.107530472496627	4.376058276914184	4.2263663515577825	chr1	mutant	3
23150000	3.38545502830218	3.6277917239296995	3.4298025612793652	3.4298025612793652	chr1	mutant	3
23300000	3.002393157317711	2.9493436570069456	3.071353397055679	3.002393157317711	chr1	mutant	3
24275000	3.0655018843236084	3.7517275085716206	3.600855738170456	3.600855738170456	chr1	mutant	3
24900000	3.3111368088862543	2.40247678786324	3.2257721136160313	3.2257721136160313	chr1	mutant	3
25675000	2.467296063687694	3.420160187305524	3.119126798257201	3.119126798257201	chr1	mutant	3
25825000	2.3018249980648187	3.3958744711495545	3.4505991240326614	3.3958744711495545	chr1	mutant	3
30950000	4.173128364347601	4.450347385456869	3.820770951197582	4.173128364347601	chr1	mutant	3
33650000	3.30787108187549	3.1666757552766893	3.077256992593205	3.1666757552766893	chr1	mutant	3
33975000	3.122374112566312	3.2819175067101347	3.1271109224460467	3.1271109224460467	chr1	mutant	3
34000000	3.0771985690989028	3.262087260517584	3.0711314594424084	3.0771985690989028	chr1	mutant	3
34200000	2.7114347951944073	3.025122315927734	2.6089527476550636	2.7114347951944073	chr1	mutant	3
34625000	3.226472663748376	3.173428154899091	2.9931651098561094	3.173428154899091	chr1	mutant	3
36525000	3.080260356169032	3.239989893568898	3.0711393217015055	3.080260356169032	chr1	mutant	3
36950000	2.9236341498365603	3.2969367731632397	4.03179088040683	3.2969367731632397	chr1	mutant	3
37250000	4.784439567887072	4.483233008779027	4.42922541762951	4.483233008779027	chr1	mutant	3
37650000	5.207625356656568	5.375048031581081	5.2018872474217615	5.207625356656568	chr1	mutant	3
38800000	3.0694483424351544	2.9750498511742505	2.7920949935453163	2.9750498511742505	chr1	mutant	3
39025000	5.590298159635649	5.428297291646323	5.521763799161086	5.521763799161086	chr1	mutant	3
39550000	3.4364580360072994	3.5223586256646455	3.159297165512111	3.4364580360072994	chr1	mutant	3
40000000	3.102995232987591	2.8522117959033295	2.795151052642672	2.8522117959033295	chr1	mutant	3
40400000	3.1559340500864734	3.4175045890910627	3.0399027235021157	3.1559340500864734	chr1	mutant	3
43275000	3.5260898052459018	3.4466060601241693	3.6498154191182017	3.5260898052459018	chr1	mutant	3
43300000	3.0536648479294235	3.383223701937569	3.0210720673119136	3.0536648479294235	chr1	mutant	3
43750000	3.79214306142579	3.7391643180952006	3.7603113601884814	3.7603113601884814	chr1	mutant	3
44475000	2.686182677341856	3.0405565898063185	2.9008249081852675	2.9008249081852675	chr1	mutant	3
45800000	4.100589745278828	4.3639496198420655	4.3989243317280255	4.3639496198420655	chr1	mutant	3
48550000	3.0799840458951837	3.076991447081894	2.1559636022530317	3.076991447081894	chr1	mutant	3
48925000	3.1555220101450834	3.08756224420939	2.8582686569538263	3.08756224420939	chr1	mutant	3
51625000	3.275339799243936	3.228631452076973	3.3276490438871718	3.275339799243936	chr1	mutant	3
52300000	3.2461021115136184	3.008501257846686	3.4427023575163553	3.2461021115136184	chr1	mutant	3
52625000	3.656231207173173	2.8136450696314936	3.6302256472345396	3.6302256472345396	chr1	mutant	3
52650000	2.976510178281282	4.050887603272244	3.389439597547035	3.389439597547035	chr1	mutant	3
53050000	4.086426732815576	3.6309176257077125	4.102092581474751	4.086426732815576	chr1	mutant	3
54200000	5.223254872432866	4.623422829957205	4.971230157588758	4.971230157588758	chr1	mutant	3
54550000	2.558658200590512	3.1534705937964382	2.5020494129833137	2.558658200590512	chr1	mutant	3
56750000	2.475181285442561	3.0829927705682407	3.026648069651155	3.026648069651155	chr1	mutant	3
57200000	3.8147801623563153	3.880887301626734	3.3079272623525693	3.8147801623563153	chr1	mutant	3
57425000	4.969534234834796	4.80911022967718	4.697679910868796	4.80911022967718	chr1	mutant	3
57950000	3.867535864403897	3.94103805744024	4.022337823903767	3.94103805744024	chr1	mutant	3
58750000	3.1412076081925595	3.809747909007941	2.943196671468128	3.1412076081925595	chr1	mutant	3
59300000	3.596564135766657	4.094941471401108	4.311667465236236	4.094941471401108	chr1	mutant	3
59325000	4.757027982423908	4.16671763450879	4.52467730865513	4.52467730865513	chr1	mutant	3
59475000	2.320617381554221	4.257361789073764	3.819274606201929	3.819274606201929	chr1	mutant	3
59500000	0.9339722244123342	3.202064474903309	2.582509803906426	2.582509803906426	chr1	mutant	3
61375000	3.648950919430895	3.2769451085810406	3.0072521558935477	3.2769451085810406	chr1	mutant	3
62700000	4.96828428259357	4.915819079959975	5.298949619883128	4.96828428259357	chr1	mutant	3
63175000	3.9932243221546417	3.868405675550529	4.0918465200586445	3.9932243221546417	chr1	mutant	3
64450000	5.485384388906459	5.842884441138004	5.832093904022822	5.832093904022822	chr1	mutant	3
65300000	3.13242267396712	3.646555092069654	2.9782412692163436	3.13242267396712	chr1	mutant	3
66100000	3.776170009845947	4.371575581903091	4.447011249635934	4.371575581903091	chr1	mutant	3
68750000	3.044328431415702	3.043223746187159	3.208969752495784	3.044328431415702	chr1	mutant	3
69150000	3.14808004290849	2.8932727169083576	2.507329313713368	2.8932727169083576	chr1	mutant	3
71525000	3.1171645386587445	2.946527206659644	2.945121326717198	2.946527206659644	chr1	mutant	3
72600000	3.121325718309651	3.4559416284135254	3.1317000172607146	3.1317000172607146	chr1	mutant	3
72875000	6.2333078177761	5.971349818468334	6.1163345489027305	6.1163345489027305	chr1	mutant	3
73275000	2.7009417628453054	3.0227215465221926	2.5359506581867968	2.7009417628453054	chr1	mutant	3
73625000	3.15090254894661	3.4890956012591605	3.644694697551332	3.4890956012591605	chr1	mutant	3
74125000	3.297596180497508	3.7464913396694417	3.197789423534194	3.297596180497508	chr1	mutant	3
75325000	3.643330395776127	3.907623108753394	4.120093040968453	3.907623108753394	chr1	mutant	3
75625000	2.74904690744204	2.589466065078225	3.0823469942775557	2.74904690744204	chr1	mutant	3
75925000	2.8016435322651905	3.016296150338481	3.247250720868365	3.016296150338481	chr1	mutant	3
77525000	4.15218090341047	4.225457889889589	4.530246064104763	4.225457889889589	chr1	mutant	3
77925000	3.181570547710172	2.450021683713283	3.0717656093978287	3.0717656093978287	chr1	mutant	3
80525000	3.1487566696631393	3.8574300356190805	4.349996573396375	3.8574300356190805	chr1	mutant	3
80825000	3.4848343606826053	3.2580674743994384	3.122814099889199	3.2580674743994384	chr1	mutant	3
81300000	5.006318267545564	4.893028370986603	4.64752601802381	4.893028370986603	chr1	mutant	3
82300000	4.471022299846852	4.439202231134798	4.854450238332089	4.471022299846852	chr1	mutant	3
83400000	3.3874823867470774	3.2003956803108164	3.2187698659956867	3.2187698659956867	chr1	mutant	3
83725000	4.341713521488088	3.980761338069531	3.7637777748329855	3.980761338069531	chr1	mutant	3
84700000	5.8612283403139065	5.974339279995842	5.769462722304932	5.8612283403139065	chr1	mutant	3
85425000	6.8587572716719505	6.052288272335766	5.358489687765286	6.052288272335766	chr1	mutant	3
85575000	5.22212751660923	4.771933235007046	4.85754170354903	4.85754170354903	chr1	mutant	3
87200000	3.190282459941896	3.169317268999884	3.3616434299445506	3.190282459941896	chr1	mutant	3
87750000	4.0772317567591285	3.6191937724527388	4.0858298837425995	4.0772317567591285	chr1	mutant	3
88300000	2.494352134984746	3.043532604509244	2.332803399252754	2.494352134984746	chr1	mutant	3
88750000	4.27031970231994	4.5572890914328195	4.6287591260397285	4.5572890914328195	chr1	mutant	3
89200000	3.93493421160327	3.999007401739158	4.191377017893346	3.999007401739158	chr1	mutant	3
89225000	3.2956841625728996	3.2617464069153996	2.99629473562782	3.2617464069153996	chr1	mutant	3
89650000	3.128618730978192	3.0895763291923966	3.030403141459082	3.0895763291923966	chr1	mutant	3
90200000	2.9030593634352906	3.231996181120143	2.808685103798985	2.9030593634352906	chr1	mutant	3
90600000	4.344917831623798	4.243300064485493	4.332108870360073	4.332108870360073	chr1	mutant	3
90975000	4.694713677777878	4.96789316169197	4.464593374008159	4.694713677777878	chr1	mutant	3
92175000	3.5346634799037764	3.656115810024308	3.295406370772572	3.5346634799037764	chr1	mutant	3
92200000	3.2986615972356677	3.3364043752058916	3.8174155786584767	3.3364043752058916	chr1	mutant	3
92475000	2.5826269803439037	2.643495527473839	3.0366032744631717	2.643495527473839	chr1	mutant	3
93350000	2.903218253663989	2.801290159428559	3.1402736765968435	2.903218253663989	chr1	mutant	3
