stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_0008	chr1	14960001	15030000	chr1	14960001	16660000	3prime	shared	0.0665	0.068	2.19747471018432	2.20271918916028	31.7436523606008	32.883913913708	1700000	70000	14995000.5	-0.0205873866799566	9.62972824353688	0.652477252521969	0.436980191958925	0.672469926855708	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0009	chr1	16090001	16130000	chr1	16090001	16670000	3prime	shared	0.092	0.095	1.21349475697717	0.73261731600367	63.5048209688296	52.9649997670182	580000	40000	16110000.5	0.0575133881457776	8.23189021681334	5.20624066130938	0.0442505096331035	0.212553847071926	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0011	chr1	17100001	17150000	chr1	16410001	17150000	5prime	shared	0.0345	0.0285	1.58342757013555	1.8469129610888	64.9819301845652	56.0754093903313	740000	50000	17125000.5	-0.0183121613436518	8.9748331708041	0.597686960521823	0.456355933567565	0.689190223588193	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0012	chr1	22250001	22290000	chr1	20830001	22290000	5prime	shared	0.062	0.072	1.83280155856084	2.15118280013196	37.3619822930842	33.9659563851759	1460000	40000	22270000.5	-0.0203388129988958	8.83401754944113	0.793315149612022	0.392867202564427	0.640593097435128	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0015	chr1	24230001	24270000	chr1	23700001	24270000	5prime	shared	0.029	0.032	2.11032864889104	1.84233441114493	75.527438125626	69.4546063316663	570000	40000	24250000.5	-0.053400948270003	8.50933091009204	2.80142659795019	0.1233954797475	0.355260569618656	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0016	chr1	24340001	24390000	chr1	24340001	25830000	3prime	shared	0.065	0.082	1.89207726180878	1.2365216745825	35.1981081817369	29.8920921327656	1490000	50000	24365000.5	-0.0166149653927781	9.10022785685026	0.625720191493669	0.446267852741243	0.680078909408593	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0018	chr1	31130001	31180000	chr1	30710001	31180000	5prime	shared	0.06	0.068	0.789550610467099	0.847542979884751	80.0246041665917	69.6784857767815	470000	50000	31155000.5	0.0200545664559919	8.60160172707279	0.725392599239466	0.413208909915294	0.654910971089972	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0019	chr1	34380001	34430000	chr1	33990001	34430000	5prime	shared	0.0505	0.0345	1.8874600175495	2.94489697326698	110.120811488365	103.539382984065	440000	50000	34405000.5	-0.0460321494060868	9.00037589011426	2.51089643350791	0.142417397503113	0.378651458915569	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0021	chr1	36030001	36070000	chr1	34910001	36070000	5prime	shared	0.0515	0.0555	1.09134908259842	2.29532902881601	50.4834384044466	64.506464886138	1160000	40000	36050000.5	-0.0199532669868957	8.93982634499062	0.974156236101589	0.345639555506882	0.605836497012528	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0025	chr1	40350001	40400000	chr1	39550001	40400000	5prime	shared	0.048	0.0455	1.4358603069829	1.52057386870245	53.5270183215918	47.4377872210805	850000	50000	40375000.5	0.0362750191856394	8.86918300373554	4.02571658955475	0.0710014740371562	0.270524470304601	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0026	chr1	43090001	43150000	chr1	43090001	44140000	3prime	shared	0.099	0.09	0.7407789246118	0.529587945522949	41.5015796010818	40.304236455602	1050000	60000	43120000.5	0.0300861673338654	9.07374817150009	1.60413203875146	0.232442114803807	0.493443038558027	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_0028	chr1	51580001	51620000	chr1	51040001	51620000	5prime	shared	0.0445	0.047	1.70034095671029	1.92175489489023	67.3022028638508	54.934221130019	580000	40000	51600000.5	0.0393792328059767	8.32309897232032	2.3309458601143	0.15609520521211	0.396955120969634	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
