stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category
stripe_1697	chr8	27650001	27700000	chr8	27650001	30950000	3prime	shared	0.053	0.04	6.17572853696206	7.07026953238663	17.3230611810589	18.1725991056913	3300000	50000	27675000.5	-0.0755631094755927	9.32295963585954	6.93037379467915	0.0235655414401384	0.157578834042776	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1698	chr8	33140001	33200000	chr8	31980001	33200000	5prime	shared	0.032	0.03	3.4085488191264	2.53108029738368	40.0969087846434	44.0076931125806	1220000	60000	33170000.5	7.3946779882582e-4	9.39782466704656	0.00133766432017014	0.97148976255186	0.989392554924089	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1699	chr8	34050001	34090000	chr8	33200001	34090000	5prime	shared	0.047	0.053	-1.39056235580176	-1.40231123722346	47.6934858164628	36.8010561601934	890000	40000	34070000.5	0.0304978635015669	8.55777222238958	2.3523988992584	0.153757460111612	0.400152725138116	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1700	chr8	34170001	34240000	chr8	34170001	34830000	3prime	shared	0.024	0.0265	3.87094867552618	4.47642214702604	73.3523407146369	79.0192233368869	660000	70000	34205000.5	-0.0049383930228173	9.60320284159871	0.0690412707643775	0.797667145848033	0.903917216259453	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1701	chr8	34780001	34830000	chr8	34220001	34830000	5prime	shared	0.029	0.0205	2.79393986993046	3.618902958287	79.0956682760203	89.3256114044971	610000	50000	34805000.5	-0.0672388511651978	9.08225925637971	14.5044412853681	0.0029792775328657	0.0661267919090884	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal
stripe_1702	chr8	35440001	35480000	chr8	34820001	35480000	5prime	shared	0.062	0.027	4.74749798033376	3.87526917341928	70.1832865100666	83.3598048879992	660000	40000	35460000.5	0.00902529691904517	8.74044846843257	0.228520531180472	0.64212262534313	0.810852428104665	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1703	chr8	35700001	35740000	chr8	35700001	36580000	3prime	control_only	0.082	NA	1.07532356869104	NA	45.8309630058069	NA	880000	40000	35720000.5	-0.0535014528667777	8.50711862720359	6.40024919979389	0.0282674975232747	0.172339912950986	FALSE	FALSE	unchanged	lost	low	TRUE	minimal
stripe_1704	chr8	36180001	36250000	chr8	36180001	36860000	3prime	shared	0.0765	0.062	0.742713427516917	0.719312395274216	60.0551641330438	67.542333208808	680000	70000	36215000.5	-0.0415626133181141	9.33955664880246	4.14518142830367	0.0669525501670754	0.266684294548911	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1705	chr8	36320001	36360000	chr8	35830001	36360000	5prime	shared	0.072	0.08	1.23519798259153	1.18176744518958	73.7845519476678	79.9031658718498	530000	40000	36340000.5	-0.0470268431865064	8.46682905990482	3.19851319829566	0.101667975836546	0.330051346812325	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1706	chr8	36340001	36390000	chr8	36340001	36840000	3prime	mutant_only	NA	0.099	NA	0.479719925376973	NA	79.5094255157531	500000	50000	36365000.5	-0.0636364991416658	8.72507932237822	10.8428567960959	0.00730883374290651	0.0956086751845669	FALSE	TRUE	unchanged	gained	low	FALSE	minimal
stripe_1707	chr8	37030001	37070000	chr8	36190001	37070000	5prime	shared	0.037	0.026	1.75254480537528	2.53705505044328	49.6142516260652	60.4074774044014	880000	40000	37050000.5	-0.0301795234549163	8.63445551813843	1.99061775564068	0.186338889425736	0.434624090772923	FALSE	FALSE	unchanged	unchanged	low	NA	minimal
stripe_1708	chr8	37100001	37160000	chr8	37100001	40150000	3prime	mutant_only	NA	0.088	NA	5.19103108073899	NA	20.7488000680158	3050000	60000	37130000.5	-0.0364358966408068	9.64176320576111	1.94586334701609	0.190970785123116	0.440306625144746	FALSE	FALSE	unchanged	gained	low	FALSE	minimal
stripe_1712	chr8	49800001	49860000	chr8	48200001	49860000	5prime	shared	0.0475	0.066	2.12468851723695	0.723422625791403	29.5556347584287	26.6496078677728	1660000	60000	49830000.5	-0.195734806420075	9.30430415905741	117.16468631811	3.81255027322833e-7	7.163781963396e-4	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal
