TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction
chr1:3060000	chr1	3060000	3060000	-4.13299278024624	3.58069978247747e-05	0.00184250529564275	0	Decreased_in_Mutant
chr1:3350000	chr1	3350000	3350000	-2.03383183300534	0.0419685537826492	0.231473255334048	0	Decreased_in_Mutant
chr1:3360000	chr1	3360000	3360000	0.930298095049659	0.352216763865952	0.660252828588963	0	Increased_in_Mutant
chr1:3510000	chr1	3510000	3510000	2.53983923603543	0.0110903433658878	0.107434504455124	0	Increased_in_Mutant
chr1:3670000	chr1	3670000	3670000	-0.291058446197275	0.771006619830187	0.904521927577654	0	Decreased_in_Mutant
chr1:3680000	chr1	3680000	3680000	1.95706537844029	0.0503397822619613	0.254385461369281	0	Increased_in_Mutant
chr1:3830000	chr1	3830000	3830000	0.79465961791402	0.426811528521254	0.717534439994744	0	Increased_in_Mutant
chr1:4120000	chr1	4120000	4120000	1.64472002376151	0.100027561529342	0.369293189768923	0	Increased_in_Mutant
chr1:4280000	chr1	4280000	4280000	-1.37905361223337	0.167878224699501	0.474633025447018	0	Decreased_in_Mutant
chr1:4420000	chr1	4420000	4420000	0.394560205537394	0.693167486936472	0.869075955574103	0	Increased_in_Mutant
chr1:4560000	chr1	4560000	4560000	1.00507904850249	0.314858787798415	0.630263163515387	0	Increased_in_Mutant
chr1:4580000	chr1	4580000	4580000	-1.85785184570502	0.0631900562680731	0.290074122793078	0	Decreased_in_Mutant
chr1:4750000	chr1	4750000	4750000	0.953357859114	0.34040878523034	0.650736767661904	0	Increased_in_Mutant
chr1:4860000	chr1	4860000	4860000	-0.897891835163256	0.36924321799012	0.673524737923332	0	Decreased_in_Mutant
chr1:5010000	chr1	5010000	5010000	0.770119431725874	0.441229050295988	0.727770317746459	0	Increased_in_Mutant
chr1:5020000	chr1	5020000	5020000	-2.06912534599152	0.0385343258484998	0.220965616756425	0	Decreased_in_Mutant
chr1:5170000	chr1	5170000	5170000	-1.59393549495658	0.110950483331309	0.388688395282268	0	Decreased_in_Mutant
chr1:5180000	chr1	5180000	5180000	-0.512960594979467	0.607978885158764	0.829080056646056	0	Decreased_in_Mutant
chr1:5190000	chr1	5190000	5190000	1.57045413364384	0.116309496989263	0.398723463304672	0	Increased_in_Mutant
chr1:5320000	chr1	5320000	5320000	3.32608946951914	0.000880736532769322	0.0211084407189859	0	Increased_in_Mutant
chr1:5330000	chr1	5330000	5330000	-1.50240157374818	0.132993430174535	0.42493157388362	0	Decreased_in_Mutant
chr1:5350000	chr1	5350000	5350000	-1.565596890569	0.117443018407443	0.400443255207433	0	Decreased_in_Mutant
chr1:5470000	chr1	5470000	5470000	-0.0697286364159023	0.944409648684917	0.980703222305656	0	Decreased_in_Mutant
chr1:5610000	chr1	5610000	5610000	-0.650175905949715	0.515578602588656	0.777362089601405	0	Decreased_in_Mutant
chr1:5630000	chr1	5630000	5630000	2.04137775777896	0.0412132935223285	0.229278096205124	0	Increased_in_Mutant
chr1:5770000	chr1	5770000	5770000	-2.24200278224577	0.0249611924891644	0.1751300914879	0	Decreased_in_Mutant
chr1:5910000	chr1	5910000	5910000	0.152012139991557	0.879177360600969	0.952565829081072	0	Increased_in_Mutant
chr1:6070000	chr1	6070000	6070000	0.450697904018286	0.652207293197649	0.849174263287601	0	Increased_in_Mutant
chr1:6080000	chr1	6080000	6080000	1.00763309375633	0.31363063548454	0.629769007668592	0	Increased_in_Mutant
chr1:6200000	chr1	6200000	6200000	-0.601582807274822	0.547451876022881	0.795742569589975	0	Decreased_in_Mutant
chr1:6210000	chr1	6210000	6210000	-0.258196405846613	0.796255331630859	0.916215109417769	0	Decreased_in_Mutant
chr1:6370000	chr1	6370000	6370000	1.19358076012564	0.232642003765762	0.550431219150453	0	Increased_in_Mutant
chr1:6380000	chr1	6380000	6380000	0.75795028691014	0.44848074417804	0.732708944886112	0	Increased_in_Mutant
chr1:6530000	chr1	6530000	6530000	-1.79375308680337	0.0728525878733076	0.314293153066209	0	Decreased_in_Mutant
chr1:6860000	chr1	6860000	6860000	-0.792919740713017	0.427824585133874	0.718608448922794	0	Decreased_in_Mutant
chr1:6970000	chr1	6970000	6970000	-0.694057752029883	0.487645991902959	0.760467545868198	0	Decreased_in_Mutant
chr1:7080000	chr1	7080000	7080000	0.138416818111023	0.889911006024057	0.957575198438096	0	Increased_in_Mutant
chr1:7090000	chr1	7090000	7090000	-0.719019364577329	0.472128988365311	0.749695405305303	0	Decreased_in_Mutant
chr1:7410000	chr1	7410000	7410000	0.850767639783609	0.394898440978457	0.693240147433042	0	Increased_in_Mutant
chr1:7420000	chr1	7420000	7420000	0.7347476179625	0.462493214134274	0.743318830872531	0	Increased_in_Mutant
chr1:7430000	chr1	7430000	7430000	-2.79881427672565	0.00512906292151014	0.0661755072975269	0	Decreased_in_Mutant
chr1:7560000	chr1	7560000	7560000	0.874913055264942	0.381621215004015	0.683211578049921	0	Increased_in_Mutant
chr1:7710000	chr1	7710000	7710000	-1.31766113895175	0.18761710901561	0.501002689405089	0	Decreased_in_Mutant
chr1:7720000	chr1	7720000	7720000	-1.83101455416868	0.0670983707656538	0.300143418813101	0	Decreased_in_Mutant
chr1:7880000	chr1	7880000	7880000	1.8500154013523	0.0643113298298154	0.29318251073166	0	Increased_in_Mutant
chr1:8000000	chr1	8000000	8000000	-1.21139616129153	0.225743609887988	0.542724283335283	0	Decreased_in_Mutant
chr1:8160000	chr1	8160000	8160000	-4.30937850095809	1.63713969790059e-05	0.000960012070565867	0	Decreased_in_Mutant
chr1:8170000	chr1	8170000	8170000	3.48284210548559	0.000496120881282117	0.0140298370148617	0	Increased_in_Mutant
chr1:8770000	chr1	8770000	8770000	-1.23442851177796	0.217043270120789	0.534080805902016	0	Decreased_in_Mutant
chr1:9050000	chr1	9050000	9050000	1.41810593319905	0.156159839298012	0.458789029392327	0	Increased_in_Mutant
chr1:9240000	chr1	9240000	9240000	1.05576585629489	0.291075201005416	0.609421313964315	0	Increased_in_Mutant
chr1:9390000	chr1	9390000	9390000	-2.34628303045996	0.0189617025018095	0.149162810555603	0	Decreased_in_Mutant
chr1:9530000	chr1	9530000	9530000	0.869242881060939	0.384714297534522	0.685413258038062	0	Increased_in_Mutant
chr1:9540000	chr1	9540000	9540000	-0.578710432237495	0.562784575629106	0.803964136573933	0	Decreased_in_Mutant
chr1:9700000	chr1	9700000	9700000	0.228145518633875	0.819533114300287	0.925285759564794	0	Increased_in_Mutant
chr1:9800000	chr1	9800000	9800000	-1.16230482129703	0.245111668910363	0.564162183553002	0	Decreased_in_Mutant
chr1:9940000	chr1	9940000	9940000	0.50752438663143	0.61178692987619	0.830867930158682	0	Increased_in_Mutant
chr1:10110000	chr1	10110000	10110000	0.674113224182273	0.500239332676263	0.767993191717216	0	Increased_in_Mutant
chr1:10120000	chr1	10120000	10120000	2.16772394852396	0.0301796962172264	0.194021506212502	0	Increased_in_Mutant
chr1:10130000	chr1	10130000	10130000	-3.81503992803242	0.000136160915684972	0.0054426674671031	0	Decreased_in_Mutant
chr1:10230000	chr1	10230000	10230000	1.80835956627727	0.0705505566411998	0.309180588133209	0	Increased_in_Mutant
chr1:10240000	chr1	10240000	10240000	0.480835499561253	0.630633417670239	0.838748772575771	0	Increased_in_Mutant
chr1:10250000	chr1	10250000	10250000	-2.33424546086336	0.0195828727179534	0.151670880341808	0	Decreased_in_Mutant
chr1:10420000	chr1	10420000	10420000	0.757048431402407	0.44902084741973	0.733157431716286	0	Increased_in_Mutant
chr1:10430000	chr1	10430000	10430000	1.83531591155706	0.0664588948205415	0.298380549151534	0	Increased_in_Mutant
chr1:10570000	chr1	10570000	10570000	0.792771252696929	0.42791110818898	0.718649287170036	0	Increased_in_Mutant
chr1:10580000	chr1	10580000	10580000	1.61285197889025	0.106776670200246	0.380250028155904	0	Increased_in_Mutant
chr1:10590000	chr1	10590000	10590000	0.0119694064899695	0.990450023392483	0.996847794246306	0	Increased_in_Mutant
chr1:10730000	chr1	10730000	10730000	-2.76950655509464	0.00561412745653436	0.0696610100729161	0	Decreased_in_Mutant
chr1:10890000	chr1	10890000	10890000	-3.31868793494016	0.000904414402601133	0.0214422828929153	0	Decreased_in_Mutant
chr1:10990000	chr1	10990000	10990000	0.613513331255814	0.539536970680816	0.79160869820344	0	Increased_in_Mutant
chr1:11140000	chr1	11140000	11140000	-0.294325598251038	0.768509113903424	0.903000650978332	0	Decreased_in_Mutant
chr1:11150000	chr1	11150000	11150000	1.36536427642494	0.172138586003024	0.479629750484064	0	Increased_in_Mutant
chr1:11160000	chr1	11160000	11160000	-2.73393446527437	0.00625824989629106	0.0743396429840148	0	Decreased_in_Mutant
chr1:11310000	chr1	11310000	11310000	-0.360090382671604	0.718779544584803	0.881188681829331	0	Decreased_in_Mutant
chr1:11470000	chr1	11470000	11470000	0.206145787190508	0.836677033773596	0.933409072064002	0	Increased_in_Mutant
chr1:11480000	chr1	11480000	11480000	0.97488178290639	0.329618903445661	0.642930784736897	0	Increased_in_Mutant
chr1:11620000	chr1	11620000	11620000	-1.35761261201202	0.174586638908197	0.48301397501317	0	Decreased_in_Mutant
chr1:11780000	chr1	11780000	11780000	0.603481428345801	0.54618846661522	0.795029451312849	0	Increased_in_Mutant
chr1:11930000	chr1	11930000	11930000	1.40191585178159	0.160940376268809	0.466174472848011	0	Increased_in_Mutant
chr1:12070000	chr1	12070000	12070000	-3.34458696216739	0.000824051911557993	0.0201469792218369	0	Decreased_in_Mutant
chr1:12080000	chr1	12080000	12080000	4.49325290819595	7.01433984717085e-06	0.000475247237035294	0	Increased_in_Mutant
chr1:12380000	chr1	12380000	12380000	-1.69346126862536	0.090367701202082	0.350460073425977	0	Decreased_in_Mutant
chr1:12390000	chr1	12390000	12390000	0.306913528798095	0.758909191240362	0.898526081501349	0	Increased_in_Mutant
chr1:12520000	chr1	12520000	12520000	-0.593757474223466	0.552674335769335	0.79827826845428	0	Decreased_in_Mutant
chr1:12660000	chr1	12660000	12660000	-1.41815718069194	0.156144880093623	0.458789029392327	0	Decreased_in_Mutant
chr1:12670000	chr1	12670000	12670000	0.531625020446159	0.594985732060174	0.822162102483149	0	Increased_in_Mutant
chr1:12830000	chr1	12830000	12830000	-0.0142316137973041	0.988645198375158	0.996277692818931	0	Decreased_in_Mutant
chr1:12840000	chr1	12840000	12840000	1.18688935228661	0.235271267798293	0.553453784645817	0	Increased_in_Mutant
chr1:12990000	chr1	12990000	12990000	-0.780978258884262	0.434815281871982	0.722679826801688	0	Decreased_in_Mutant
chr1:13130000	chr1	13130000	13130000	-2.06656288292634	0.0387753613212618	0.221846772036057	0	Decreased_in_Mutant
chr1:13140000	chr1	13140000	13140000	0.753900040372428	0.450909246358524	0.734631353773875	0	Increased_in_Mutant
chr1:13150000	chr1	13150000	13150000	1.38176512949962	0.167043829172263	0.473961039266213	0	Increased_in_Mutant
chr1:13270000	chr1	13270000	13270000	0.584489729141747	0.558890873411495	0.801776761210753	0	Increased_in_Mutant
chr1:13280000	chr1	13280000	13280000	0.735854134758397	0.461819472117499	0.742994722233449	0	Increased_in_Mutant
chr1:13380000	chr1	13380000	13380000	0.52443584691099	0.599975429344856	0.824712847012145	0	Increased_in_Mutant
chr1:13400000	chr1	13400000	13400000	-0.660781292223101	0.508752581850512	0.773906878453663	0	Decreased_in_Mutant
chr1:13550000	chr1	13550000	13550000	2.81125346274132	0.00493488937017537	0.0646714032946861	0	Increased_in_Mutant
chr1:13560000	chr1	13560000	13560000	-3.21810906486578	0.00129038741172879	0.0266426369620928	0	Decreased_in_Mutant
chr1:13570000	chr1	13570000	13570000	1.59456612808393	0.110809292113446	0.388529078702049	0	Increased_in_Mutant
chr1:13710000	chr1	13710000	13710000	0.528655507656016	0.597044446910491	0.823321557432326	0	Increased_in_Mutant
chr1:13730000	chr1	13730000	13730000	1.51886043993637	0.128797628567435	0.417981486066334	0	Increased_in_Mutant
chr1:14000000	chr1	14000000	14000000	-2.77552896400158	0.00551119901565128	0.0689019166978394	0	Decreased_in_Mutant
chr1:14010000	chr1	14010000	14010000	-0.104219622585686	0.91699506219753	0.97005082996301	0	Decreased_in_Mutant
chr1:14160000	chr1	14160000	14160000	-1.74793744624052	0.0804748597755399	0.330477555905065	0	Decreased_in_Mutant
chr1:14170000	chr1	14170000	14170000	1.76230687321265	0.0780174632396829	0.325690909490073	0	Increased_in_Mutant
chr1:14180000	chr1	14180000	14180000	-0.365997585770337	0.714366877056715	0.878893036238263	0	Decreased_in_Mutant
chr1:14190000	chr1	14190000	14190000	1.33997964966501	0.180251961118771	0.490812175567247	0	Increased_in_Mutant
chr1:14310000	chr1	14310000	14310000	-1.22850099601317	0.219258955721795	0.535828901004015	0	Decreased_in_Mutant
chr1:14320000	chr1	14320000	14320000	-1.42284863143341	0.154780040116516	0.456709839955553	0	Decreased_in_Mutant
chr1:14330000	chr1	14330000	14330000	2.34401442753823	0.0190774334169919	0.149626661177524	0	Increased_in_Mutant
chr1:14480000	chr1	14480000	14480000	-2.23755871951469	0.0252498460775943	0.176458694427326	0	Decreased_in_Mutant
chr1:14640000	chr1	14640000	14640000	-0.238913030958558	0.811173020881905	0.922326422069128	0	Decreased_in_Mutant
chr1:14730000	chr1	14730000	14730000	1.60955411142435	0.107495232967426	0.38138014804752	0	Increased_in_Mutant
chr1:14740000	chr1	14740000	14740000	-0.216400738372855	0.828675390766571	0.930487763815652	0	Decreased_in_Mutant
chr1:14910000	chr1	14910000	14910000	-0.970507079062779	0.331793798040007	0.644678121054721	0	Decreased_in_Mutant
chr1:15090000	chr1	15090000	15090000	0.469489356965034	0.638719890581152	0.842050512752065	0	Increased_in_Mutant
chr1:15260000	chr1	15260000	15260000	1.79778893937999	0.0722104607822598	0.313070085553261	0	Increased_in_Mutant
chr1:15370000	chr1	15370000	15370000	-0.628336090541676	0.529783793827362	0.785791933375471	0	Decreased_in_Mutant
chr1:15380000	chr1	15380000	15380000	-0.0476239350882452	0.962015956227505	0.986612955108322	0	Decreased_in_Mutant
chr1:15540000	chr1	15540000	15540000	0.540067629821474	0.589150393323312	0.818412802992964	0	Increased_in_Mutant
chr1:15690000	chr1	15690000	15690000	-0.642987652279916	0.520232112036797	0.780415429827157	0	Decreased_in_Mutant
chr1:15800000	chr1	15800000	15800000	1.4479869498692	0.147620700362414	0.445833811918068	0	Increased_in_Mutant
chr1:15810000	chr1	15810000	15810000	1.13040898139785	0.258303931357541	0.578785183792515	0	Increased_in_Mutant
chr1:15990000	chr1	15990000	15990000	0.602790446359595	0.546648103092142	0.795397057799881	0	Increased_in_Mutant
chr1:16000000	chr1	16000000	16000000	0.834509343818119	0.403994024234955	0.700345668183128	0	Increased_in_Mutant
chr1:16090000	chr1	16090000	16090000	0.336628653305549	0.736396853404774	0.88881719212892	0	Increased_in_Mutant
chr1:16100000	chr1	16100000	16100000	-0.658967674138685	0.509916526964101	0.774579807287312	0	Decreased_in_Mutant
chr1:16110000	chr1	16110000	16110000	1.59418667799274	0.110894229442177	0.388550239161672	0	Increased_in_Mutant
chr1:16270000	chr1	16270000	16270000	0.610035875634386	0.541838042752514	0.792969773651875	0	Increased_in_Mutant
chr1:16280000	chr1	16280000	16280000	0.80811977414317	0.419021635280575	0.711896158653018	0	Increased_in_Mutant
chr1:16430000	chr1	16430000	16430000	-0.574601932051012	0.56556054510116	0.804947380891838	0	Decreased_in_Mutant
chr1:16440000	chr1	16440000	16440000	1.77810600488656	0.0753864464052201	0.320612829194031	0	Increased_in_Mutant
chr1:16570000	chr1	16570000	16570000	-1.79705826730111	0.0723263700440037	0.313161254403422	0	Decreased_in_Mutant
chr1:16690000	chr1	16690000	16690000	0.747486323297557	0.454770055417864	0.737385596208458	0	Increased_in_Mutant
chr1:17030000	chr1	17030000	17030000	-1.95154834825491	0.0509918507174082	0.256614184050316	0	Decreased_in_Mutant
chr1:17150000	chr1	17150000	17150000	0.064258061769669	0.948764746265632	0.982090533052023	0	Increased_in_Mutant
chr1:17160000	chr1	17160000	17160000	-0.475794607094245	0.634220712283856	0.84011789959778	0	Decreased_in_Mutant
chr1:17330000	chr1	17330000	17330000	0.834629810282132	0.403926172370501	0.700342154059465	0	Increased_in_Mutant
chr1:17620000	chr1	17620000	17620000	-2.00050488314557	0.0454457731567487	0.241263589846857	0	Decreased_in_Mutant
chr1:17630000	chr1	17630000	17630000	1.0890007265072	0.276153565308277	0.596675579620539	0	Increased_in_Mutant
chr1:17770000	chr1	17770000	17770000	1.0443685373884	0.296314914331278	0.61372118159658	0	Increased_in_Mutant
