TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction	significant
chr5:93870000	chr5	93870000	93870000	30.2044208909235	2.07222960762383e-200	4.78767928545409e-196	0	Increased_in_Mutant	TRUE
chr13:67980000	chr13	67980000	67980000	27.6838791211166	1.09173899602208e-168	1.26117688820471e-164	0	Increased_in_Mutant	TRUE
chr5:11650000	chr5	11650000	11650000	21.9946710127856	3.23872708669126e-107	2.4942516870305e-103	0	Increased_in_Mutant	TRUE
chr18:87830000	chr18	87830000	87830000	-21.7451863453492	7.67204070973198e-105	4.43137071394119e-101	0	Decreased_in_Mutant	TRUE
chr18:87810000	chr18	87810000	87810000	20.8033293826072	4.03784196069163e-96	1.86580601319639e-92	0	Increased_in_Mutant	TRUE
chr5:11740000	chr5	11740000	11740000	-19.7693670420817	5.46573709403307e-87	2.10467316367567e-83	0	Decreased_in_Mutant	TRUE
chr5:11090000	chr5	11090000	11090000	17.0747237835574	2.2890645917718e-65	7.55522118975651e-62	0	Increased_in_Mutant	TRUE
chr5:95000000	chr5	95000000	95000000	-15.957438927383	2.52897982547846e-57	7.30369373598179e-54	0	Decreased_in_Mutant	TRUE
chr5:94740000	chr5	94740000	94740000	-15.9368326806838	3.51735327742443e-57	9.02943668017933e-54	0	Decreased_in_Mutant	TRUE
chr5:95550000	chr5	95550000	95550000	15.9054781317729	5.8058356997067e-57	1.34138028006024e-53	0	Increased_in_Mutant	TRUE
chr1:180330000	chr1	180330000	180330000	-15.2566121598008	1.48774595624348e-52	3.12480750664085e-49	0	Decreased_in_Mutant	TRUE
chr5:11530000	chr5	11530000	11530000	-15.0858054542296	2.00809045339223e-51	3.8662434862645e-48	0	Decreased_in_Mutant	TRUE
chr5:95530000	chr5	95530000	95530000	14.9231884529329	2.32874438475724e-50	4.13871617426394e-47	0	Increased_in_Mutant	TRUE
chr13:66500000	chr13	66500000	66500000	14.3110915922842	1.86561796468294e-46	3.07880267543105e-43	0	Increased_in_Mutant	TRUE
chr17:17160000	chr17	17160000	17160000	-13.5385449838323	9.26050264027122e-42	1.42636435333884e-38	0	Decreased_in_Mutant	TRUE
chr11:40960000	chr11	40960000	40960000	-13.4498249356502	3.08602044280151e-41	4.45621351940538e-38	0	Decreased_in_Mutant	TRUE
chr7:32400000	chr7	32400000	32400000	13.3541896168485	1.11970036069219e-40	1.52173865490779e-37	0	Increased_in_Mutant	TRUE
chr5:94750000	chr5	94750000	94750000	13.2811586923544	2.97750820925365e-40	3.8217972036998e-37	0	Increased_in_Mutant	TRUE
chr1:147500000	chr1	147500000	147500000	-12.7926924858611	1.80123513941694e-37	2.190301929531e-34	0	Decreased_in_Mutant	TRUE
chr5:89670000	chr5	89670000	89670000	12.7441794235674	3.35906533773504e-37	3.88039227815152e-34	0	Increased_in_Mutant	TRUE
chr4:61290000	chr4	61290000	61290000	-12.588118902841	2.45453098472897e-36	2.70045161291325e-33	0	Decreased_in_Mutant	TRUE
chr19:34560000	chr19	34560000	34560000	-12.2601293200647	1.48263092025472e-34	1.55703203552568e-31	0	Decreased_in_Mutant	TRUE
chr1:147490000	chr1	147490000	147490000	-12.2217201453682	2.3799493259666e-34	2.39071083596227e-31	0	Decreased_in_Mutant	TRUE
chr6:123610000	chr6	123610000	123610000	-12.1564730378255	5.29978188377672e-34	5.10192336011572e-31	0	Decreased_in_Mutant	TRUE
chr4:60780000	chr4	60780000	60780000	12.0635144526625	1.64605809178551e-33	1.5212210461045e-30	0	Increased_in_Mutant	TRUE
chr5:11460000	chr5	11460000	11460000	-11.5762957002104	5.43439484999909e-31	4.8290868697838e-28	0	Decreased_in_Mutant	TRUE
chr6:47160000	chr6	47160000	47160000	11.2423561372823	2.52550456961711e-29	2.16108361394199e-26	0	Increased_in_Mutant	TRUE
chr4:60710000	chr4	60710000	60710000	-10.9689759140113	5.38791648928285e-28	4.44580080601396e-25	0	Decreased_in_Mutant	TRUE
chr4:73640000	chr4	73640000	73640000	10.834318606175	2.3672114736722e-27	1.88593289268009e-24	0	Increased_in_Mutant	TRUE
