TargetGene	0
0610006L08Rik	10
0610009B22Rik	2
0610009E02Rik	3
0610010F05Rik	1
0610010K14Rik	3
0610012G03Rik	6
0610030E20Rik	8
0610033M10Rik	9
0610040J01Rik	8
0610043K17Rik	8
1010001B22Rik	4
1100001I12Rik	4
1110002E22Rik	8
1110002J07Rik	9
1110002O04Rik	7
1110004F10Rik	7
1110006O24Rik	7
1110008E08Rik	7
1110008P14Rik	6
1110012L19Rik	4
1110013H19Rik	1
1110015O18Rik	3
1110017D15Rik	8
1110018N20Rik	8
1110019B22Rik	5
1110019D14Rik	5
1110025L11Rik	3
1110028F18Rik	2
1110032A03Rik	6
1110032F04Rik	7
1110038B12Rik	4
1110038F14Rik	2
1110051M20Rik	6
1110057P08Rik	3
1110059E24Rik	4
1110059G10Rik	3
1110065P20Rik	4
1190001M18Rik	3
1190005I06Rik	4
1190007I07Rik	3
1190028D05Rik	4
1200007C13Rik	1
1300002E11Rik	1
1300014J16Rik	5
1300017J02Rik	2
1500002F19Rik	8
1500004A13Rik	1
1500009C09Rik	7
1500009L16Rik	8
1500011B03Rik	8
1500012K07Rik	9
1500015L24Rik	8
1500032F14Rik	6
1500035N22Rik	8
1520401A03Rik	5
1600002D24Rik	9
1600012H06Rik	3
1600012P17Rik	9
1600014C10Rik	5
1600014C23Rik	7
1600019K03Rik	6
1600022D10Rik	5
1600025M17Rik	4
1600027J07Rik	7
1700001C19Rik	2
1700001F09Rik	3
1700001G01Rik	6
1700001G11Rik	4
1700001J03Rik	3
1700001K19Rik	5
1700001K23Rik	12
1700001L05Rik	3
1700001L19Rik	3
1700001N15Rik	6
1700001O22Rik	7
1700001P01Rik	3
1700003C15Rik	8
1700003D09Rik	8
1700003E16Rik	8
1700003E24Rik	4
1700003F12Rik	4
1700003G18Rik	2
1700003H04Rik	4
1700003I16Rik	3
1700003I22Rik	4
1700003L19Rik	7
1700003M07Rik	11
1700003P14Rik	6
1700006A11Rik	4
1700006H21Rik	12
1700007F19Rik	6
