##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	evoC-Bap1-ctrl-F_S3_L005_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	277968822
Sequences flagged as poor quality	0
Sequence length	151
%GC	22
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.26989918315371	40.0	40.0	40.0	24.0	40.0
2	38.67563803612479	40.0	40.0	40.0	40.0	40.0
3	39.04080398268551	40.0	40.0	40.0	40.0	40.0
4	39.09361828716172	40.0	40.0	40.0	40.0	40.0
5	39.21695703340427	40.0	40.0	40.0	40.0	40.0
6	39.2523534959615	40.0	40.0	40.0	40.0	40.0
7	39.323548797138116	40.0	40.0	40.0	40.0	40.0
8	39.336823562895844	40.0	40.0	40.0	40.0	40.0
9	39.36646536207575	40.0	40.0	40.0	40.0	40.0
10-14	39.4375080878675	40.0	40.0	40.0	40.0	40.0
15-19	39.53280871766259	40.0	40.0	40.0	40.0	40.0
20-24	39.56519467136498	40.0	40.0	40.0	40.0	40.0
25-29	39.555025767602096	40.0	40.0	40.0	40.0	40.0
30-34	39.51441784215642	40.0	40.0	40.0	40.0	40.0
35-39	39.49232507450062	40.0	40.0	40.0	40.0	40.0
40-44	39.46126017543076	40.0	40.0	40.0	40.0	40.0
45-49	39.43948313598998	40.0	40.0	40.0	40.0	40.0
50-54	39.410453427758895	40.0	40.0	40.0	40.0	40.0
55-59	39.37917945919848	40.0	40.0	40.0	40.0	40.0
60-64	39.3430872876815	40.0	40.0	40.0	40.0	40.0
65-69	39.30812576383117	40.0	40.0	40.0	40.0	40.0
70-74	39.272887208911506	40.0	40.0	40.0	40.0	40.0
75-79	39.23192857434925	40.0	40.0	40.0	40.0	40.0
80-84	39.18879208834436	40.0	40.0	40.0	40.0	40.0
85-89	39.15160692877995	40.0	40.0	40.0	40.0	40.0
90-94	39.10990143491704	40.0	40.0	40.0	40.0	40.0
95-99	39.06001056981851	40.0	40.0	40.0	40.0	40.0
100-104	39.01425558079316	40.0	40.0	40.0	40.0	40.0
105-109	38.975432977875485	40.0	40.0	40.0	40.0	40.0
110-114	38.93333246920764	40.0	40.0	40.0	40.0	40.0
115-119	38.88884749887525	40.0	40.0	40.0	40.0	40.0
120-124	38.84527036417056	40.0	40.0	40.0	40.0	40.0
125-129	38.801109393484424	40.0	40.0	40.0	40.0	40.0
130-134	38.75911094950066	40.0	40.0	40.0	40.0	40.0
135-139	38.7186538193841	40.0	40.0	40.0	40.0	40.0
140-144	38.68392411074073	40.0	40.0	40.0	40.0	40.0
145-149	38.63474157688087	40.0	40.0	40.0	40.0	40.0
150-151	38.33411035752779	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.47463488956324085
1101	2	-0.05579459044055568
1101	3	-0.04857572833236645
1101	4	0.05041558805443458
1101	5	-0.18582365142740542
1101	6	-0.05649416596389756
1101	7	-0.08731170578684555
1101	8	-0.07771221403706363
1101	9	-0.05053707027177978
1101	10-14	-0.05076716080689181
1101	15-19	-0.031637746690876156
1101	20-24	-0.026518099419114094
1101	25-29	-0.02816042581567757
1101	30-34	-0.027378893766361045
1101	35-39	-0.031148759888495192
1101	40-44	-0.03994582872489616
1101	45-49	-0.035443532983713055
1101	50-54	-0.055590766846151496
1101	55-59	-0.037811944416084486
1101	60-64	-0.04212853518745163
1101	65-69	-0.037630940594063134
1101	70-74	-0.027977653888648035
1101	75-79	-0.036146009037835825
1101	80-84	-0.029913316139726476
1101	85-89	-0.056738753367071126
1101	90-94	-0.03638491690931289
1101	95-99	-0.027423133106090347
1101	100-104	-0.043963590533607544
1101	105-109	-0.040528589160956585
1101	110-114	-0.045820055523719816
1101	115-119	-0.049818517667013396
1101	120-124	-0.05053578837637218
1101	125-129	-0.02454236184068037
1101	130-134	-0.0279872027415351
1101	135-139	-0.02923605638207505
1101	140-144	0.008941635549227556
1101	145-149	0.021659441563713244
1101	150-151	0.05881281307877373
1102	1	-0.31080952834745545
1102	2	-0.08488776013759747
1102	3	-0.08827476182266736
1102	4	-0.006036655791760381
1102	5	-0.1540321811707912
1102	6	-0.07188608324320711
1102	7	-0.09614296146127543
1102	8	-0.08468372295058657
1102	9	-0.033325384737722175
1102	10-14	-0.04236440304828193
1102	15-19	-0.037379531292735635
1102	20-24	-0.02674834352588107
1102	25-29	-0.016954122201752853
1102	30-34	-0.010240391763787215
1102	35-39	-0.01575612081745703
1102	40-44	-0.01628406170638641
1102	45-49	-0.014528149214719122
1102	50-54	-0.005820385793740002
1102	55-59	-0.008246471558926771
1102	60-64	-0.008399078797943105
1102	65-69	0.00818337150491999
1102	70-74	-0.006228305450342475
1102	75-79	0.010029834546052996
1102	80-84	0.0014299489863276449
1102	85-89	-0.006445540883596834
1102	90-94	0.0030864036929258987
1102	95-99	0.01367053176817734
1102	100-104	0.010950780702295049
1102	105-109	-0.013871180450756526
1102	110-114	0.008530050626568197
1102	115-119	0.011102877305589232
1102	120-124	-0.0014130429164396219
1102	125-129	0.01720098155114158
1102	130-134	0.010262270302263232
1102	135-139	0.025391009090292016
1102	140-144	0.05751611640695842
1102	145-149	0.06621068102612782
1102	150-151	0.1043275593593691
1103	1	-0.33080485215969446
1103	2	-0.11254205553832008
1103	3	-0.05707406172523122
1103	4	0.031764743266130324
1103	5	-0.1156006608925253
1103	6	-0.07747377993671023
1103	7	-0.048117059311849175
1103	8	-0.05024383775949559
1103	9	-0.004663845355082685
1103	10-14	-0.024331587259901255
1103	15-19	-0.02050032173165306
1103	20-24	-0.021322213340020824
