TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction
chr7:75906000-76952998	chr7	75906000	76952998	0.217169	0.000929887283099054	0.012331380529264	1046998	Increased_in_Mutant
chr19:5523000-5576998	chr19	5523000	5576998	0.175836	0.129308040360366	0.262158234628821	53998	Increased_in_Mutant
chr11:119490000-119912998	chr11	119490000	119912998	0.0992883333333328	0.16083804096703	0.30677976708696	422998	Increased_in_Mutant
chr4:134028000-134093998	chr4	134028000	134093998	0.182931	0.0611893116044836	0.155683295142876	65998	Increased_in_Mutant
chr9:107229000-107288998	chr9	107229000	107288998	-0.0730943333333335	0.0664035681130859	0.165856967037605	59998	Decreased_in_Mutant
chr15:74889000-75026998	chr15	74889000	75026998	-0.0213096666666667	0.654463041906222	0.791958326209137	137998	Decreased_in_Mutant
chr15:81432000-81692998	chr15	81432000	81692998	-0.0311779999999998	0.407545288889465	0.579590466218698	260998	Decreased_in_Mutant
chrX:78216000-78263998	chrX	78216000	78263998	0.348454333333333	0.00323960770463281	0.0238518165909391	47998	Increased_in_Mutant
chrX:23841000-24107998	chrX	23841000	24107998	0.0797079999999998	0.25262524393217	0.417788566290853	266998	Increased_in_Mutant
chr18:42210000-42341998	chr18	42210000	42341998	-0.149533333333334	0.0303981262126756	0.0977306473082044	131998	Decreased_in_Mutant
chr3:58524000-58583998	chr3	58524000	58583998	-0.134484	0.134410157445998	0.269933186480786	59998	Decreased_in_Mutant
chr12:72093000-72440998	chr12	72093000	72440998	-0.0103293333333333	0.824152484855831	0.902495547750328	347998	Decreased_in_Mutant
chr14:105168000-105305998	chr14	105168000	105305998	0.0888816666666669	0.136947511544477	0.273495507590685	137998	Increased_in_Mutant
chr7:62865000-63323998	chr7	62865000	63323998	0.265094666666666	0.00196877411546203	0.0177230263672314	458998	Increased_in_Mutant
chr10:38856000-39110998	chr10	38856000	39110998	0.304593666666666	0.000768362769927382	0.011108184945374	254998	Increased_in_Mutant
chr3:131955000-132650998	chr3	131955000	132650998	0.1906	0.00148139984106661	0.0155475762165789	695998	Increased_in_Mutant
chr6:32607000-33080998	chr6	32607000	33080998	0.197445666666666	0.00231861382848464	0.0195426022686562	473998	Increased_in_Mutant
chr10:112899000-112952998	chr10	112899000	112952998	0.00261566666666629	0.962563136194822	0.983052784240138	53998	Increased_in_Mutant
chr5:98340000-98879998	chr5	98340000	98879998	0.178631333333333	0.00902665481185717	0.0446659784477012	539998	Increased_in_Mutant
chrX:102198000-102497998	chrX	102198000	102497998	0.138716999999999	0.0871976525529394	0.197734126160633	299998	Increased_in_Mutant
chr12:83523000-84461998	chr12	83523000	84461998	-0.0370336666666669	0.293126892151127	0.460356838536625	938998	Decreased_in_Mutant
chr18:10851000-11318998	chr18	10851000	11318998	-0.0295253333333338	0.395396646989872	0.57030120936828	467998	Decreased_in_Mutant
chr11:87207000-87401998	chr11	87207000	87401998	0.376765	1.35388996229991e-05	0.00334219923218344	194998	Increased_in_Mutant
chrX:59175000-59621998	chrX	59175000	59621998	0.241884666666667	0.000251608640757788	0.00665771712453638	446998	Increased_in_Mutant
chr4:137841000-137960998	chr4	137841000	137960998	-0.0706383333333333	0.687820099385234	0.815028155179733	119998	Decreased_in_Mutant
chr3:45735000-45788998	chr3	45735000	45788998	-0.132744333333334	0.211801950213458	0.370934628580727	53998	Decreased_in_Mutant
chr5:35043000-35363998	chr5	35043000	35363998	-0.0235770000000004	0.580873668320078	0.734866610007588	320998	Decreased_in_Mutant
chr10:111492000-111977998	chr10	111492000	111977998	-0.136121000000001	0.0307940605378314	0.0985051913424402	485998	Decreased_in_Mutant
chr8:114000000-114056998	chr8	114000000	114056998	0.0269769999999996	0.777597716505815	0.871247535424255	56998	Increased_in_Mutant
chr12:21030000-21656998	chr12	21030000	21656998	-0.663524000000001	0.00129043352077485	0.0145406485578738	626998	Decreased_in_Mutant
chr13:64242000-64310998	chr13	64242000	64310998	0.226222666666667	0.000667706751878645	0.0106007551952806	68998	Increased_in_Mutant
chr13:23580000-23627998	chr13	23580000	23627998	-0.266168	0.00815867968166222	0.0419763691715525	47998	Decreased_in_Mutant
chr4:93807000-93875998	chr4	93807000	93875998	-0.0680803333333334	0.34678313815384	0.519936531998511	68998	Decreased_in_Mutant
chr4:49341000-49490998	chr4	49341000	49490998	0.132003	0.103013323226162	0.222101811953296	149998	Increased_in_Mutant
chr9:36696000-37676998	chr9	36696000	37676998	0.193368666666666	0.0471675211633282	0.131167769044007	980998	Increased_in_Mutant
chr12:39501000-40202998	chr12	39501000	40202998	0.335124999999999	0.00809761161019629	0.0417898017613676	701998	Increased_in_Mutant
chr19:20787000-21566998	chr19	20787000	21566998	-0.0863963333333334	0.0516443538070318	0.139925407427668	779998	Decreased_in_Mutant
chr9:46335000-47726998	chr9	46335000	47726998	0.128217333333333	0.0109251425926126	0.0503106601290025	1391998	Increased_in_Mutant
chr8:41445000-42473998	chr8	41445000	42473998	-0.0502650000000002	0.230005207711023	0.393188229000128	1028998	Decreased_in_Mutant
