chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type
chr1	3670000	-2.6947897878543317	2.0325247552799404	2.9012687375947412	Differential	Matrix 2	Strength Change
chr1	3680000	-3.1615252007705723	1.6194703296728892	2.6419115870028094	Differential	Matrix 2	Strength Change
chr1	3830000	-2.9561573795607505	1.0032484880103005	1.9614319587858382	Differential	Matrix 2	Complex
chr1	4560000	4.475489003194025	4.091291332751744	2.6169489168522815	Differential	Matrix 1	Strength Change
chr1	4750000	-2.1549714335409442	1.3438349359456494	2.0397418804950176	Differential	Matrix 2	Complex
chr1	5010000	-2.429331409350941	2.9554548393985374	3.733876694792652	Differential	Matrix 2	Strength Change
chr1	5340000	2.0564104214605705	1.5508635096247751	0.8748181316049833	Differential	Matrix 1	Split
chr1	6720000	4.753866413071398	1.6482416438416505	0.09358811948052254	Differential	Matrix 1	Complex
chr1	6730000	3.4188802793041386	1.5506778288505438	0.4310609443500579	Differential	Matrix 1	Complex
chr1	8190000	-2.230368416972537	1.068377061174598	1.7899940737002689	Differential	Matrix 2	Complex
chr1	8640000	-2.6336653525408478	0.657006576217586	1.511660413073436	Differential	Matrix 2	Complex
chr1	11030000	2.0701865472279097	2.1463877056825793	1.463341969994342	Differential	Matrix 1	Complex
chr1	11300000	-2.352486955627484	0.8084296186993974	1.5709020832473253	Differential	Matrix 2	Complex
chr1	11620000	2.069354052773634	4.313872794434594	3.6219432106800076	Differential	Matrix 1	Strength Change
chr1	11780000	-2.0588361707932084	2.811199966621247	3.469610890490658	Differential	Matrix 2	Strength Change
chr1	11890000	2.1342148144663966	1.5642278490523185	0.8627956483255457	Differential	Matrix 1	Complex
chr1	12210000	-2.075130141516505	1.2915336871243983	1.9616680201827772	Differential	Matrix 2	Merge
chr1	12520000	2.373955226437817	2.2351731790263805	1.452856033619749	Differential	Matrix 1	Split
chr1	13270000	-2.084130964286592	1.9860058527209472	2.6561372720393615	Differential	Matrix 2	Strength Change
chr1	14740000	-2.244403858177549	1.0370791472081842	1.7633978000438342	Differential	Matrix 2	Merge
chr1	15260000	-3.3305064790582377	0.8715236235074917	1.9521383722675176	Differential	Matrix 2	Merge
chr1	16140000	-2.1676399096559043	0.9524547463587428	1.6541391869442301	Differential	Matrix 2	Merge
chr1	16440000	-2.05939664613631	1.65300912943639	2.3164944136082295	Differential	Matrix 2	Strength Change
chr1	17470000	2.0461674386709148	3.7439343958432185	3.0619608263663904	Differential	Matrix 1	Strength Change
chr1	17920000	2.3097053416163873	2.885951195547091	2.121802841264992	Differential	Matrix 1	Strength Change
chr1	18210000	-3.5435443535668063	0.6651676462871259	1.816011630674039	Differential	Matrix 2	Merge
chr1	19250000	-2.149701011046853	0.8572226309657347	1.5534690318302449	Differential	Matrix 2	Merge
chr1	19450000	-2.201511333042742	0.8732219350195296	1.5862683786415386	Differential	Matrix 2	Merge
chr1	21200000	-2.291905392570288	3.4941508880023524	4.225556354824602	Differential	Matrix 2	Strength Change
chr1	22600000	-2.037732541189801	3.4454587511740784	4.094320135137938	Differential	Matrix 2	Strength Change
chr1	22920000	2.9580487222782597	4.563322167612366	3.5810112321628256	Differential	Matrix 1	Strength Change
chr1	23010000	3.542172281005463	1.5858061927011569	0.4259013936952939	Differential	Matrix 1	Split
chr1	23500000	2.033449323445237	3.1471832089922165	2.4718707286256634	Differential	Matrix 1	Strength Change
chr1	24500000	-4.9627308169318285	2.367080424060856	3.972773206478905	Differential	Matrix 2	Strength Change
chr1	24540000	2.0412995393012507	1.5459025680536753	0.8747977157656317	Differential	Matrix 1	Split
chr1	24720000	3.3397678008060665	1.5636797999454255	0.46976424054065313	Differential	Matrix 1	Split
chr1	25140000	2.668437580198084	1.6932485713540135	0.8173472685389418	Differential	Matrix 1	Split
chr1	25830000	-3.124066501769002	2.1997449450826503	3.207540041575613	Differential	Matrix 2	Strength Change
chr1	27100000	-2.9101998466605647	0.7783412810864451	1.7225125427614143	Differential	Matrix 2	Complex
chr1	27700000	-2.1705838475934263	0.9349029750005501	1.6376199922916646	Differential	Matrix 2	Merge
chr1	27990000	-2.704488393068097	0.672876216835118	1.5505205169110639	Differential	Matrix 2	Merge
chr1	28300000	-3.5316062954061427	0.877014168452431	2.023076757546373	Differential	Matrix 2	Merge
chr1	28450000	2.6307948744136467	2.2784687815404023	1.4123508063700179	Differential	Matrix 1	Split
chr1	28750000	-2.1429109761827183	1.2619584025696275	1.9542847108073553	Differential	Matrix 2	Merge
chr1	29340000	-2.0582019097575306	1.6411086008623699	2.304255185527	Differential	Matrix 2	Strength Change
chr1	29490000	-5.166979903266861	0.4790734390226015	2.1592369819898902	Differential	Matrix 2	Merge
chr1	29650000	4.346311400392919	2.975084567439154	1.547512397735114	Differential	Matrix 1	Strength Change
chr1	30070000	4.589332074933081	3.329956733791796	1.8217666899803564	Differential	Matrix 1	Strength Change
chr1	30530000	2.258981303903061	1.7687309255882677	1.0258153753642263	Differential	Matrix 1	Split
chr1	30670000	-3.119110082316585	0.6854344860204269	1.6980119901198716	Differential	Matrix 2	Merge
chr1	30870000	2.354000168087209	1.804512333253082	1.0305108499294016	Differential	Matrix 1	Complex
chr1	30880000	3.1663792446586045	3.0322863649379377	1.9886170217921162	Differential	Matrix 1	Strength Change
chr1	32480000	3.081564197197428	1.5086229762480248	0.4990019788756795	Differential	Matrix 1	Complex
chr1	32490000	2.3942144809768267	1.5750760520236995	0.7889512797452738	Differential	Matrix 1	Complex
chr1	35040000	-2.139486268023679	1.1829441698425587	1.874489248540372	Differential	Matrix 2	Complex
chr1	35370000	2.1775364639921575	1.662771102465261	0.9468186751177138	Differential	Matrix 1	Complex
chr1	35490000	2.1413521171276066	1.5426728548561162	0.8390080418280483	Differential	Matrix 1	Complex
chr1	36060000	-2.1759039952924115	1.3053141391253598	2.0081986915108256	Differential	Matrix 2	Merge
chr1	36690000	-2.366400890839451	1.2935289056528125	2.0584823283653857	Differential	Matrix 2	Merge
chr1	36840000	-2.066853841645056	1.2894391782540222	1.9568878856583272	Differential	Matrix 2	Merge
chr1	38650000	3.2670987954403596	1.7480544783116678	0.6770186430441123	Differential	Matrix 1	Split
chr1	39220000	-2.7211776472004865	1.2713258372154974	2.15187588015522	Differential	Matrix 2	Merge
chr1	41020000	-2.1828519081744653	1.002809851538149	1.7092340975574616	Differential	Matrix 2	Merge
chr1	41500000	-3.465061083431629	0.5966210748964121	1.722203187891148	Differential	Matrix 2	Merge
chr1	42380000	-2.8166586213958364	1.3686416738631506	2.2798659294116144	Differential	Matrix 2	Merge
chr1	42960000	-10.602625586721892	0.918895882072157	4.3668568873548175	Differential	Matrix 2	Complex
chr1	43040000	-18.208754819751938	-0.9963394478067111	4.935999300415016	Differential	Matrix 2	Complex
chr1	43050000	-9.767272954098923	-1.139827031405755	2.0448680184572963	Differential	Matrix 2	Complex
chr1	44370000	-6.086938797382533	1.0143905445105599	2.9917993273468757	Differential	Matrix 2	Complex
chr1	45820000	-2.514605437925368	0.7294394799819098	1.5450256566884535	Differential	Matrix 2	Merge
chr1	46760000	-2.206822130697739	1.170042480985808	1.8835642428026869	Differential	Matrix 2	Merge
chr1	46890000	-2.0471229335465897	1.0664534176128155	1.7284202673295226	Differential	Matrix 2	Merge
chr1	47630000	-2.334594949940657	3.782358202335002	4.5264445775316124	Differential	Matrix 2	Strength Change
chr1	48230000	-2.104319381749457	1.9387152476184606	2.615619048883018	Differential	Matrix 2	Strength Change
chr1	48710000	-2.2613317862393907	2.0642824035928258	2.7917735621139212	Differential	Matrix 2	Strength Change
chr1	49610000	-2.1697449972229776	1.221605232156634	1.9228381953780167	Differential	Matrix 2	Merge
chr1	50020000	2.694460741280119	2.308384975479198	1.421413274081078	Differential	Matrix 1	Split
chr1	50200000	3.8243613738297006	1.9785576308480302	0.7251231056882073	Differential	Matrix 1	Split
chr1	50920000	4.099104738275044	3.0860972942872227	1.7385380355476847	Differential	Matrix 1	Strength Change
chr1	51470000	3.760052333645099	1.8544137309377275	0.6224403193301599	Differential	Matrix 1	Split
chr1	51500000	-2.599343885226858	0.8743649900240952	1.7169268996512912	Differential	Matrix 2	Merge
chr1	51840000	2.2198517373193583	1.7570445798441128	1.0269176009841683	Differential	Matrix 1	Split
chr1	52310000	3.784191364947651	3.767001357069342	2.5190908653409814	Differential	Matrix 1	Strength Change
chr1	52750000	2.7737339640448733	3.0265135782158405	2.1107001184714465	Differential	Matrix 1	Strength Change
chr1	53780000	-2.0408685106955655	1.0754340062478491	1.735326704134808	Differential	Matrix 2	Merge
chr1	54200000	-3.0445022096045373	2.625411554931692	3.6055054125788106	Differential	Matrix 2	Strength Change
chr1	55410000	-2.3813254988979295	0.9141137195447151	1.6855286185604037	Differential	Matrix 2	Merge
chr1	56030000	2.350091812623231	1.6916156523481658	0.9193634376461202	Differential	Matrix 1	Complex
chr1	56200000	2.903495872594643	1.5926613919337131	0.6406582255511079	Differential	Matrix 1	Complex
chr1	57070000	3.342797894680698	2.9322589965539194	1.831576431543051	Differential	Matrix 1	Strength Change
chr1	57230000	-2.561001464030801	1.0241233443326516	1.8535697701198954	Differential	Matrix 2	Complex
chr1	57960000	2.6858078751950716	3.0766742449666493	2.1892745636021598	Differential	Matrix 1	Strength Change
chr1	58150000	-3.351566223694221	0.8109564183471388	1.8986832993691476	Differential	Matrix 2	Complex
chr1	58430000	2.5330550934381755	1.6244170025043412	0.7928822044623689	Differential	Matrix 1	Complex
chr1	59010000	2.087941050913991	2.192785560057069	1.5037636099299219	Differential	Matrix 1	Strength Change
chr1	59240000	23.258736487426734	6.883646311695714	-0.7176553594597734	Differential	Matrix 1	Complex
chr1	59490000	3.822477622870584	3.450702566972094	2.1916633772823357	Differential	Matrix 1	Strength Change
chr1	59760000	-3.56930897372728	2.761978773788122	3.912354441763623	Differential	Matrix 2	Strength Change
chr1	60200000	-2.7517186276938714	0.7189259319242263	1.611752234391536	Differential	Matrix 2	Complex
