loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_7202	chr8	49650000	49675000	chr8	57300000	57325000	chr8:49650000-49675000_chr8:57300000-57325000	TRUE	2.34333028913408	2.06408319942258	284.787638172735	7.55287304085948e-10	1.58542358000681e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_4921	chr8	36325000	36350000	chr8	112000000	112025000	chr8:36325000-36350000_chr8:112000000-112025000	TRUE	2.08939701644879	-0.850191346535324	48.1270974884265	1.44026625808873e-05	0.00889194971280602	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_62	chr8	57300000	57325000	chr8	89025000	89050000	chr8:57300000-57325000_chr8:89025000-89050000	TRUE	-2.00769909675552	-0.0652004660598235	93.1225165213068	4.47440457716651e-07	0.00141654620476664	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_1325	chr8	57325000	57350000	chr8	89025000	89050000	chr8:57325000-57350000_chr8:89025000-89050000	TRUE	-1.79635431192262	-0.0905498754111606	77.3354509646251	1.21931601578412e-06	0.0022367399412622	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_4918	chr8	49800000	49825000	chr8	57300000	57325000	chr8:49800000-49825000_chr8:57300000-57325000	TRUE	1.75692245774895	1.66394932200179	128.55869766748	7.44815454412946e-08	0.000759372960282045	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_18852	chr7	104225000	104250000	chr7	104325000	104350000	chr7:104225000-104250000_chr7:104325000-104350000	TRUE	-1.60135960993297	8.28337084435736	4.3096754053883	0.0928478922652162	0.42387344639825	FALSE	FALSE	non_significant	unchanged	#999999
loop_2588	chr8	78425000	78450000	chr8	89025000	89050000	chr8:78425000-78450000_chr8:89025000-89050000	TRUE	-1.35315780232522	-0.0991255449176752	35.2678089349973	6.29342242853099e-05	0.0159162927948547	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_16414	chr7	131550000	131575000	chr7	137300000	137325000	chr7:131550000-131575000_chr7:137300000-137325000	FALSE	-1.3440356291333	1.43943516844356	92.1303260062131	4.7238451876359e-07	0.00141654620476664	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_60	chr8	89025000	89050000	chr8	108700000	108725000	chr8:89025000-89050000_chr8:108700000-108725000	TRUE	-1.31418547582669	0.48850084777916	36.3133012627211	5.4873287262202e-05	0.014939203019758	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_59	chr8	57300000	57325000	chr8	108700000	108725000	chr8:57300000-57325000_chr8:108700000-108725000	TRUE	-1.26277552432515	1.18403002108797	73.4627249053024	1.59835639650007e-06	0.0022367399412622	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
