chr	pos1	pos2	chr2	pos3	pos4	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr1	3010001	3025000	chr1	3010001	4320000	0.05368098159509202	-16.067002167324063	3.9967454680772603	3129.451701504495	3.460193033013673	7910.001273469256
chr1	3655001	3675000	chr1	3295001	3675000	0.16973415132924335	0.1818742528267319	8.728744617692747	2653.5383637785953	1.6835053885024778	2047.1425524190129
chr1	5065001	5090000	chr1	4770001	5090000	0.10224948875255624	-0.35730029332817614	9.537283526440081	3051.930728460826	1.6080626769179158	2572.9002830686654
chr1	6395001	6415000	chr1	6395001	7215000	0.08793456032719836	2.243184153969137	5.488122280367724	3600.2082159212273	2.9957082948649774	7860.738565725701
chr1	9765001	9785000	chr1	9765001	10105000	0.07566462167689161	1.7518588535405373	10.021601723964153	2725.8756689182496	2.1526754227355815	2342.110859936313
chr1	10750001	10780000	chr1	10095001	10780000	0.10224948875255624	2.146254905110469	6.163784989922192	5066.631261716042	2.4653429722110936	12159.071538945114
chr1	10815001	10850000	chr1	10815001	11490000	0.06339468302658487	0.9092493771068126	5.551473265860264	5207.281923376928	1.9845575854695827	13030.60510619328
chr1	12825001	12840000	chr1	11520001	12840000	0.3047034764826176	-1.6972150923078277	3.3772595415637032	2674.789556918453	3.3084042244921	7860.76843739323
chr1	12850001	12875000	chr1	12850001	13700000	0.04959100204498977	1.2621146486401447	4.3609622318207695	3706.817897047654	1.7902880400822616	7608.724170349612
chr1	13990001	14010000	chr1	13990001	14250000	0.1492842535787321	0.3365775796695466	9.716567923481033	2021.046128084055	1.3655325091776973	1136.1230476358442
chr1	14290001	14315000	chr1	14090001	14315000	0.1165644171779141	0.6381557805030743	11.49939518388853	2587.3639163749194	1.4267837703467576	1605.1317416401023
chr1	15000001	15020000	chr1	15000001	16085000	0.0736196319018405	3.8419506385157773	4.566220912690476	3963.4797522153326	3.4065328367173464	11827.482009082627
chr1	15275001	15295000	chr1	15275001	15705000	0.13752556237218813	1.1845159414241109	7.967949192116683	2740.974522088139	2.089534495407364	2875.199465680533
chr1	16420001	16440000	chr1	15615001	16440000	0.2505112474437628	-0.31883735141981506	4.353137947302555	2873.0710452196863	1.8451182235816053	4871.112110255438
chr1	16425001	16450000	chr1	16425001	16795000	0.18047034764826175	-0.2585383275160943	7.416485826763074	2744.099755902337	1.3446679848625598	2487.6357719957355
chr1	16790001	16815000	chr1	16790001	17130000	0.04294478527607362	3.6094289867156486	10.025198862324698	3408.5676131903974	2.3780551323422836	4042.6937249818825
chr1	17120001	17145000	chr1	16445001	17145000	0.07106339468302658	1.0141197796525883	5.837112424702269	4085.9786972915886	2.4187464491379114	8465.61257198269
chr1	20695001	20715000	chr1	20695001	21305000	0.1446830265848671	-0.34166537107925765	5.21512134724943	2544.979217457722	1.4209029836864946	2773.6026241560376
chr1	20925001	20945000	chr1	20925001	21280000	0.1359918200408998	0.21762436199023283	8.80501888609743	2500.6253636516703	1.9597171104936721	2226.2386375208116
chr1	21140001	21170000	chr1	20745001	21170000	0.12985685071574643	0.05927009119643586	7.863843975191945	4010.560427347892	1.715377520850033	5249.055213801101
chr1	22255001	22280000	chr1	20880001	22280000	0.1083844580777096	1.3481895009232248	3.674773195346861	5144.682473485605	3.297895874287587	23085.27112001311
chr1	22595001	22615000	chr1	22595001	23300000	0.11860940695296524	-0.20042408157454814	6.702565179824382	3780.2467614209513	3.0587753803475795	6900.597258064139
chr1	22780001	22810000	chr1	22475001	22810000	0.07770961145194274	1.1197225809718143	10.264895000295036	4126.487790118605	1.6885128656610635	4072.693031974485
chr1	23125001	23145000	chr1	22580001	23145000	0.049079754601226995	3.318719930877817	7.8078582093726	3529.151910636415	3.0032223122384045	5429.8259405270355
chr1	23315001	23335000	chr1	23315001	23875000	0.17995910020449896	-0.6876717411550454	6.546225792768493	2932.709155160285	1.9015168838311083	3407.518255825346
chr1	23475001	23505000	chr1	23315001	23505000	0.11758691206543967	1.21341564211318	14.912610432209298	3400.07517854372	1.8151744390112534	2483.1586325673948
chr1	24000001	24035000	chr1	23810001	24035000	0.07259713701431493	-0.08488227691560543	13.7009644278807	4315.8037947824205	1.7018857805814867	3752.658146182178
chr1	24235001	24265000	chr1	23855001	24265000	0.04089979550102249	2.265998692917692	9.00999716990328	4432.9186075924135	1.8197393305181735	5371.870503689648
chr1	24365001	24385000	chr1	24365001	24730000	0.034764826175869123	3.8187924262193143	9.313100144793278	2719.425242279637	2.5298165839560145	2954.825770060625
chr1	25810001	25835000	chr1	25405001	25835000	0.05061349693251534	1.5834374667519295	8.112549946354612	3488.396476932483	1.8445529539634151	3965.7888510213425
chr1	30930001	30950000	chr1	30770001	30950000	0.040388548057259714	1.2374577079711293	13.590216756470832	1956.9912129318	1.5589098984245784	897.9321014925572
chr1	31140001	31175000	chr1	30700001	31175000	0.14212678936605316	0.6618693068239071	7.570827032129299	5034.599976365984	1.8512233005432357	8617.444464028762
chr1	33655001	33685000	chr1	33655001	34165000	0.1083844580777096	0.24164235836841153	6.493513536717869	3974.030284471336	1.2946049851424255	4753.789505442986
chr1	33950001	33975000	chr1	33735001	33975000	0.050102249488752554	2.050658246634051	15.06688398451011	3616.0521562824265	2.012091046695572	2414.5092560346866
chr1	34585001	34610000	chr1	34200001	34610000	0.0869120654396728	1.1017305689838044	9.805032312655392	4020.0632481887105	1.6948513522022295	3432.073988209515
chr1	36040001	36065000	chr1	34925001	36065000	0.10020449897750511	-0.5986459089067099	4.733305414867605	5395.968172949069	2.670397317994985	15221.264712571414
chr1	37255001	37285000	chr1	37255001	37880000	0.05623721881390593	1.2391331028928458	7.021511132304671	5266.133349228503	1.8031463321141519	8114.158494513684
chr1	37445001	37465000	chr1	37445001	37885000	0.36503067484662577	-1.0013057904385534	8.87784563168113	3125.0016623517577	1.9035951526636092	2680.261974950362
chr1	37625001	37650000	chr1	37345001	37650000	0.02556237218813906	5.7438050616777545	13.312253594917916	4060.237346449964	2.5704086783360336	3919.8732344624514
chr1	37880001	37900000	chr1	37880001	38105000	0.1359918200408998	-0.17739986066699373	13.073274748210848	2353.1894546779527	1.4974817222558143	1078.1868400241863
chr1	38175001	38195000	chr1	38175001	38785000	0.03987730061349694	4.18369385634943	8.109402009682706	3957.38818072516	3.241265195436081	6326.94966149123
chr1	38760001	38775000	chr1	38050001	38775000	0.03885480572597137	0.9572569805963305	7.72530901104095	3360.509419802813	3.665710980961468	4783.752830154715
chr1	38990001	39015000	chr1	38990001	39515000	0.044989775051124746	8.093511185511474	8.399925262506168	4409.960762815738	3.2029734917140456	8407.80541574937
chr1	39515001	39535000	chr1	38835001	39535000	0.03680981595092024	4.187222442445329	7.679468072054515	4300.5021203505285	2.876630732777133	6443.652841420779
chr1	39675001	39700000	chr1	39675001	40015000	0.05572597137014315	2.2046197350054526	11.300620014084435	3842.2108047887077	2.4178302860581793	4110.311486298905
chr1	39745001	39775000	chr1	39745001	40020000	0.03578732106339468	0.6887975322433294	14.208710763501717	4688.874551955567	2.4482323769086154	4847.500106279059
chr1	39745001	39775000	chr1	39745001	40005000	0.03374233128834356	1.0077459664735735	14.730030220536655	4595.769428807436	2.4490585184637936	4584.637546564221
chr1	40365001	40390000	chr1	39560001	40390000	0.07515337423312883	1.6562415052278054	5.137103093219916	4263.79556737253	1.932263997127657	8018.895588079777
chr1	40560001	40590000	chr1	40560001	40850000	0.14212678936605316	0.43986807355419644	9.782773495450797	3404.4051764168776	1.508379125867134	3149.4956148105757
chr1	43290001	43315000	chr1	43290001	43745000	0.02556237218813906	4.99678523865054	8.822908409254767	4014.423326210919	2.6903315073123184	6120.504179135524
chr1	43725001	43750000	chr1	43265001	43750000	0.12883435582822086	1.5761766720720216	7.8976816272210995	3830.375589202233	2.3786518536758465	5768.230745163928
chr1	43750001	43770000	chr1	43750001	43990000	0.07924335378323108	0.48548123884355604	11.049527006269395	2121.509185203724	1.6615240016173605	1276.0504332421328
chr1	50955001	50975000	chr1	50955001	51355000	0.07310838445807771	2.518145390836687	8.735863906723955	2795.4764501516656	2.4869213157245644	3183.2592841274427
