Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
0610010F05Rik	11	23564960	23633638	0.011134667414826271	0.00033728350679723787	-0.02011157801623928	3.4946589662436284e-19	genes
0610040J01Rik	5	63812362	63899624	-0.01475852803201616	2.49760416016166e-10	0.005136438631864165	0.00039239567590746284	genes
1110032A03Rik	9	50762827	50775519	0.0201313300087802	0.007333209385623343	-0.012845661005524978	0.0053062957751427685	genes
1110051M20Rik	2	91275067	91444703	0.012952173652529986	8.461255098090843e-09	-0.026149329250029746	1.2759015438598479e-56	genes
1110059E24Rik	19	21581201	21652975	0.04055348396341052	1.3157117835661612e-51	-0.03797834021175839	8.972161168490957e-71	genes
1500009C09Rik	15	82252396	82260752	-0.03728035873239244	1.2121428657933837e-05	0.02190417820433843	0.0011427155148171096	genes
1500011B03Rik	5	114808195	114823467	0.04862094128352712	2.4226219999229763e-16	-0.023133381500373168	3.1433850780090414e-06	genes
1600012H06Rik	17	14943183	14959569	0.03459415804696375	4.6077758357659265e-10	-0.02469076676845945	2.4381282792353776e-11	genes
1600014C10Rik	7	38183216	38197567	0.05863418611391835	4.563448905779354e-16	-0.01858892910594226	0.003668256039815877	genes
1700001C19Rik	17	47412733	47437375	-0.01358207310900561	0.04641096998929601	0.010400282316358887	0.017918861051992113	genes
1700001K19Rik	12	110667687	110682618	0.022195617365440734	0.00040081693096758185	-0.021513081038760914	5.678449723683208e-07	genes
1700001L19Rik	13	68597420	68614230	-0.01979461691999984	0.0028439018441261303	0.011986829169640792	0.0006415323869385486	genes
1700003F12Rik	2	154547084	154550002	0.07294048306201062	0.004343762886201506	-0.06565558230761165	0.0070644476244413	genes
1700014D04Rik	13	59740841	59746751	0.030404118283879678	0.0004233102684420998	-0.020016257135719265	0.00056949703731293	genes
1700016D06Rik	8	11654923	11701062	-0.011195863638668424	0.0009180722484058788	0.01987180786179328	8.797353114804657e-19	genes
1700019A02Rik	1	53158576	53187635	0.02268031048725161	4.148366402618868e-06	-0.021410057344476804	2.7708517228982336e-10	genes
1700019D03Rik	1	52922323	53020178	0.020234381096958298	2.3272007931664506e-11	0.007536895791543485	0.000959418231773878	genes
1700019N19Rik	19	58785802	58794460	-0.0282527486573958	0.012347701777286939	0.02304950068021136	0.009027338513143654	genes
1700025C18Rik	2	165078692	165090749	-0.02366972802719458	0.0013158769689642226	0.012731495285645988	0.026202670977782273	genes
1700025G04Rik	1	151852402	152090124	0.06282246106728862	4.815105707621099e-306	-0.03274398348598506	2.5153358983794996e-120	genes
1700030K09Rik	8	72443879	72461000	0.032011818328237074	5.14429068425224e-07	-0.02713695354376852	4.313965649620564e-08	genes
1700066M21Rik	1	57377619	57385422	0.049082070807770384	3.8268047049174566e-07	-0.026594012155103333	2.5169038813717186e-05	genes
1700069L16Rik	5	113692421	113724771	0.02255876014560876	5.516348048711612e-07	-0.014280206422310399	0.0001718930039230915	genes
1700086D15Rik	11	65151909	65159890	0.05619356373313039	4.140605864065142e-09	-0.03806860552381991	2.900939455735311e-05	genes
1700088E04Rik	15	79129348	79141252	0.027894284867877928	0.0024504542892522284	-0.020410280457454424	0.0008329250340373869	genes
1700109H08Rik	5	3571565	3584355	0.027630034605850673	6.8629647323834244e-06	-0.02906160427554838	2.7419179801903323e-09	genes
1700113H08Rik	10	87058044	87230588	-0.0067963586245793906	0.00015326100873418392	0.00786637944823363	2.795042371162613e-16	genes
1810013L24Rik	16	8830099	8858921	0.02852778089855229	1.969690255555044e-07	-0.016360394454550953	0.004183974524608003	genes
1810030O07Rik	X	12654878	12673667	0.01973216979566106	0.0024335429230305052	-0.021805901832137764	1.8186930236730442e-08	genes
1810055G02Rik	19	3708292	3717880	0.046493516331100104	1.7384818306447095e-08	-0.022937602743729357	0.00041759899589111755	genes
1810058I24Rik	6	35252653	35263495	0.0324917743240859	1.678311093644461e-06	-0.011931688170592952	0.021030473338993914	genes
2010109A12Rik	5	93206517	93213474	0.03691928909935016	0.0005791366376557794	-0.01686265996192529	0.022513351566652743	genes
2010300C02Rik	1	37611676	37720084	0.029589346000405525	9.47820046544642e-45	-0.03170848691767196	3.7072359198121734e-88	genes
2210016L21Rik	5	114942157	114949782	0.024957294471695923	0.009076084195618743	-0.02257341632498966	0.001836978340368595	genes
2310022A10Rik	7	27553232	27582098	0.018128473181187377	3.3111059824602854e-05	-0.022984799364113934	2.808767734792703e-12	genes
2310022B05Rik	8	124635755	124663368	0.022843783343992397	8.676630528217988e-07	-0.021136680043543132	9.73930408393126e-08	genes
2310030G06Rik	9	50739690	50746535	0.04496153619130294	1.827339479858537e-05	-0.03654753546235881	4.7335301750768805e-06	genes
2310034G01Rik	19	46348200	46350301	0.02242160738277292	0.024609071938606137	0.03038061112965225	0.0018777953922217829	genes
2310057M21Rik	7	131338219	131362758	0.03619808770139343	1.1968587357393792e-17	-0.024501025170796997	3.611108429092694e-15	genes
2510002D24Rik	16	18836577	18840159	0.05518561929427035	0.00029228650968742383	-0.03720516232763174	0.005481023176334541	genes
2510009E07Rik	16	21649044	21694664	0.017363934025208416	8.95590790456659e-06	-0.02277062281596029	5.782928078117527e-13	genes
2510039O18Rik	4	147940894	147947313	0.03475865502300468	0.0008856967853432047	-0.030801448867854048	0.00034258526856613045	genes
2610008E11Rik	10	79064373	79097599	0.01275480361281034	0.01845395855889973	-0.015551582447088291	0.0005002066241638203	genes
2610021A01Rik	7	41599229	41628532	0.037107586743779786	1.715942420290289e-16	-0.02890791328514307	2.3261463547458306e-16	genes
2610301B20Rik	4	10874497	10899424	0.02155213242769305	7.471549099371966e-07	-0.01749356318613081	9.848847498803526e-11	genes
2610507B11Rik	11	78261751	78290622	0.0269460853453114	9.365267210728695e-11	-0.02366122642144912	1.323013136630426e-14	genes
2610528A11Rik	14	37102139	37114021	-0.02065551679647648	0.01987367048610592	0.01998646210463839	0.00021243912394517902	genes
2700049A03Rik	12	71136847	71243302	0.01665879636794232	7.809858325018955e-17	-0.024987640453407844	5.482145516197223e-71	genes
2700081O15Rik	19	7417624	7425903	0.03580968542342694	0.015385131278551045	-0.06042530520634745	1.3501993416878738e-06	genes
2700097O09Rik	12	55045660	55080109	0.02519398630913594	7.28240521327645e-12	-0.029206788515386897	4.715745483331161e-27	genes
2810004N23Rik	8	124836944	124863119	0.04239091085823821	5.609177411681778e-16	-0.02948650643961437	1.4436792963004804e-13	genes
2810021J22Rik	11	58867215	58883287	0.020817698424155817	1.5968958896300863e-07	-0.02382356417451946	1.0521311189063339e-15	genes
2900026A02Rik	5	113086322	113221235	-0.013573486951055425	1.8665765870796885e-10	0.008091251825544349	4.753264747610885e-07	genes
3110001I22Rik	16	13671928	13678387	0.03240205770813642	0.002770115352104222	-0.04501865630577154	4.908738502568298e-08	genes
3110009E18Rik	1	120121186	120188188	-0.005932315248019515	0.044222665387144054	-0.005744976176561389	0.004253122775812119	genes
3110040N11Rik	7	81782181	81789477	0.02450806169235853	0.0022772114272940893	-0.01509240052105297	0.012357820121402695	genes
3110082I17Rik	5	139359738	139460526	0.02779955435202286	1.0059110730789049e-25	-0.025198777278233525	6.808358057563257e-30	genes
3830406C13Rik	14	12284172	12303230	0.016067918178458318	0.011189553543769612	-0.029055122146252985	3.0799276334815057e-14	genes
4430402I18Rik	19	28893041	28967799	-0.005484272567395032	0.04214682220710574	-0.0038530301699818553	0.04118172880698779	genes
4833420G17Rik	13	119462767	119486119	0.02211732026292157	5.970498382144588e-08	-0.01787085838464053	6.29445059624051e-11	genes
4833439L19Rik	13	54551217	54565434	0.09302589825874552	5.016881021866212e-36	-0.04864768537958952	5.802475183108008e-15	genes
4921507P07Rik	6	50573301	50596631	0.021294770608594638	2.021297704140717e-06	-0.012990617134129329	5.359197908133656e-05	genes
4921524J17Rik	8	85408758	85432832	0.023520283742376802	1.482027619771947e-05	-0.01784738262115268	2.4045935260906164e-05	genes
4930430F08Rik	10	100572264	100590422	0.021271442507271643	3.754322465139188e-05	-0.01938069777088758	3.921646705347781e-09	genes
4930447A16Rik	15	37425553	37440643	0.12582775782379224	4.785293642499725e-75	-0.03832056934457079	1.2326200083849996e-09	genes
4930451I11Rik	7	126830467	126831638	-0.1430221980134161	4.7534112075965736e-08	0.08361129316570165	0.00028465134139774354	genes
4930453N24Rik	16	64751750	64771160	0.027127645922946586	5.238256386439823e-05	-0.03306873517559235	7.986401659842429e-13	genes
4930455H04Rik	3	116968266	116984405	-0.022154274909651495	0.0009155344604900756	0.014584218855726624	0.0005699157761676144	genes
4930503L19Rik	18	70452211	70472508	0.018666421884372175	3.665212412943251e-05	-0.022206551679067044	1.68511062549807e-14	genes
4930519G04Rik	5	114853663	114883879	-0.01961330546063189	2.882473527093572e-08	0.00868191292297317	0.00040738100732123895	genes
4930579F01Rik	3	138164077	138239662	-0.012297675225654503	5.357040295227121e-07	0.005369784175423456	0.00011556770069438974	genes
4930590J08Rik	6	91902808	91950724	-0.01832009387273925	4.2105558421770516e-07	0.011987696620733443	1.2621409359305852e-06	genes
4930595D18Rik	12	111159849	111184490	0.05547765883447475	7.539013299079577e-27	-0.05597947219521729	6.803893760546894e-41	genes
4931406P16Rik	7	34236706	34313550	0.03593240675139053	1.1151420749384957e-23	-0.03296512014812844	5.2518220108129076e-30	genes
4931422A03Rik	2	103966942	104028360	-0.015604523602751663	2.3609251885500636e-06	0.005138563932942597	0.02083365664003217	genes
4931428F04Rik	8	105280408	105289863	0.057741363587919925	5.599578171070681e-13	-0.02601537712467944	7.853164852873882e-05	genes
4932438A13Rik	3	36863103	37053032	0.02315164127127245	5.0200381518972165e-37	-0.02792963334135097	7.0603185017480465e-90	genes
4932438H23Rik	16	91053934	91095121	-0.022380178652921634	1.6680631149087778e-10	0.007667754506313185	0.001438267979283682	genes
4933402J07Rik	8	87563852	87589423	-0.01948462167514564	3.6455900191428475e-05	0.012789546334507781	6.96226014725792e-05	genes
4933427D14Rik	11	72153928	72207458	0.022061298355407932	1.8821847983143892e-09	-0.02261679008563308	2.378686832481253e-15	genes
4933434E20Rik	3	90051635	90063340	0.03038514272392534	5.403602489501659e-05	-0.02464856359967814	1.2800310459874273e-06	genes
4933434E20Rik	3	90051635	90063340	0.03038514272392534	5.403602489501659e-05	-0.02654794482261176	4.574484686661592e-08	genes
4933434E20Rik	3	90052903	90066068	0.024686615697538827	0.0004941858198144911	-0.02464856359967814	1.2800310459874273e-06	genes
4933434E20Rik	3	90052903	90066068	0.024686615697538827	0.0004941858198144911	-0.02654794482261176	4.574484686661592e-08	genes
5031439G07Rik	15	84943935	84988550	-0.032652480862321864	1.9671186956153903e-14	0.011593228515608706	0.0029022233396872182	genes
5730409E04Rik	4	126609817	126614370	0.06615680212398989	4.760777745510089e-05	-0.04674941970927782	0.0016834144740526865	genes
5730455P16Rik	11	80360491	80378033	0.02173866206292796	3.68206378931425e-05	-0.01906627177907741	1.704472890418674e-07	genes
5730480H06Rik	5	48327951	48414293	0.013718757238199153	5.079699966861918e-08	-0.01630176060785115	3.263910210612278e-33	genes
5730522E02Rik	11	25602762	26210762	-0.003906594252924611	0.0007494932930317571	0.003022063660555102	2.1104531720111104e-05	genes
6030498E09Rik	X	38772670	38962685	-0.004961696387271841	0.01569423196894292	0.005541025059584516	2.397777158112332e-06	genes
6430548M08Rik	8	120114151	120165305	0.04482907225310251	1.1451523210153198e-27	-0.016330912987336854	1.324887126373421e-05	genes
6430550D23Rik	2	155973278	156007976	0.03280459927162149	2.5980945262181566e-15	-0.030686800058093586	8.211118201645297e-20	genes
7420426K07Rik	9	98903118	98904621	0.08997542858762309	0.00023813139137515777	-0.046964720480897254	0.0161850070184167	genes
7530416G11Rik	15	85492735	85503226	-0.02547546676817669	0.017379465743098305	0.02420335348365324	0.0038585244431737706	genes
9030025P20Rik	17	14978467	14991571	0.06118303086675847	0.005853884478751325	-0.03671972682465599	0.042478258570552554	genes
9130019O22Rik	7	127382259	127387165	0.023162720990052676	0.001903008632235278	-0.014970080072742961	0.006084947440541968	genes
9330182L06Rik	5	9266117	9481824	0.009215173894918216	3.641379900707678e-06	-0.012061452057371913	1.2323151361444056e-14	genes
9430015G10Rik	4	156109981	156127264	0.014231513431236076	0.00890360834586436	-0.015567400109429988	6.878936071776952e-06	genes
9530068E07Rik	11	52396427	52408727	0.03160077262629002	1.5124101835600361e-05	-0.034759280364256157	1.2318281674817662e-10	genes
9530077C05Rik	9	22411512	22444680	0.049087770920163365	1.0052141751800369e-31	-0.040248246286213735	3.497754497164357e-36	genes
9930012K11Rik	14	70154404	70159501	-0.037249167692513296	0.002120981056495745	0.016756474263009108	0.03024644230800162	genes
9930021J03Rik	19	29714401	29805988	0.029870270422987732	7.050387385898663e-21	-0.03146786310700875	3.2364490274759525e-33	genes
9930111J21Rik2	11	49015873	49051241	-0.031927693868671336	0.002987700115312502	0.02026727781053624	0.00026587947388257815	genes
A330070K13Rik	5	130378777	130384630	0.18582396687475727	1.7504202975342128e-39	-0.055386769675186465	7.15172145211357e-05	genes
A3galt2	4	128755363	128769297	0.023913384447870834	0.0006506799610374264	-0.025734257132934035	4.9277482831114936e-05	genes
A430033K04Rik	5	138622858	138652413	0.0375962499829573	1.7064773359316277e-17	-0.03742874092197998	4.505506150539925e-25	genes
A630023A22Rik	14	34051125	34102753	-0.009005729841398247	0.0073489438991209315	0.008333549655279951	0.0005454588091930179	genes
A630089N07Rik	16	98001309	98082449	0.008925278139094717	0.00019432476285806633	-0.010155692241622084	2.7452574399572596e-10	genes
A730049H05Rik	6	92816477	92847173	-0.01274537365366668	0.01082846520202988	0.013583893380120879	2.1188579454770294e-05	genes
A930009A15Rik	10	115569985	115582447	-0.013205648020806038	0.02371386962132334	0.038284013695807834	2.5096094380834755e-17	genes
AB124611	9	21526175	21545332	0.020802637867185614	0.000852992649981509	-0.00848830284834963	0.04873038360549817	genes
AC160405.1	10	78288033	78307618	0.04599721266860102	5.749849652632386e-10	-0.04959717362660521	1.179367418211056e-13	genes
AC166256.1	10	22712084	22731236	0.06810178759478164	2.3674890888188922e-32	-0.022156747676387478	0.00038592871309767657	genes
AI597479	1	43098709	43115946	0.015389672545811361	0.03073056659780572	-0.02868722315585613	2.000851118606271e-09	genes
AI661453	17	47436614	47470637	-0.015048680659476843	0.002182196859669043	0.007412836095347722	0.024258533920558288	genes
AI854703	6	48626763	48633688	0.05729809630455951	2.552053900738592e-06	-0.05377689552790896	1.530610396406871e-08	genes
AL607142.1	4	120064995	120093972	0.025161280827454058	1.3813655862836125e-05	-0.01508244969166228	0.003331107502933794	genes
AL731706.1	2	136881270	136891388	0.08905013010786572	4.09422237774403e-23	-0.04708016759639441	1.5149031928381669e-09	genes
AU022252	4	119203569	119232711	0.009953074475567703	0.024687247371270406	-0.017481226191097668	1.7288702710607267e-11	genes
AU040320	4	126753543	126870069	0.03238980545339143	1.8491845446487526e-45	-0.028189107379357647	1.7767693502893606e-58	genes
AW209491	13	14630153	14639095	0.046429347775645446	6.354134098367538e-08	-0.029398504753301052	6.626709607845823e-05	genes
AW549877	15	3982034	3995743	0.03044411922351109	1.5268695003642081e-06	-0.026704148112244946	2.6159435903142222e-08	genes
AW554918	18	25168998	25467320	0.010570145031582712	2.9333941498831404e-12	-0.016199322081963174	1.7281159057997238e-44	genes
Aaas	15	102338251	102350770	0.024355625387142865	0.0006811373086491712	-0.019541358549079887	1.2667359790991837e-07	genes
Aacs	5	125475813	125517409	0.038497116626443284	9.270863094394277e-21	-0.023986657653456145	4.070106203145364e-12	genes
Aagab	9	63602659	63644587	0.020118330087230518	1.3399495260397658e-09	-0.022076880211523542	2.5153397265155013e-16	genes
Aak1	6	86849516	87003222	0.02803419122827433	2.6242917355371795e-30	-0.02051267557741762	9.667478017995164e-22	genes
Aamdc	7	97550330	97579496	0.028365325525232632	1.4246268940633106e-10	-0.021490995271937798	4.225368300286467e-16	genes
Aamp	1	74279839	74284737	0.0489191026497281	0.00046837183818215403	-0.0338307741557444	0.0003810497159034673	genes
Aar2	2	156547583	156568971	0.029968200717771953	4.639924783145613e-06	-0.01604958390558006	0.003469010253458027	genes
Aard	15	52040106	52045721	-0.03252830866819778	9.244459552669833e-07	0.012848135761737267	0.010874021979843837	genes
Aarsd1	11	101406838	101417614	0.03479603543653487	1.2063517026541256e-05	-0.019206681203901982	7.535821505062553e-05	genes
Aasdhppt	9	4294792	4309470	0.046508889121920305	7.52896559993049e-07	-0.027900884531973313	0.0001380096836073261	genes
Aass	6	23072172	23132985	-0.015751005598997447	1.7120707878526754e-07	0.00615410063788225	0.00047026771615744456	genes
Aatf	11	84422854	84513521	0.02661937085075239	3.6861216116656096e-23	-0.035235206304158856	1.878170082081973e-64	genes
Abca1	4	53030786	53159894	0.0165599599404187	4.0986038381356426e-18	-0.017069631638896215	4.3098407007689225e-34	genes
Abca12	1	71242275	71414909	-0.0035652444037450604	0.043230519433895595	0.009975273814636039	1.2272830959368565e-28	genes
Abca2	2	25428702	25448539	0.06322846527886572	1.5184809286456495e-26	-0.031764265098252725	4.710266943634621e-10	genes
Abca3	17	24351949	24410200	0.013322118000518857	0.00015634797669029273	-0.01911477212071977	5.81536159837392e-14	genes
Abca4	3	122044442	122180122	0.0048083794168686245	0.03870689133688388	-0.005647627042090375	7.631190185544104e-05	genes
Abca5	11	110269368	110337715	0.0371165776099871	9.514126186444925e-41	-0.03648994879159853	3.694753574440793e-67	genes
Abca8b	11	109932189	109995844	0.023163338096991226	1.4136821098574397e-13	-0.02133963534167191	1.6948025007009352e-20	genes
Abcb10	8	123952458	123983121	0.016976199897050015	7.197432733514587e-05	-0.0143987965978543	2.625029272243352e-07	genes
Abcb1b	5	8798146	8866314	-0.016272278432136078	1.547003670975272e-08	0.0042389774120369025	0.01954714665116687	genes
Abcb7	X	104280656	104413855	0.01847778591601712	9.559685886201164e-10	-0.020468657585215294	7.097829381223862e-22	genes
Abcc1	16	14361557	14475736	0.01914288033366629	5.728348750516352e-15	-0.021866709953595742	4.816878331109968e-31	genes
Abcc12	8	86482259	86580685	0.03852653697110875	1.2936860761308123e-49	-0.010402813679745215	3.188429322277508e-06	genes
Abcc4	14	118482691	118706218	-0.011560575950526064	2.7062520593599137e-24	0.004503683211237064	7.072035141977145e-09	genes
Abcc5	16	20331302	20426393	0.017077921276324792	3.720009604447463e-14	-0.017012206758945006	1.2759666528312571e-20	genes
Abcd2	15	91145870	91191798	0.030131288386440525	1.5744981389094677e-17	-0.01864826886161615	8.873346555921179e-14	genes
Abcd3	3	121758773	121815301	0.029809584742696238	1.5163355445608881e-27	-0.0351969212041046	1.0115661401906217e-59	genes
Abce1	8	79683461	79711739	0.030156474472141648	3.995568548957666e-11	-0.02365337510180457	1.5701353309150777e-11	genes
Abcf1	17	35956818	35969760	0.05238818090635766	3.9052405414009775e-19	-0.033402661767015215	1.4327412691913314e-15	genes
Abcf2	5	24565344	24577466	0.03556803970981515	1.7508422036225e-07	-0.02312414313444759	5.066561103269385e-06	genes
Abcf3	16	20548576	20561378	0.023662050084696684	0.00010736315650089905	-0.03416482427240937	1.3107905430343225e-17	genes
