stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0001	chr1	23200000	23885000	23885000	23945000	3prime	control_only	0.000759499458868399	NA	0	1	TRUE	medium	23542500	0.112703803483526	11.4660342805264	1.04845480491876	0.32126885609806	0.78650012142945	FALSE	FALSE	unchanged	lost	low	FALSE	60000	685000	minimal
stripe_0003	chr1	51195000	51525000	51570000	51625000	3prime	control_only	2.34527485638648e-15	NA	0	0	TRUE	medium	51360000	0.105156827229607	11.7152470048929	1.06904670096828	0.316711054947628	0.78650012142945	FALSE	FALSE	unchanged	lost	low	FALSE	55000	330000	minimal
stripe_0005	chr1	62410000	62820000	62820000	62875000	3prime	control_only	0.159909039691171	NA	0	0	FALSE	medium	62615000	0.0789942142696903	10.2731830259778	0.14788954186236	0.705681762129435	0.943107401724386	FALSE	FALSE	unchanged	lost	low	FALSE	55000	410000	minimal
stripe_0008	chr1	99505000	99560000	99560000	102125000	3prime	control_only	0.221292533653144	NA	0	0	FALSE	medium	99532500	0.141444629134655	10.7896138141619	0.82487943181999	0.377387779159951	0.793767940160311	FALSE	FALSE	unchanged	lost	low	FALSE	2565000	55000	minimal
stripe_0012	chr1	154980000	155380000	155510000	155565000	3prime	control_only	4.77666972791692e-35	NA	0	0	TRUE	medium	155180000	-0.0802274407245388	11.3998266640945	0.489911257633796	0.49413342293697	0.846595991067987	FALSE	FALSE	unchanged	lost	low	TRUE	55000	400000	minimal
stripe_0015	chr1	165725000	166040000	166130000	166175000	3prime	control_only	1.55907381246844e-17	NA	0	0	TRUE	medium	165882500	0.00256458563818353	11.9346601039906	0.000725180257100472	0.97885305125662	0.999723645163422	FALSE	FALSE	unchanged	lost	low	FALSE	45000	315000	minimal
stripe_0017	chr10	54495000	55010000	55010000	55045000	3prime	control_only	0.56940797573343	NA	0	0	FALSE	medium	54752500	-0.317377571626588	11.0183915655841	3.47408667591914	0.0810071084882239	0.622255005575326	FALSE	FALSE	unchanged	lost	medium	TRUE	35000	515000	weak
stripe_0018	chr10	54780000	54840000	54840000	56250000	3prime	control_only	0.517287383048513	NA	0	0	FALSE	medium	54810000	0.190436536615751	10.9877881490184	1.83219501538631	0.194895948615734	0.778470631155158	FALSE	FALSE	unchanged	lost	low	FALSE	1410000	60000	minimal
stripe_0020	chr10	72865000	72925000	72925000	73440000	3prime	control_only	0.94311131687104	NA	0	0	FALSE	medium	72895000	-0.000951939616974088	11.0624403956915	3.65972175480366e-05	0.99524881726385	0.999723645163422	FALSE	FALSE	unchanged	lost	low	TRUE	515000	60000	minimal
stripe_0022	chr10	79035000	79105000	79105000	79675000	3prime	control_only	0.795081010636169	NA	0	0	FALSE	medium	79070000	0.0697568287709836	10.4115146866802	0.123329176733459	0.730085519163122	0.957342712046484	FALSE	FALSE	unchanged	lost	low	FALSE	570000	70000	minimal
