TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction	significant
chr5:119730000-120098998	chr5	119730000	120098998	0.650635666666667	8.95632392843915e-06	0.00307407470585841	368998	Increased_in_Mutant	TRUE
chr7:71370000-71876998	chr7	71370000	71876998	0.508118333333333	6.97538252842801e-06	0.00307407470585841	506998	Increased_in_Mutant	TRUE
chr12:105492000-105593998	chr12	105492000	105593998	0.650043333333333	7.65166825404584e-06	0.00307407470585841	101998	Increased_in_Mutant	TRUE
chr3:93537000-93614998	chr3	93537000	93614998	0.855863	5.33549912057265e-06	0.00307407470585841	77998	Increased_in_Mutant	TRUE
chr12:104946000-105032998	chr12	104946000	105032998	0.871825	9.70521471082235e-06	0.00307407470585841	86998	Increased_in_Mutant	TRUE
chr13:72609000-73040998	chr13	72609000	73040998	0.448953333333333	1.05614110370765e-05	0.00307407470585841	431998	Increased_in_Mutant	TRUE
chr14:23568000-24071998	chr14	23568000	24071998	0.605080333333333	1.8380959467337e-06	0.00307407470585841	503998	Increased_in_Mutant	TRUE
chr4:139677000-139865998	chr4	139677000	139865998	0.443809666666666	9.35113907787513e-06	0.00307407470585841	188998	Increased_in_Mutant	TRUE
chr9:15924000-16520998	chr9	15924000	16520998	0.455798999999999	9.79246507890917e-06	0.00307407470585841	596998	Increased_in_Mutant	TRUE
chr11:24036000-25319998	chr11	24036000	25319998	0.625432666666667	1.01862354895128e-05	0.00307407470585841	1283998	Increased_in_Mutant	TRUE
chr14:105384000-105932998	chr14	105384000	105932998	-0.593647000000001	6.3322497333712e-06	0.00307407470585841	548998	Decreased_in_Mutant	TRUE
chr18:74802000-74993998	chr18	74802000	74993998	0.832760333333333	3.5311278587211e-06	0.00307407470585841	191998	Increased_in_Mutant	TRUE
chr6:18387000-18830998	chr6	18387000	18830998	0.554837333333333	1.03135271456672e-05	0.00307407470585841	443998	Increased_in_Mutant	TRUE
chr13:21846000-22058998	chr13	21846000	22058998	0.681518999999999	7.01287984879031e-06	0.00307407470585841	212998	Increased_in_Mutant	TRUE
chr16:42825000-43604998	chr16	42825000	43604998	-0.796867333333334	1.65795692992083e-06	0.00307407470585841	779998	Decreased_in_Mutant	TRUE
chr18:42339000-42476998	chr18	42339000	42476998	0.478982	1.14032599919797e-05	0.00311166457031145	137998	Increased_in_Mutant	TRUE
chr11:87207000-87401998	chr11	87207000	87401998	0.376765	1.35388996229991e-05	0.00334219923218344	194998	Increased_in_Mutant	TRUE
chr12:104748000-104945998	chr12	104748000	104945998	0.402713666666667	1.37791081491759e-05	0.00334219923218344	197998	Increased_in_Mutant	TRUE
chr11:11781000-12587998	chr11	11781000	12587998	0.568840333333333	2.026241646745e-05	0.00368607126237028	806998	Increased_in_Mutant	TRUE
chr9:111489000-111923998	chr9	111489000	111923998	0.538098666666666	1.72371843965855e-05	0.00368607126237028	434998	Increased_in_Mutant	TRUE
chr7:100512000-100670998	chr7	100512000	100670998	-0.607358	1.94863553335763e-05	0.00368607126237028	158998	Decreased_in_Mutant	TRUE
chr8:49683000-49832998	chr8	49683000	49832998	0.520043666666667	2.02145075718368e-05	0.00368607126237028	149998	Increased_in_Mutant	TRUE
chr16:72606000-72989998	chr16	72606000	72989998	-0.859614000000001	1.8520657721265e-05	0.00368607126237028	383998	Decreased_in_Mutant	TRUE
chr14:31122000-31205998	chr14	31122000	31205998	0.509796666666666	1.71054963746288e-05	0.00368607126237028	83998	Increased_in_Mutant	TRUE
chr13:53775000-54068998	chr13	53775000	54068998	0.555889333333333	2.81064519900127e-05	0.00369894498306523	293998	Increased_in_Mutant	TRUE
chr15:92427000-93230998	chr15	92427000	93230998	0.478983333333333	2.90015561948771e-05	0.00369894498306523	803998	Increased_in_Mutant	TRUE
chr6:52260000-52586998	chr6	52260000	52586998	0.457245333333333	2.63686551949169e-05	0.00369894498306523	326998	Increased_in_Mutant	TRUE
chr10:122097000-122534998	chr10	122097000	122534998	0.458171	2.66118596714339e-05	0.00369894498306523	437998	Increased_in_Mutant	TRUE
chr11:23973000-25925998	chr11	23973000	25925998	0.455666	2.324980703305e-05	0.00369894498306523	1952998	Increased_in_Mutant	TRUE
chr17:15054000-15485998	chr17	15054000	15485998	0.895848666666667	3.16281967011453e-05	0.00369894498306523	431998	Increased_in_Mutant	TRUE
chr8:8703000-9200998	chr8	8703000	9200998	0.330583	2.25252149861645e-05	0.00369894498306523	497998	Increased_in_Mutant	TRUE
chr7:133842000-134363998	chr7	133842000	134363998	0.506497333333333	3.33429359135658e-05	0.00369894498306523	521998	Increased_in_Mutant	TRUE
chr7:116631000-118100998	chr7	116631000	118100998	0.471311	2.98992506781722e-05	0.00369894498306523	1469998	Increased_in_Mutant	TRUE
chr11:51279000-51548998	chr11	51279000	51548998	0.465058333333333	2.45530988673134e-05	0.00369894498306523	269998	Increased_in_Mutant	TRUE
chr14:79608000-80228998	chr14	79608000	80228998	0.547938666666667	3.38886393317932e-05	0.00369894498306523	620998	Increased_in_Mutant	TRUE
chr15:31308000-31448998	chr15	31308000	31448998	0.362043333333333	2.56152962832275e-05	0.00369894498306523	140998	Increased_in_Mutant	TRUE
chr9:86586000-86753998	chr9	86586000	86753998	0.538335	2.34189146960558e-05	0.00369894498306523	167998	Increased_in_Mutant	TRUE
chr6:79980000-81833998	chr6	79980000	81833998	0.506339666666666	3.14702973012269e-05	0.00369894498306523	1853998	Increased_in_Mutant	TRUE
chr3:34641000-35114998	chr3	34641000	35114998	0.690614333333333	3.23651748964896e-05	0.00369894498306523	473998	Increased_in_Mutant	TRUE
chrX:143724000-144011998	chrX	143724000	144011998	0.596384	2.805549957952e-05	0.00369894498306523	287998	Increased_in_Mutant	TRUE
chr7:38175000-38279998	chr7	38175000	38279998	-0.741567333333334	3.61276485274142e-05	0.00379258949186966	104998	Decreased_in_Mutant	TRUE
chr4:50547000-52538998	chr4	50547000	52538998	0.312872	3.64839117403861e-05	0.00379258949186966	1991998	Increased_in_Mutant	TRUE
chr4:96696000-96806998	chr4	96696000	96806998	0.476119	3.80662881039096e-05	0.00386505613631789	110998	Increased_in_Mutant	TRUE
chr8:89970000-90794998	chr8	89970000	90794998	0.337647666666666	4.01816596425032e-05	0.00389851391109264	824998	Increased_in_Mutant	TRUE
chr18:58500000-59087998	chr18	58500000	59087998	0.390141	3.94173783097875e-05	0.00389851391109264	587998	Increased_in_Mutant	TRUE
chr15:84204000-84638998	chr15	84204000	84638998	0.495565666666666	4.54532377108979e-05	0.0041468480217624	434998	Increased_in_Mutant	TRUE
chr18:51099000-51371998	chr18	51099000	51371998	0.530078666666666	5.20576443834727e-05	0.0041468480217624	272998	Increased_in_Mutant	TRUE
chr12:15516000-16541998	chr12	15516000	16541998	0.425561666666666	4.91796715285141e-05	0.0041468480217624	1025998	Increased_in_Mutant	TRUE
chr15:39354000-39851998	chr15	39354000	39851998	-0.642339000000001	4.94092914632691e-05	0.0041468480217624	497998	Decreased_in_Mutant	TRUE
chr4:118209000-118301998	chr4	118209000	118301998	0.459666	5.31890721985099e-05	0.0041468480217624	92998	Increased_in_Mutant	TRUE
chr4:20067000-21374998	chr4	20067000	21374998	0.582647	4.68139464268821e-05	0.0041468480217624	1307998	Increased_in_Mutant	TRUE
chr19:7521000-7625998	chr19	7521000	7625998	0.429161666666667	5.24350669660242e-05	0.0041468480217624	104998	Increased_in_Mutant	TRUE
chr11:31236000-31643998	chr11	31236000	31643998	0.457639666666666	4.52736835175834e-05	0.0041468480217624	407998	Increased_in_Mutant	TRUE
chr5:64374000-64874998	chr5	64374000	64874998	0.415158666666667	4.71359570093972e-05	0.0041468480217624	500998	Increased_in_Mutant	TRUE
chr12:10590000-11186998	chr12	10590000	11186998	0.432231	5.21990448518732e-05	0.0041468480217624	596998	Increased_in_Mutant	TRUE
chr8:15261000-15737998	chr8	15261000	15737998	0.32739	4.79186542211785e-05	0.0041468480217624	476998	Increased_in_Mutant	TRUE
chrX:87642000-88130998	chrX	87642000	88130998	-0.562046333333334	6.20983128273802e-05	0.00467793424079027	488998	Decreased_in_Mutant	TRUE
chr16:58377000-58760998	chr16	58377000	58760998	0.415712333333333	6.21438813481071e-05	0.00467793424079027	383998	Increased_in_Mutant	TRUE
chr6:43326000-43688998	chr6	43326000	43688998	-0.426516666666667	6.47049719691667e-05	0.00470836512695636	362998	Decreased_in_Mutant	TRUE
chr9:8691000-8975998	chr9	8691000	8975998	0.393356	6.4127875991958e-05	0.00470836512695636	284998	Increased_in_Mutant	TRUE
chr8:11952000-12614998	chr8	11952000	12614998	0.382785333333333	7.104601855962e-05	0.00493203959900027	662998	Increased_in_Mutant	TRUE
chr14:17622000-17975998	chr14	17622000	17975998	0.439526666666666	7.2297419683009e-05	0.00493203959900027	353998	Increased_in_Mutant	TRUE
chrX:154059000-155333998	chrX	154059000	155333998	0.349114	7.11942234125065e-05	0.00493203959900027	1274998	Increased_in_Mutant	TRUE
chr8:61524000-61886998	chr8	61524000	61886998	0.534094666666666	7.04138181427447e-05	0.00493203959900027	362998	Increased_in_Mutant	TRUE
chr18:88752000-89000998	chr18	88752000	89000998	0.391971333333333	7.97087753239422e-05	0.00523042757314327	248998	Increased_in_Mutant	TRUE
chr14:122217000-122492998	chr14	122217000	122492998	-0.637052000000001	8.29937390531648e-05	0.00523042757314327	275998	Decreased_in_Mutant	TRUE
chr9:105687000-105863998	chr9	105687000	105863998	0.528950333333333	8.21476516014184e-05	0.00523042757314327	176998	Increased_in_Mutant	TRUE
chr13:24105000-24302998	chr13	24105000	24302998	0.448627333333333	8.62553333179833e-05	0.00523042757314327	197998	Increased_in_Mutant	TRUE
chr5:51429000-52112998	chr5	51429000	52112998	0.334351333333333	8.58141515065997e-05	0.00523042757314327	683998	Increased_in_Mutant	TRUE
chr6:85152000-85247998	chr6	85152000	85247998	0.353792333333333	8.10058556592068e-05	0.00523042757314327	95998	Increased_in_Mutant	TRUE
chr7:128772000-129611998	chr7	128772000	129611998	0.608379	9.7181740999221e-05	0.00525299593835092	839998	Increased_in_Mutant	TRUE
chr9:32265000-32357998	chr9	32265000	32357998	0.892375666666666	9.43210562716457e-05	0.00525299593835092	92998	Increased_in_Mutant	TRUE
chr12:105834000-105971998	chr12	105834000	105971998	0.344249999999999	9.95601851410192e-05	0.00525299593835092	137998	Increased_in_Mutant	TRUE
chr13:56271000-56435998	chr13	56271000	56435998	0.363049	9.6283507509636e-05	0.00525299593835092	164998	Increased_in_Mutant	TRUE
chr3:18024000-19118998	chr3	18024000	19118998	0.323554999999999	0.000101106901445675	0.00525299593835092	1094998	Increased_in_Mutant	TRUE
chr10:49092000-49793998	chr10	49092000	49793998	0.397092333333333	8.84886905041729e-05	0.00525299593835092	701998	Increased_in_Mutant	TRUE
chr3:97755000-97907998	chr3	97755000	97907998	0.347813666666666	9.37359603130789e-05	0.00525299593835092	152998	Increased_in_Mutant	TRUE
chrX:143091000-143453998	chrX	143091000	143453998	0.363328333333333	0.00010226858789735	0.00525299593835092	362998	Increased_in_Mutant	TRUE
chr16:62886000-64883998	chr16	62886000	64883998	-0.456395333333335	9.70534164102802e-05	0.00525299593835092	1997998	Decreased_in_Mutant	TRUE
chr5:114240000-114314998	chr5	114240000	114314998	0.481036333333333	9.12818562431389e-05	0.00525299593835092	74998	Increased_in_Mutant	TRUE
chr15:12579000-12803998	chr15	12579000	12803998	0.462576666666666	8.91298244551406e-05	0.00525299593835092	224998	Increased_in_Mutant	TRUE
chr8:11415000-11492998	chr8	11415000	11492998	0.429807	0.000101590120512197	0.00525299593835092	77998	Increased_in_Mutant	TRUE
chr13:31038000-31673998	chr13	31038000	31673998	0.314426333333333	9.91822815785364e-05	0.00525299593835092	635998	Increased_in_Mutant	TRUE
chr8:77622000-78011998	chr8	77622000	78011998	0.470770666666666	0.000108837537706629	0.00546006063516805	389998	Increased_in_Mutant	TRUE
chr6:134415000-134624998	chr6	134415000	134624998	0.470208	0.000110310236195798	0.00546006063516805	209998	Increased_in_Mutant	TRUE
chr6:21210000-21734998	chr6	21210000	21734998	0.416201333333333	0.00010951418486318	0.00546006063516805	524998	Increased_in_Mutant	TRUE
chr4:135507000-135674998	chr4	135507000	135674998	0.446670666666667	0.000112671470635175	0.00546581823103528	167998	Increased_in_Mutant	TRUE
chr15:68922000-69113998	chr15	68922000	69113998	0.308507333333333	0.000129227042929892	0.00566648694783778	191998	Increased_in_Mutant	TRUE
chr14:33312000-33377998	chr14	33312000	33377998	0.509582333333333	0.000142729315053326	0.00566648694783778	65998	Increased_in_Mutant	TRUE
chr17:83019000-83261998	chr17	83019000	83261998	0.608343999999999	0.000120868563558708	0.00566648694783778	242998	Increased_in_Mutant	TRUE
chr6:103215000-103289998	chr6	103215000	103289998	0.585853333333334	0.000122170054309954	0.00566648694783778	74998	Increased_in_Mutant	TRUE
chr4:77052000-77567998	chr4	77052000	77567998	0.362929333333333	0.000122352229601368	0.00566648694783778	515998	Increased_in_Mutant	TRUE
