TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction
chr12:80148000-80414998	chr12	80148000	80414998	0.148495	0.0247676212741205	0.234669428811763	266998	Increased_in_Mutant
chr6:112398000-112490998	chr6	112398000	112490998	0.0943756666666663	0.277968483213052	0.56940334429674	92998	Increased_in_Mutant
chr1:176706000-176870998	chr1	176706000	176870998	0.113754	0.306990558332938	0.591046989871917	164998	Increased_in_Mutant
chr1:19917000-19976998	chr1	19917000	19976998	0.17527	0.0248369611895684	0.234669428811763	59998	Increased_in_Mutant
chr1:92913000-93827998	chr1	92913000	93827998	-0.0850716666666671	0.325888377858041	0.609269575995468	914998	Decreased_in_Mutant
chr6:60963000-61316998	chr6	60963000	61316998	0.0599349999999996	0.364961744409203	0.641278133950771	353998	Increased_in_Mutant
chr3:35670000-36086998	chr3	35670000	36086998	-0.0361933333333334	0.438171882539341	0.696735860860112	416998	Decreased_in_Mutant
chr2:82047000-83348998	chr2	82047000	83348998	0.251562666666667	0.0132924841664318	0.211962299309956	1301998	Increased_in_Mutant
chr16:13110000-13421998	chr16	13110000	13421998	0.153297666666666	0.0693452213509572	0.33535948957514	311998	Increased_in_Mutant
chr8:71733000-72134998	chr8	71733000	72134998	-0.0132246666666669	0.786681645296898	0.906746645378936	401998	Decreased_in_Mutant
chr1:193326000-193385998	chr1	193326000	193385998	0.00308099999999963	0.970051825623868	0.988759132827543	59998	Increased_in_Mutant
chr5:117099000-117503998	chr5	117099000	117503998	0.027126333333333	0.73303146040705	0.879339948917701	404998	Increased_in_Mutant
chr6:112485000-112694998	chr6	112485000	112694998	0.0811993333333332	0.18104444218359	0.475968652662973	209998	Increased_in_Mutant
chr7:86724000-87065998	chr7	86724000	87065998	-0.607954333333334	2.04221742347731e-05	0.098788109604761	341998	Decreased_in_Mutant
chr2:96309000-97634998	chr2	96309000	97634998	-0.0023876666666667	0.96745594874732	0.987905324650043	1325998	Decreased_in_Mutant
chr16:33813000-33959998	chr16	33813000	33959998	-0.0211833333333337	0.807809578167149	0.914508210535501	146998	Decreased_in_Mutant
chr6:27648000-28154998	chr6	27648000	28154998	0.0723619999999996	0.131852540685781	0.423430247746616	506998	Increased_in_Mutant
chr3:107349000-107471998	chr3	107349000	107471998	0.0173013333333332	0.862817858918672	0.945967548866323	122998	Increased_in_Mutant
chr14:114846000-114920998	chr14	114846000	114920998	0.0551706666666665	0.562105462632941	0.774734755788148	74998	Increased_in_Mutant
chr3:10461000-11579998	chr3	10461000	11579998	0.0697383333333331	0.109663093000665	0.393598186519113	1118998	Increased_in_Mutant
chr9:90687000-91133998	chr9	90687000	91133998	-0.255613333333334	0.0218917476644537	0.226105994660928	446998	Decreased_in_Mutant
chr2:58137000-58199998	chr2	58137000	58199998	-0.054695666666667	0.429687969312096	0.689076092379764	62998	Decreased_in_Mutant
chr15:86046000-86135998	chr15	86046000	86135998	-0.0122280000000007	0.896056383283727	0.962648759005215	89998	Decreased_in_Mutant
chr7:67224000-67643998	chr7	67224000	67643998	-0.198708333333334	0.120873122295673	0.411694924740175	419998	Decreased_in_Mutant
chr7:113754000-114029998	chr7	113754000	114029998	-0.156187333333334	0.262951594024184	0.554998497536902	275998	Decreased_in_Mutant
chr2:155502000-155630998	chr2	155502000	155630998	-0.0403870000000005	0.456536602830118	0.711008816071215	128998	Decreased_in_Mutant
chr1:25689000-25832998	chr1	25689000	25832998	-0.0285083333333335	0.794747260332615	0.909499169409556	143998	Decreased_in_Mutant
chr10:93030000-93584998	chr10	93030000	93584998	0.0667059999999999	0.258589968752898	0.55014067146843	554998	Increased_in_Mutant
chr2:128940000-129095998	chr2	128940000	129095998	-0.0565326666666672	0.309481137282523	0.594138210583247	155998	Decreased_in_Mutant
chrX:7317000-7424998	chrX	7317000	7424998	0.00612033333333325	0.921367081840395	0.97027261557392	107998	Increased_in_Mutant
chr1:155019000-155228998	chr1	155019000	155228998	0.0958846666666657	0.356730777953914	0.63360544835299	209998	Increased_in_Mutant
chr10:39162000-39530998	chr10	39162000	39530998	0.160923999999999	0.0610435264362972	0.324329689149499	368998	Increased_in_Mutant
chr2:65616000-65672998	chr2	65616000	65672998	-0.0636609999999997	0.355765046162655	0.633571846317037	56998	Decreased_in_Mutant
chr4:63678000-63950998	chr4	63678000	63950998	0.0804526666666667	0.200232169814166	0.495199025599543	272998	Increased_in_Mutant
chr4:46608000-46661998	chr4	46608000	46661998	0.100470333333333	0.192043005845382	0.489101868418955	53998	Increased_in_Mutant
chr10:87018000-87515998	chr10	87018000	87515998	0.323095333333332	0.00681931925450656	0.182973618016803	497998	Increased_in_Mutant
chr12:41421000-41489998	chr12	41421000	41489998	0.0052463333333329	0.958468523315029	0.984269121268059	68998	Increased_in_Mutant
chr18:72351000-73172998	chr18	72351000	73172998	0.182920333333333	0.0407039764228707	0.284088000508454	821998	Increased_in_Mutant
chr14:65061000-65156998	chr14	65061000	65156998	0.0657526666666665	0.239342522305285	0.530154390259277	95998	Increased_in_Mutant
chr3:6108000-7073998	chr3	6108000	7073998	0.124949666666666	0.0167006505894922	0.217808395104853	965998	Increased_in_Mutant
chr9:65517000-65588998	chr9	65517000	65588998	-0.122576666666667	0.0966580700136736	0.378720499806471	71998	Decreased_in_Mutant
chr15:11400000-11969998	chr15	11400000	11969998	0.170971666666666	0.0415978381636755	0.285286319142154	569998	Increased_in_Mutant
chr4:154020000-154313998	chr4	154020000	154313998	0.0218086666666666	0.729527252376277	0.877586580370584	293998	Increased_in_Mutant
chrX:66642000-68648998	chrX	66642000	68648998	0	1	1	2006998	Decreased_in_Mutant
chr2:163527000-163601998	chr2	163527000	163601998	0.171419666666667	0.0544798213866297	0.311761612805371	74998	Increased_in_Mutant
