Coordinate	Sample 1	Sample 2	Sample 3	Consensus_Score	chr	condition	n_replicates
4750000	3.413808263917495	2.982005786997803	2.983178760264748	2.983178760264748	chr1	mutant	3
4775000	3.0707581387253726	3.4282060774284626	3.3992692445167503	3.3992692445167503	chr1	mutant	3
6175000	3.4901429415835623	2.5295553070949457	2.9109895396967893	2.9109895396967893	chr1	mutant	3
6875000	4.406535208238204	5.0100801645212805	4.850999497404932	4.850999497404932	chr1	mutant	3
7225000	3.029043141053465	2.142279031444478	2.4271554151908847	2.4271554151908847	chr1	mutant	3
9525000	4.217534621729154	4.264512077980762	4.130505745654865	4.217534621729154	chr1	mutant	3
10250000	2.951978135577187	3.4005335247424036	2.8589134279032318	2.951978135577187	chr1	mutant	3
13375000	5.472177500621592	5.010273476884895	5.39432867932771	5.39432867932771	chr1	mutant	3
13400000	2.753973005209559	3.5179747872305906	2.743218928993405	2.753973005209559	chr1	mutant	3
17150000	4.1518617324523275	3.324959063989373	3.598640095854519	3.598640095854519	chr1	mutant	3
18975000	3.344506797128291	3.3161659057241244	3.315927413876937	3.3161659057241244	chr1	mutant	3
20525000	3.2211306857439848	3.8298690002031646	3.4877133133258837	3.4877133133258837	chr1	mutant	3
20800000	3.337833430229573	3.1864142369606694	3.215684875256899	3.215684875256899	chr1	mutant	3
22275000	3.9789339119111276	4.110218390181887	4.48339054501625	4.110218390181887	chr1	mutant	3
22600000	5.389738964270948	5.445828334588774	5.268912256982647	5.389738964270948	chr1	mutant	3
23150000	3.592291026712428	4.161960568265325	3.3511356661818286	3.592291026712428	chr1	mutant	3
23300000	4.10002407933436	5.185013867328814	4.698041697168492	4.698041697168492	chr1	mutant	3
24250000	2.978362958439831	2.8632567766719568	3.1888346252827544	2.978362958439831	chr1	mutant	3
24275000	3.6179761730536706	3.9899558078970223	3.2998963927382605	3.6179761730536706	chr1	mutant	3
24650000	3.36918452750034	3.921208151795173	3.767434485447255	3.767434485447255	chr1	mutant	3
25825000	6.270136509923768	7.175129721762176	6.590044551546243	6.590044551546243	chr1	mutant	3
25850000	3.078467074749878	3.1446875030533015	3.110411937617988	3.110411937617988	chr1	mutant	3
33975000	2.600674638781804	3.1345421841669565	3.05399895706109	3.05399895706109	chr1	mutant	3
34200000	2.870620539336401	3.556845909609162	3.519916022221227	3.519916022221227	chr1	mutant	3
34625000	3.2650747964921485	3.033965084268015	3.345344834937269	3.2650747964921485	chr1	mutant	3
36525000	4.14897015644518	3.960793013512969	3.974525011825103	3.974525011825103	chr1	mutant	3
36950000	5.876668057189841	6.092162269371906	5.943952775427365	5.943952775427365	chr1	mutant	3
37250000	5.661370475320526	5.466042552231942	5.447568629434036	5.466042552231942	chr1	mutant	3
37650000	4.59623976618133	4.651210954119558	5.272428117021822	4.651210954119558	chr1	mutant	3
38150000	4.2440047508287515	4.389279934096325	4.0192267266065915	4.2440047508287515	chr1	mutant	3
38775000	3.32582425324915	3.5355921496410128	3.6438476869604512	3.5355921496410128	chr1	mutant	3
39025000	6.6828144254742075	6.19731938001599	6.0157600599675245	6.19731938001599	chr1	mutant	3
