Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr8	31187608	31188008	chr8	31186749	31188555	1807	*	6.79863671203557	7.74186407665394	3.10291663109679	4.54486878445474	3.53185617680261e-41	2.3969530586567e-38
chr8	40878828	40879228	chr8	40877838	40879544	1707	*	7.21828802285051	7.93887953246003	5.71251919024558	2.18772530379375	1.7961151633226098e-25	2.0491708051813898e-23
chr8	36992446	36992846	chr8	36991323	36995190	3868	*	7.27362121377314	7.9966168060431	5.75654888540651	2.18366187149196	3.3691113284903e-22	2.6841563470980997e-20
chr8	35386529	35386929	chr8	35383747	35388015	4269	*	8.01313079394782	8.48826317641173	7.29990369929362	1.10846983934986	7.65085739672155e-12	2.00564107206761e-10
chr8	38225234	38225634	chr8	38222141	38226684	4544	*	8.92982319311958	8.0912835066822	9.4566839460159	-1.25538635228352	3.12056199137985e-11	7.42612700390186e-10
chr8	38259039	38259439	chr8	38257762	38259705	1944	*	7.68757349440997	6.91123321183082	8.18955168340067	-1.1345328719763	4.35751942679986e-9	7.08493220733634e-8
chr8	34733060	34733460	chr8	34732121	34734609	2489	*	7.64199615882004	8.05432109382394	7.0624435338884	0.897439843637036	5.79372245511568e-8	7.70981628667682e-7
chr8	38251989	38252389	chr8	38251546	38253306	1761	*	7.3339061800448	6.64688872331099	7.79738569416064	-0.996079675578975	1.66372416714715e-6	1.62073799249359e-5
chr8	38232791	38233191	chr8	38230554	38236492	5939	*	10.0452362280053	9.41365016726772	10.4830323913949	-0.922150580105255	2.9154648597595e-6	2.66281474082962e-5
chr8	36159395	36159795	chr8	36158482	36160231	1750	*	7.13524133530975	7.60597341253806	6.43199238499278	0.998428503373055	8.76407845194389e-6	6.96593401515761e-5
chr8	34804867	34805267	chr8	34803852	34807412	3561	*	8.37019620563029	8.69794332143975	7.94540787528552	0.680150594626056	9.11194367816928e-6	7.20307402755711e-5
chr8	39959349	39959749	chr8	39958434	39960631	2198	*	8.18577719935428	7.6006478722569	8.60089810458766	-0.850613907725169	1.59527365252798e-5	1.1868369634154e-4
chr8	40886865	40887265	chr8	40885700	40888508	2809	*	7.97907860247958	8.29934616126457	7.56680442315243	0.653525965130368	1.68801107100517e-5	1.2467196640507e-4
chr8	39948071	39948471	chr8	39947064	39949129	2066	*	8.92751196374391	8.36956819956408	9.32884794252058	-0.800932656814206	7.47066600932265e-5	4.6310041933297e-4
chr8	34614084	34614484	chr8	34612836	34615491	2656	*	7.34230717395455	7.68296496106294	6.89550282456624	0.677829578800293	9.25867750040078e-5	5.5807896880705e-4
chr8	34622377	34622777	chr8	34621855	34623157	1303	*	7.12919206448914	7.4638646982008	6.69266024415218	0.666330682596604	1.3909908645606e-4	7.9527842488903e-4
chr8	39941768	39942168	chr8	39938571	39944180	5610	*	9.57111408890084	9.04465582298868	9.95598505282353	-0.748208531785961	2.2992110855085e-4	0.00122366377957763
