Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr1	22987763	22988163	chr1	22986781	22990042	3262	*	9.55579582480466	7.37592166827829	10.3871096573182	-2.94790947142782	3.23629047688491e-93	8.30723402511587e-89
chr4	82701609	82702009	chr4	82699212	82705962	6751	*	9.46796078246553	7.22875899072572	10.3064660764817	-2.99562570958817	2.71408924333503e-79	3.48339783935834e-75
chr4	98628393	98628793	chr4	98627535	98629196	1662	*	9.45372475776679	7.48364137642522	10.2567547810601	-2.71323518140853	2.35681239507511e-78	2.01656724563943e-74
chr5	131536647	131537047	chr5	131534339	131539409	5071	*	9.5614897640516	10.396993285954	7.34738516562615	2.9596883955073	2.41292422014118e-76	1.5484337951701e-72
chr6	71999849	72000249	chr6	71999214	72000535	1322	*	8.01009268942571	5.86642967521309	8.83685106945052	-2.89407829717517	3.29576367629153e-69	1.69197915613455e-65
chr4	98547382	98547782	chr4	98545134	98550151	5018	*	10.8615470181917	8.96332780486172	11.6537574437521	-2.62417374608812	1.77997210826839e-68	7.61501734119022e-65
chr17	70486515	70486915	chr17	70486026	70487343	1318	*	9.18021508521179	7.04825459784329	10.0054734970391	-2.8711716660956	3.11009749490029e-66	1.14047275137994e-62
chr16	37617555	37617955	chr16	37615325	37619470	4146	*	9.4342121846326	7.70664692896583	10.1980816707721	-2.43046732737029	1.87887806966843e-63	6.02861514628987e-60
chr9	75780417	75780817	chr9	75773935	75782657	8723	*	9.61182581189478	6.95249486480367	10.4928693976957	-3.41089483522492	2.25273478108442e-63	6.42504989951732e-60
chr19	17214592	17214992	chr19	17213575	17219685	6111	*	9.70121855672519	7.92886951278203	10.4729083433212	-2.48124669897149	6.6720982235112e-63	1.71266089299309e-59
chr2	132743758	132744158	chr2	132742986	132744566	1581	*	8.67345733090159	6.62369846681094	9.48778260836721	-2.78232888349509	1.15921655485659e-61	2.70508452241944e-58
chr16	31570529	31570929	chr16	31569589	31571739	2151	*	8.44127148791523	6.72069100727317	9.20389532688543	-2.41879075496644	2.46529778207455e-60	5.27347739733931e-57
chr3	137415457	137415857	chr3	137415053	137417880	2828	*	9.36872137900527	7.31319499146696	10.1838370208438	-2.78373772780235	3.91316641678344e-60	7.72669759633954e-57
chr2	79378589	79378989	chr2	79377870	79380139	2270	*	9.4072557340409	7.65895634684512	10.1747813514542	-2.4491261814269	5.38000427312066e-59	9.86423783476672e-56
chr16	33836983	33837383	chr16	33836066	33837997	1932	*	7.85878513523042	5.96333882706719	8.65056551257301	-2.6013686516436	1.12666074218494e-57	1.92801697274302e-54
chr8	114503199	114503599	chr8	114501379	114503958	2580	*	8.81924121854983	6.71886332463193	9.64038227740842	-2.82593377346038	1.20210743439428e-57	1.92855598334167e-54
chr17	88400738	88401138	chr17	88399308	88401779	2472	*	9.70332080667085	7.76421539790434	10.5017628232141	-2.65360323729294	5.03642939700812e-57	7.6047121289295e-54
chr8	26763245	26763645	chr8	26763048	26765273	2226	*	7.91067640591757	6.12252848600252	8.68505780913934	-2.48912184454193	6.10916688869452e-57	8.71201138143886e-54
chr18	68827211	68827611	chr18	68826445	68829966	3522	*	9.24425128051959	7.39006307059738	10.0295187031467	-2.56014868959684	1.14418676148089e-56	1.47759466282926e-53
chr13	108165407	108165807	chr13	108165299	108166957	1659	*	8.29920874177936	5.98462756393719	9.14638700990324	-3.05553751212156	1.23891745956135e-56	1.47759466282926e-53
chr18	39044432	39044832	chr18	39041882	39051871	9990	*	10.6380718077897	8.92096001520646	11.400074403118	-2.41323302211785	1.25314584642021e-56	1.47759466282926e-53
chr8	57566503	57566903	chr8	57563051	57567609	4559	*	10.1601452186644	8.53367097476275	10.9052717284814	-2.31141452804814	1.26639458421612e-56	1.47759466282926e-53
chr6	54440329	54440729	chr6	54439861	54441245	1385	*	7.86292114034048	5.63382200097252	8.70022512309177	-2.95859395179163	5.1195375789902e-56	5.71362652674345e-53
chr4	98620776	98621176	chr4	98620587	98621860	1274	*	8.03977939532334	6.18390216750633	8.82531770233025	-2.55927589490973	9.4100435769171e-56	1.00644336906619e-52
chr15	39820492	39820892	chr15	39819658	39821590	1933	*	8.42479020670245	6.7395516199268	9.18100097415669	-2.37707576770098	1.35350032853121e-55	1.3897199973227e-52
chr17	88387369	88387769	chr17	88386373	88387922	1550	*	8.56321228067736	6.43309502692601	9.38823318244854	-2.84712476831536	1.6878027421579e-54	1.66631571494043e-51
chr10	108867990	108868390	chr10	108866553	108870055	3503	*	10.0420920013002	8.1684192155032	10.8304621192654	-2.57906807376718	4.22335012408639e-54	4.01515460500643e-51
chr3	137111893	137112293	chr3	137111610	137113103	1494	*	8.13570909506036	6.21627776192552	8.93117792280239	-2.63310323513588	1.04171837772742e-53	9.5499532278161e-51
chr18	64873424	64873824	chr18	64873276	64875135	1860	*	7.93248183049902	6.12545409037283	8.71003487162605	-2.50058621182763	2.32996588772249e-53	2.06234118523961e-50
chr1	59314844	59315244	chr1	59314258	59317054	2797	*	9.37049501224968	7.8469124405696	10.0948649097299	-2.19337311333252	1.19873000499517e-51	1.0256733499407e-48
chr10	108800580	108800980	chr10	108797181	108802242	5062	*	9.04281225940233	7.42602757771714	9.78605891856995	-2.2935289301555	1.46741719745056e-51	1.21506877552769e-48
chr9	28613855	28614255	chr9	28612410	28615682	3273	*	9.32732193012579	7.89954226334975	10.030686234746	-2.08397312817913	3.53681687140866e-51	2.8370797585059e-48
chr4	142077599	142077999	chr4	142077515	142078391	877	*	7.72575589355631	5.8815028709723	8.50942243931449	-2.54821230348167	6.90883101467855e-51	5.37402373684193e-48
chr16	37433425	37433825	chr16	37432629	37434370	1742	*	8.28104887408567	6.36712248039423	9.0756773880672	-2.61532852790777	1.40544942227179e-50	1.06107297706748e-47
chr1	75366484	75366884	chr1	75364962	75368610	3649	*	8.18758055832754	6.6479376254146	8.91530886427059	-2.20429684212984	2.22396452952089e-50	1.63105558595062e-47
chr5	49660558	49660958	chr5	49658305	49661123	2819	*	8.3951013059327	6.44871333002938	9.19463210475722	-2.63832181582811	2.29363221897738e-50	1.63542348413696e-47
chr1	83506780	83507180	chr1	83506698	83508555	1858	*	8.30822551730402	6.47326992967927	9.0903823030816	-2.53844408530351	2.39257330776221e-50	1.6598638982959e-47
chr1	179011006	179011406	chr1	179008910	179011402	2493	*	9.1242632238459	7.90489628784534	9.77551368571278	-1.83855970463842	2.9951819878956e-50	2.02324543282348e-47
chr3	136994492	136994892	chr3	136993724	136997313	3590	*	8.71119076555198	6.87711438452531	9.49320419544339	-2.53228905732309	3.91635363051402e-50	2.57766362414524e-47
chr3	123967146	123967546	chr3	123966483	123967944	1462	*	8.81881576947625	7.01051966338845	9.59658015246684	-2.49939372698706	4.62622556197108e-50	2.96876459875589e-47
