Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr8	40302241	40302641	chr8	40300160	40303064	2905	*	8.45755752762198	9.05182445041561	7.42927870658629	1.58216737347307	5.42829495896679e-63	9.04449930295774e-60
chr8	35959270	35959670	chr8	35958904	35962756	3853	*	9.11118491777057	9.64535757955381	8.25363371962097	1.36851274562696	2.4158193086789e-54	1.47052342389466e-51
chr8	30542344	30542744	chr8	30541726	30543418	1693	*	7.53155156057823	8.17150189091597	6.35277028757165	1.7656860992881	2.0202637274965998e-50	8.44674305136761e-48
chr8	35924299	35924699	chr8	35923991	35926192	2202	*	8.52225304805801	9.06244628946005	7.64878382673746	1.37343067369036	3.92068110872756e-41	6.96501426834554e-39
chr8	35951340	35951740	chr8	35950804	35952781	1978	*	7.44871410277505	8.05655910805526	6.37780488217072	1.63748232698972	2.62119105975185e-37	3.1177109294611596e-35
chr8	40271269	40271669	chr8	40269643	40272766	3124	*	8.13183172453569	8.72797614620954	7.0977563556867	1.58100611928321	6.727368919574549e-36	7.08547720913561e-34
chr8	40634906	40635306	chr8	40633245	40637923	4679	*	8.68902226454987	9.11674733582672	8.07834489524392	1.01081295573429	1.79946837281649e-34	1.66258024302724e-32
chr8	31114865	31115265	chr8	31114797	31116825	2029	*	7.81071905863118	8.38254330895434	6.84943083098154	1.48095611308786	4.75682954338219e-31	3.07168000717123e-29
chr8	35964848	35965248	chr8	35963939	35965992	2054	*	7.58994702463128	8.10899161896074	6.77135253937355	1.31145825426045	1.86722862553335e-30	1.15528142403702e-28
chr8	35920747	35921147	chr8	35919191	35921307	2117	*	7.47218701199635	8.00148378819802	6.62735194713703	1.34495841547688	4.6266546982597e-30	2.79163981443681e-28
chr8	30647162	30647562	chr8	30646366	30649144	2779	*	7.99739827645719	8.57782613806257	7.01091729699805	1.50081919946446	1.68372916317672e-29	9.70653447384552e-28
chr8	36249961	36250361	chr8	36249428	36253591	4164	*	9.0203735283511	9.41786090101483	8.46988349861872	0.929541322587022	2.24092455536139e-29	1.26889670582105e-27
chr8	35935239	35935639	chr8	35934943	35935920	978	*	7.32644994636898	7.92632741802049	6.28075692670118	1.5840836887772	7.43631777781293e-29	4.00786543566709e-27
chr8	41056569	41056969	chr8	41055716	41057793	2078	*	7.34577645457305	7.86701915710117	6.52161155364317	1.30383910205894	6.60771054860348e-26	2.5657256569211602e-24
chr8	41052890	41053290	chr8	41051913	41054463	2551	*	8.12824266105179	8.66121280982299	7.27384200392097	1.33895400862617	7.252916979213399e-26	2.79788200935323e-24
chr8	35905295	35905695	chr8	35904377	35906688	2312	*	8.28155557288417	8.77303431409245	7.5303693295914496	1.19729185251288	9.182404490832839e-25	3.14373934395826e-23
chr8	35897937	35898337	chr8	35896681	35898782	2102	*	7.73331358251288	8.23192836727446	6.96509901350728	1.22404471356342	5.01049355107645e-24	1.5904474621637798e-22
chr8	35943010	35943410	chr8	35941866	35944125	2260	*	7.46587884818724	7.92054843987232	6.79822840007144	1.09895993228759	1.9211876568253e-23	5.8002771328455595e-22
chr8	35954160	35954560	chr8	35953734	35954995	1262	*	6.85451887508913	7.45436365702448	5.80892812746015	1.56559038540369	2.0371941478172001e-22	5.6253195574682704e-21
chr8	31111679	31112079	chr8	31110389	31113836	3448	*	8.87850168627905	9.32846466236234	8.22104459778321	1.07240312894328	2.16451865572529e-22	5.96099508967274e-21
chr8	30662251	30662651	chr8	30661087	30663519	2433	*	7.4566032200146	7.99417136327768	6.59010436697913	1.32562336767714	5.53564926855384e-20	1.20849997111804e-18
chr8	30640369	30640769	chr8	30639898	30640987	1090	*	7.0627664037863	7.64820503470323	6.06133706965367	1.49049947521529	8.25597233885936e-20	1.77062801580345e-18
chr8	41083620	41084020	chr8	41081314	41085360	4047	*	8.54544576451791	8.92292747987723	8.03278332935747	0.865131657115812	2.47689439984556e-18	4.5444863917733804e-17
chr8	35697995	35698395	chr8	35696879	35701232	4354	*	9.22031331204371	9.52391290896429	8.83531516845784	0.676478253202059	3.4303233102853697e-18	6.18953541671019e-17
chr8	34890904	34891304	chr8	34887776	34893365	5590	*	8.79948557378075	9.13677538014009	8.35847604494344	0.759111160384231	6.8106105005780695e-18	1.18596882557815e-16
chr8	35456054	35456454	chr8	35455976	35457232	1257	*	7.39738241955459	7.86158647494889	6.7087552494421	1.08889937094783	2.08541720124602e-16	3.10725661605382e-15
chr8	39314741	39315141	chr8	39313419	39316906	3488	*	8.73309929820898	9.17920058049242	8.08392765204246	1.04350938540511	3.7213923729054797e-16	5.412363777206731e-15
chr8	35452080	35452480	chr8	35450742	35452768	2027	*	8.12850927736832	8.54250230912506	7.54563344593635	0.952084527980878	4.67324528272718e-16	6.728172825831081e-15
chr8	31187453	31187853	chr8	31186701	31188568	1868	*	8.1423880515942	8.59900536035765	7.47048837113106	1.0775033532837	7.44877121611002e-16	1.04515097687195e-14
chr8	36340467	36340867	chr8	36339509	36343338	3830	*	9.23684771897707	9.53297182110607	8.86381701667266	0.654499964232584	1.1127553389979702e-15	1.53020494989382e-14
chr8	40423645	40424045	chr8	40422693	40425992	3300	*	8.51286892338535	8.83089959676638	8.10430382011979	0.706278370254947	1.1335478379820702e-15	1.55672900165075e-14
chr8	40421280	40421680	chr8	40420417	40422281	1865	*	7.65612839808542	8.04721393806648	7.11790887606264	0.895935936614598	1.44006917049463e-15	1.95050206495791e-14
chr8	30643328	30643728	chr8	30643165	30644194	1030	*	7.78000966546244	8.21258699154518	7.15931451878258	1.00030351408773	2.47718386842278e-15	3.2623479058783203e-14
