loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap
loop_3362	chr8	71175000	71180000	chr8	71815000	71820000	chr8:71175000-71180000_chr8:71815000-71820000	False	1.07804968332282	5.64584831156871	183.220309207044	2.62057735737525e-09	4.28464397930854e-05	TRUE	TRUE	strong_differential	up_in_mutant	NA	5000	5	3	TRUE	chr8	71175000	71180000	71177500	5000	chr8	71815000	71820000	71817500	5000	640000	500kb-1Mb	TRUE	20138	89241	10925	62018	69419	236193	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_3909	chr11	27750000	27755000	chr11	28580000	28585000	chr11:27750000-27755000_chr11:28580000-28585000	True	0.738853083718689	4.87722032505283	47.6797044102841	8.2242522407726e-06	0.0246137874788143	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	FALSE	chr11	27750000	27755000	27752500	5000	chr11	28580000	28585000	28582500	5000	830000	500kb-1Mb	TRUE	8821	829323	8821	0	216613	216613	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
loop_7340	chr8	41050000	41055000	chr8	41235000	41240000	chr8:41050000-41055000_chr8:41235000-41240000	True	0.515500086064682	6.47544389152402	46.8584007443257	9.03258256103277e-06	0.0246137874788143	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	FALSE	chr8	41050000	41055000	41052500	5000	chr8	41235000	41240000	41237500	5000	185000	100-500kb	TRUE	23884	32531	6760	0	78849	18536	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	FALSE	Active_Promoter	TRUE	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
loop_15623	chr4	81570000	81580000	chr4	82700000	82710000	chr4:81570000-81580000_chr4:82700000-82710000	False	-0.623738072808033	3.50470593065554	36.3343261539963	3.88560143709195e-05	0.022620335524039	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr4	81570000	81580000	81575000	10000	chr4	82700000	82710000	82705000	10000	1130000	>1Mb	TRUE	6313	127184	6496	0	17475	18028	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Active_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
loop_16094	chr11	57015000	57020000	chr11	57310000	57315000	chr11:57015000-57020000_chr11:57310000-57315000	True	0.553261047906869	5.61116679186698	48.433522820401	7.55393527112769e-06	0.0246137874788143	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	2	TRUE	chr11	57015000	57020000	57017500	5000	chr11	57310000	57315000	57312500	5000	295000	100-500kb	TRUE	5071	3612	19277	203616	14799	67726	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1298	chr8	49525000	49550000	chr8	49825000	49850000	chr8:49525000-49550000_chr8:49825000-49850000	True	-0.531581037913629	5.52012122539831	57.8273151132356	5.57272416143058e-06	0.0048740438696912	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	2	TRUE	chr8	49525000	49550000	49537500	25000	chr8	49825000	49850000	49837500	25000	3e+05	100-500kb	TRUE	11252	681048	177	518111	23965	100039954	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_40	chr8	69420000	69430000	chr8	69500000	69510000	chr8:69420000-69430000_chr8:69500000-69510000	True	0.589016452185087	7.68831282794265	47.471735888487	9.85543323192625e-06	0.0125381759837717	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	69420000	69430000	69425000	10000	chr8	69500000	69510000	69505000	10000	80000	<100kb	TRUE	14771	24460	14771	104460	378466	378466	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16964	chr8	57325000	57350000	chr8	108700000	108725000	chr8:57325000-57350000_chr8:108700000-108725000	True	-1.2421109892696	1.2184767545077	88.2994407187758	5.95220451058947e-07	0.0015617840610222	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	2	TRUE	chr8	57325000	57350000	57337500	25000	chr8	108700000	108725000	108712500	25000	51375000	>1Mb	TRUE	23117	0	2860	115404	75996	109215	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_51	chr8	89040000	89050000	chr8	92360000	92370000	chr8:89040000-89050000_chr8:92360000-92370000	True	-1.12582663455864	1.6404914677075	39.0851253061299	2.69564977865288e-05	0.0180706558798058	TRUE	TRUE	strong_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	89040000	89050000	89045000	10000	chr8	92360000	92370000	92365000	10000	3320000	>1Mb	TRUE	17114	0	16250	2374	58198	54352	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_11648	chr16	91225000	91250000	chr16	94075000	94100000	chr16:91225000-91250000_chr16:94075000-94100000	False	-0.746737347898773	3.29401388355571	53.6258055886169	8.18406230249719e-06	0.0063626537700636	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	2	TRUE	chr16	91225000	91250000	91237500	25000	chr16	94075000	94100000	94087500	25000	2850000	>1Mb	TRUE	15913	0	7737	0	50913	20465	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_849	chr5	92720000	92730000	chr5	93320000	93330000	chr5:92720000-92730000_chr5:93320000-93330000	True	-0.493827442657958	4.0352239217494	36.7819185839115	3.65565738038163e-05	0.0224640146024451	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr5	92720000	92730000	92725000	10000	chr5	93320000	93330000	93325000	10000	6e+05	500kb-1Mb	TRUE	13532	36564	3815	52742	27428	12452	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_9583	chr9	40875000	40900000	chr9	41575000	41600000	chr9:40875000-40900000_chr9:41575000-41600000	True	-0.452292326043221	4.5557855651343	43.696717940522	2.26428559817576e-05	0.0105621375536239	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	TRUE	chr9	40875000	40900000	40887500	25000	chr9	41575000	41600000	41587500	25000	7e+05	500kb-1Mb	TRUE	11780	872	15272	0	244813	387236	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_2344	chr8	34870000	34880000	chr8	35470000	35480000	chr8:34870000-34880000_chr8:35470000-35480000	False	0.407607541857131	5.60861693538885	48.5776083076662	8.72464984554685e-06	0.0120629189926992	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34870000	34880000	34875000	10000	chr8	35470000	35480000	35475000	10000	6e+05	500kb-1Mb	TRUE	13891	62702	18963	16195	319520	67276	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2361	chr8	57540000	57550000	chr8	57960000	57970000	chr8:57540000-57550000_chr8:57960000-57970000	False	-0.567636305733043	3.68410420949221	37.8844893080757	3.15315682627544e-05	0.0205159221502545	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	57540000	57550000	57545000	10000	chr8	57960000	57970000	57965000	10000	420000	100-500kb	TRUE	24402	28092	2734	306967	97165	108150	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4080	chr5	15540000	15550000	chr5	15590000	15600000	chr5:15540000-15550000_chr5:15590000-15600000	False	0.459325147918567	7.24316347898712	41.6700635185858	1.94341208136465e-05	0.0164014095997052	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr5	15540000	15550000	15545000	10000	chr5	15590000	15600000	15595000	10000	50000	<100kb	TRUE	1343	10777	2402	12666	100861755	105242399	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4307	chr8	71140000	71150000	chr8	71830000	71840000	chr8:71140000-71150000_chr8:71830000-71840000	False	0.583222953592287	5.75113265495581	71.7390580719058	1.02447615889885e-06	0.0053478346973716	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	71140000	71150000	71145000	10000	chr8	71830000	71840000	71835000	10000	690000	500kb-1Mb	TRUE	20138	54241	10925	42018	69419	236193	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4309	chr8	34850000	34860000	chr8	35460000	35470000	chr8:34850000-34860000_chr8:35460000-35470000	False	0.438531496090977	5.43537764916674	64.5433331145445	1.85642122614887e-06	0.005866821480695	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34850000	34860000	34855000	10000	chr8	35460000	35470000	35465000	10000	610000	500kb-1Mb	TRUE	13891	42702	18963	26195	319520	67276	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4389	chr8	71210000	71220000	chr8	71780000	71790000	chr8:71210000-71220000_chr8:71780000-71790000	False	1.49215068588679	4.74920228452659	198.084560402309	2.31825241885504e-09	2.56421900049556e-05	TRUE	TRUE	strong_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	71210000	71220000	71215000	10000	chr8	71780000	71790000	71785000	10000	570000	500kb-1Mb	TRUE	6427	52713	22161	54283	17925	74015	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_4713	chr9	9580000	9590000	chr9	10900000	10910000	chr9:9580000-9590000_chr9:10900000-10910000	True	0.572202495601236	3.59349188849133	36.3480858172665	3.87829331335346e-05	0.022620335524039	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr9	9580000	9590000	9585000	10000	chr9	10900000	10910000	10905000	10000	1320000	>1Mb	TRUE	1811	304430	11770	0	102466147	244682	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7428	chr8	34820000	34830000	chr8	35460000	35470000	chr8:34820000-34830000_chr8:35460000-35470000	False	0.569481690131179	4.71999454512869	58.596733876683	3.16986407661749e-06	0.0075177148628495	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	34820000	34830000	34825000	10000	chr8	35460000	35470000	35465000	10000	640000	500kb-1Mb	TRUE	13891	12702	18963	26195	319520	67276	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
