stripe_id	chr	pos1	pos2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripe_length	coord_string	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	plot_color
stripe_0146	chr10	11430001	11470000	11430001	13000000	3prime	control_only	0.08	NA	1570000	chr10:11430001-11470000->11430001-13000000	0.0920253923924751	8.81531007303375	22.204760841061	0.00070495680233817	0.035994406619204	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0373	chr12	12400001	12440000	12400001	12950000	3prime	shared	0.031	0.036	550000	chr12:12400001-12440000->12400001-12950000	0.116231838400505	8.32093083478597	25.708018081404	0.000404390152937363	0.0290823692085766	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0374	chr12	13180001	13230000	12210001	13230000	5prime	shared	0.039	0.058	1020000	chr12:13180001-13230000->12210001-13230000	0.0846027798092749	9.01751494270505	22.5918203124151	0.000661002194250673	0.035994406619204	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0395	chr12	38110001	38160000	38110001	39520000	3prime	shared	0.039	0.03	1410000	chr12:38110001-38160000->38110001-39520000	-0.0846186777171584	8.99594407437157	22.9446562093148	0.000623751329401434	0.035994406619204	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0427	chr12	88360001	88410000	88360001	89390000	3prime	shared	0.094	0.0985	1030000	chr12:88360001-88410000->88360001-89390000	0.10859767259493	8.83216962302002	22.3973361913496	0.000682666636443395	0.035994406619204	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0440	chr12	108890001	108940000	108890001	109770000	3prime	control_only	0.092	NA	880000	chr12:108890001-108940000->108890001-109770000	0.105160966645078	9.06926458113374	35.3585681342397	0.000112130536681314	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0456	chr13	17410001	17450000	16210001	17450000	5prime	control_only	0.0785	NA	1240000	chr13:17410001-17450000->16210001-17450000	0.101553753886906	8.57293920520257	25.6172785785889	0.000409958772724932	0.0290823692085766	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0586	chr14	80180001	80230000	79310001	80230000	5prime	shared	0.0235	0.031	920000	chr14:80180001-80230000->79310001-80230000	0.122818518751401	8.91567100773378	29.9215073590014	0.000222201941581028	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0607	chr15	12350001	12400000	12350001	12800000	3prime	control_only	0.09	NA	450000	chr15:12350001-12400000->12350001-12800000	0.0836264126494908	8.81020845724978	21.1929391654822	0.000837374100873412	0.0365913008265382	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0615	chr15	25980001	26030000	25980001	27280000	3prime	shared	0.054	0.0545	1300000	chr15:25980001-26030000->25980001-27280000	0.103595238142417	9.10978212657406	31.7366369139832	0.000175081662282538	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0837	chr18	3470001	3520000	3470001	4380000	3prime	shared	0.076	0.08	910000	chr18:3470001-3520000->3470001-4380000	0.086760395565793	9.08717443071488	22.2967093730454	0.000694207528019657	0.035994406619204	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0877	chr18	42170001	42240000	40310001	42240000	5prime	control_only	0.096	NA	1930000	chr18:42170001-42240000->40310001-42240000	0.0893939667619645	9.54851858754527	22.1724797573334	0.000708777565146646	0.035994406619204	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0879	chr18	46100001	46150000	44900001	46150000	5prime	shared	0.044	0.0885	1250000	chr18:46100001-46150000->44900001-46150000	0.0850795135269674	9.19974436488481	21.6606582722193	0.000772781778488152	0.0363014240444809	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0917	chr18	74970001	75010000	73690001	75010000	5prime	shared	0.09	0.071	1320000	chr18:74970001-75010000->73690001-75010000	0.0880590251477769	8.81043426110361	19.9830473610781	0.00103673188902304	0.0405837337390476	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0924	chr18	81890001	81930000	80850001	81930000	5prime	control_only	0.066	NA	1080000	chr18:81890001-81930000->80850001-81930000	0.111589647112823	8.76895950122026	32.6397430430531	0.000156111734023863	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0969	chr19	56110001	56150000	55340001	56150000	5prime	control_only	0.087	NA	810000	chr19:56110001-56150000->55340001-56150000	0.0891057408029224	8.75808060522947	19.4766122365294	0.0011366926514858	0.0418793233753298	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1015	chr2	43230001	43290000	41030001	43290000	5prime	control_only	0.041	NA	2260000	chr2:43230001-43290000->41030001-43290000	0.170282057973594	9.30897327644089	55.9436245293334	1.52079580858281e-05	0.00952525108109034	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1079	chr2	106170001	106210000	105490001	106210000	5prime	mutant_only	NA	0.064	720000	chr2:106170001-106210000->105490001-106210000	-0.0985598658129957	8.54179326888516	25.9226840019033	0.000391570782092976	0.0290823692085766	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1106	chr2	139560001	139600000	137960001	139600000	5prime	shared	0.0585	0.036	1640000	chr2:139560001-139600000->137960001-139600000	-0.11591194488297	8.67900799779525	19.6636060713389	0.00109849999072495	0.0418793233753298	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1124	chr2	160330001	160390000	159040001	160390000	5prime	control_only	0.087	NA	1350000	chr2:160330001-160390000->159040001-160390000	0.0918494523770665	9.54433646931757	21.7249842745201	0.00076437018514472	0.0363014240444809	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1125	chr2	160550001	160590000	158930001	160590000	5prime	shared	0.018	0.0305	1660000	chr2:160550001-160590000->158930001-160590000	0.0924452358795903	9.16787319985958	19.5534263137894	0.00112081521470576	0.0418793233753298	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1134	chr2	170890001	170930000	170890001	172190000	3prime	shared	0.0565	0.0825	1300000	chr2:170890001-170930000->170890001-172190000	0.0907311255251664	8.84116459545617	21.8962444923803	0.000742501518948362	0.0363014240444809	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1136	chr2	174250001	174300000	173550001	174300000	5prime	shared	0.048	0.064	750000	chr2:174250001-174300000->173550001-174300000	0.115997649767352	9.00471265513544	28.1387275437376	0.000283914586215366	0.0269923802889957	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1263	chr4	56330001	56370000	55570001	56370000	5prime	control_only	0.081	NA	800000	chr4:56330001-56370000->55570001-56370000	0.115213399436073	8.54290265333484	33.549297551773	0.000139427085040585	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1264	chr4	56660001	56720000	54940001	56720000	5prime	control_only	0.087	NA	1780000	chr4:56660001-56720000->54940001-56720000	0.101672996791697	9.40602342325999	36.2559344152797	0.000100972791048069	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1277	chr4	73010001	73050000	72000001	73050000	5prime	control_only	0.086	NA	1050000	chr4:73010001-73050000->72000001-73050000	0.122412558181771	8.5802121371372	42.4072401864687	5.18060111220099e-05	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1361	chr4	147020001	147060000	147020001	147620000	3prime	control_only	0.0945	NA	600000	chr4:147020001-147060000->147020001-147620000	0.269349919704965	7.70487443020703	25.0458143422897	0.000447205220301185	0.0296451248851373	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1410	chr5	75820001	75860000	75190001	75860000	5prime	control_only	0.022	NA	670000	chr5:75820001-75860000->75190001-75860000	0.0941407273597455	8.61311771513613	20.3727683565108	0.000966887008280512	0.03949523235998	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1504	chr6	43360001	43410000	43360001	45650000	3prime	control_only	0.088	NA	2290000	chr6:43360001-43410000->43360001-45650000	-0.0875544218429594	9.14203621083093	23.6603020891077	0.000555593663572	0.0347986831283929	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1505	chr6	45040001	45090000	45040001	47020000	3prime	mutant_only	NA	0.072	1980000	chr6:45040001-45090000->45040001-47020000	-0.108606345271989	9.10321474329243	28.0544488918463	0.000287305804034015	0.0269923802889957	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1554	chr6	111040001	111110000	111040001	112190000	3prime	control_only	0.071	NA	1150000	chr6:111040001-111110000->111040001-112190000	-0.0833476320025634	9.48609949694859	21.4381884284985	0.000802735632885283	0.0365913008265382	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1604	chr7	66630001	66690000	66060001	66690000	5prime	control_only	0.029	NA	630000	chr7:66630001-66690000->66060001-66690000	0.109046067562012	9.22413476977883	30.4566027325201	0.000206892211567442	0.0231954137905973	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1615	chr7	74310001	74360000	73620001	74360000	5prime	shared	0.013	0.016	740000	chr7:74310001-74360000->73620001-74360000	0.0958860718299879	9.08806226249905	18.3867733552786	0.00139361109782271	0.0494074576001673	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1624	chr7	78890001	78940000	78890001	79360000	3prime	control_only	0.042	NA	470000	chr7:78890001-78940000->78890001-79360000	0.098646619444374	8.72065345342574	21.2982601471684	0.000822284969388926	0.0365913008265382	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1641	chr7	102890001	102930000	102490001	102930000	5prime	shared	0.0745	0.087	440000	chr7:102890001-102930000->102490001-102930000	0.140697044704598	8.17146434914373	20.5713435100635	0.000933460148770991	0.03949523235998	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1654	chr7	117850001	117900000	117300001	117900000	5prime	shared	0.049	0.0655	600000	chr7:117850001-117900000->117300001-117900000	0.12929021102382	8.79200089545259	27.3247902750527	0.000318774201085372	0.0285227011352102	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1655	chr7	118070001	118110000	116430001	118110000	5prime	shared	0.092	0.075	1680000	chr7:118070001-118110000->116430001-118110000	0.12176158059183	8.86189075092895	18.5723769082054	0.00134531336487321	0.0486123810114761	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1664	chr7	131830001	131880000	130990001	131880000	5prime	control_only	0.093	NA	890000	chr7:131830001-131880000->130990001-131880000	0.120986504800486	9.04347582940999	24.8973088360926	0.000457535189818511	0.0296451248851373	TRUE	TRUE	up_in_mutant	firebrick3
stripe_1691	chr8	20490001	20530000	20490001	21900000	3prime	mutant_only	NA	0.063	1410000	chr8:20490001-20530000->20490001-21900000	-0.237449735307785	7.88940128048981	20.1993390099047	0.000997253248801399	0.0398689117978262	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1692	chr8	23080001	23150000	22640001	23150000	5prime	mutant_only	NA	0.069	510000	chr8:23080001-23150000->22640001-23150000	-0.120912510188516	9.65171355322136	38.199876711754	8.10201651088356e-05	0.0231954137905973	TRUE	TRUE	down_in_mutant	steelblue3
stripe_1712	chr8	49820001	49860000	48090001	49860000	5prime	shared	0.066	0.0475	1770000	chr8:49820001-49860000->48090001-49860000	-0.201889869323821	8.71884399901823	93.6667488825377	1.36922753304378e-06	0.00257277853458926	TRUE	TRUE	down_in_mutant	steelblue3
