loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_4184	chr8	69440000	69445000	chr8	69485000	69490000	chr8:69440000-69445000_chr8:69485000-69490000	TRUE	2.25393670879079	8.77130105431825	4.13031105244296	0.108751348341097	0.322116083984453	FALSE	FALSE	non_significant	unchanged	#999999
loop_11379	chr2	23435000	23440000	chr2	23550000	23555000	chr2:23435000-23440000_chr2:23550000-23555000	TRUE	-1.89438963640139	4.6306452723449	6.75072474748066	0.0554916662623589	0.217529550766119	FALSE	FALSE	non_significant	unchanged	#999999
loop_3747	chr1	115685000	115690000	chr1	116475000	116480000	chr1:115685000-115690000_chr1:116475000-116480000	TRUE	1.604361655112	3.6321178560789	49.1765612586271	2.39653438204085e-06	0.000459859289965866	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_801	chr5	131770000	131775000	chr5	132480000	132485000	chr5:131770000-131775000_chr5:132480000-132485000	TRUE	-1.56371374471335	3.07740109529891	1.55251031713116	0.277134030643891	0.538341162259745	FALSE	FALSE	non_significant	unchanged	#999999
loop_17645	chr4	20120000	20125000	chr4	20775000	20780000	chr4:20120000-20125000_chr4:20775000-20780000	FALSE	1.52293532580036	4.3588283903247	88.8268544283266	4.54017500522484e-08	4.13512851815376e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_7263	chr9	124270000	124275000	chr9	124325000	124330000	chr9:124270000-124275000_chr9:124325000-124330000	TRUE	1.25904620502474	7.86169984314417	2.75172262742006	0.169255924586082	0.411569984571592	FALSE	FALSE	non_significant	unchanged	#999999
loop_17276	chr14	23580000	23585000	chr14	24005000	24010000	chr14:23580000-23585000_chr14:24005000-24010000	FALSE	1.25335912061541	5.14468475178569	163.900136808496	5.07473086367673e-10	7.37587349772016e-06	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17755	chr7	128860000	128865000	chr7	129305000	129310000	chr7:128860000-128865000_chr7:129305000-129310000	TRUE	1.24597798561327	3.98479202512176	56.1525202083946	1.02377904211966e-06	0.000317406805782686	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17267	chr8	120965000	120970000	chr8	121090000	121095000	chr8:120965000-120970000_chr8:121090000-121095000	FALSE	1.22395840370201	5.4718585945132	115.283317894224	6.9705094093598e-09	1.71198166888185e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17895	chr2	70275000	70280000	chr2	70560000	70565000	chr2:70275000-70280000_chr2:70560000-70565000	TRUE	1.22238812498434	5.39213042486125	125.564473082885	3.72253347418105e-09	1.71198166888185e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17479	chr1	19205000	19210000	chr1	19970000	19975000	chr1:19205000-19210000_chr1:19970000-19975000	TRUE	1.2107183085061	5.08807241225677	113.893351340262	7.61642384109377e-09	1.71198166888185e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_5291	chr8	28145000	28150000	chr8	29290000	29295000	chr8:28145000-28150000_chr8:29290000-29295000	TRUE	1.14578445795186	3.93482711398875	59.9246939331636	6.68882700471251e-07	0.00024198694283767	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_6119	chr6	80015000	80020000	chr6	81765000	81770000	chr6:80015000-80020000_chr6:81765000-81770000	FALSE	1.14082949699617	3.85994796501976	65.7098152422354	3.6237885855283e-07	0.000158934064256024	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17492	chr1	14740000	14745000	chr1	14860000	14865000	chr1:14740000-14745000_chr1:14860000-14865000	FALSE	1.1239063194307	5.50192978897357	111.673453432275	8.7908395262976e-09	1.73976049952336e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17372	chr13	9880000	9885000	chr13	10345000	10350000	chr13:9880000-9885000_chr13:10345000-10350000	FALSE	1.10462575428814	4.5140880503443	50.4159910366947	2.04589234795469e-06	0.000418059502283196	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_3239	chr6	51175000	51180000	chr6	52310000	52315000	chr6:51175000-51180000_chr6:52310000-52315000	TRUE	-1.08384048364208	4.23666274790721	54.4821990666588	1.24496974538094e-06	0.000349797593147502	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_17334	chr11	24460000	24465000	chr11	24690000	24695000	chr11:24460000-24465000_chr11:24690000-24695000	TRUE	1.08141927123327	4.76075332338821	95.828400378506	2.64927103539175e-08	3.23166488466957e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17498	chr1	40580000	40585000	chr1	40765000	40770000	chr1:40580000-40585000_chr1:40765000-40770000	FALSE	1.08047964700639	4.69794999780937	65.0671118355813	3.86950177924486e-07	0.000165669954748527	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_6070	chr5	50475000	50480000	chr5	50700000	50705000	chr5:50475000-50480000_chr5:50700000-50705000	TRUE	1.07931142740985	4.15299058396752	74.8710408609389	1.49328203431301e-07	9.25937846241952e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_860	chr5	131770000	131775000	chr5	132540000	132545000	chr5:131770000-131775000_chr5:132540000-132545000	TRUE	-1.07219689734379	2.48283441669425	1.95495874410109	0.216015226337355	0.467975371198987	FALSE	FALSE	non_significant	unchanged	#999999
loop_17736	chr7	136485000	136490000	chr7	137315000	137320000	chr7:136485000-136490000_chr7:137315000-137320000	FALSE	1.06988636495955	4.51883424849433	53.1550058655893	1.45926633216063e-06	0.000362039224355747	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_5699	chr1	32175000	32180000	chr1	32550000	32555000	chr1:32175000-32180000_chr1:32550000-32555000	TRUE	1.05945962598051	4.25902291640937	57.0723704811407	9.20849917868084e-07	0.000293216609655198	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17358	chr13	96855000	96860000	chr13	97095000	97100000	chr13:96855000-96860000_chr13:97095000-97100000	TRUE	1.05264946156752	5.90794577498155	5.29512294765565	0.0776634503226942	0.263474832528791	FALSE	FALSE	non_significant	unchanged	#999999
loop_2472	chr17	45505000	45510000	chr17	45640000	45645000	chr17:45505000-45510000_chr17:45640000-45645000	TRUE	-1.04924344335913	5.67992856750914	4.20945250774575	0.104357706544654	0.314032183683385	FALSE	FALSE	non_significant	unchanged	#999999
loop_13506	chr6	43395000	43400000	chr6	43665000	43670000	chr6:43395000-43400000_chr6:43665000-43670000	FALSE	-1.04274915649848	4.95538244471808	98.5793453992664	2.16387759975449e-08	3.15817491443962e-05	TRUE	TRUE	strong_differential	down_in_mutant	#4575b4
loop_5603	chr16	28835000	28840000	chr16	29435000	29440000	chr16:28835000-28840000_chr16:29435000-29440000	TRUE	1.03413657881162	4.59170501553347	10.251216198372	0.0146030091971016	0.0980184066376561	FALSE	TRUE	trending	unchanged	#999999
loop_17632	chr4	47120000	47125000	chr4	47400000	47405000	chr4:47120000-47125000_chr4:47400000-47405000	TRUE	1.01682978020938	5.07778292153446	122.16126835764	4.55792091231789e-09	1.71198166888185e-05	TRUE	TRUE	strong_differential	up_in_mutant	#d73027
loop_17271	chr14	23790000	23795000	chr14	24005000	24010000	chr14:23790000-23795000_chr14:24005000-24010000	FALSE	0.994282661134267	5.06541757552903	82.9148352061701	7.36234724297276e-08	5.29558912492545e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_3740	chr1	113970000	113975000	chr1	114330000	114335000	chr1:113970000-113975000_chr1:114330000-114335000	TRUE	0.993297374282723	3.83249732237098	37.9189207252847	1.17288762159299e-05	0.00111004553744659	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_331	chr15	42065000	42070000	chr15	42675000	42680000	chr15:42065000-42070000_chr15:42675000-42680000	FALSE	-0.988105962977541	4.24721614622138	43.9655134571648	4.81116279677133e-06	0.000703368531801154	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_5171	chr7	133955000	133960000	chr7	134345000	134350000	chr7:133955000-133960000_chr7:134345000-134350000	TRUE	0.979009535481822	3.72880594628536	49.9405820499289	2.17311191134284e-06	0.000436335751359133	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_2797	chr2	138585000	138590000	chr2	139275000	139280000	chr2:138585000-138590000_chr2:139275000-139280000	TRUE	-0.959745981857733	4.24770175667044	33.6499802316332	2.34452424619153e-05	0.00168636939980064	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_1591	chr4	82535000	82540000	chr4	82700000	82705000	chr4:82535000-82540000_chr4:82700000-82705000	TRUE	-0.956922657768539	3.52403705175537	40.2437413228929	8.2332135843966e-06	0.000903220614560827	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_16538	chr16	42190000	42195000	chr16	42910000	42915000	chr16:42190000-42195000_chr16:42910000-42915000	FALSE	0.942449475693754	4.35291650215038	42.9550185813468	5.54706281824601e-06	0.000736489090012922	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17715	chr7	134225000	134230000	chr7	134340000	134345000	chr7:134225000-134230000_chr7:134340000-134345000	FALSE	0.942238097281974	5.0782347212027	66.7560461912852	3.2576774591566e-07	0.000150203989924497	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_7438	chr9	90700000	90705000	chr9	90825000	90830000	chr9:90700000-90705000_chr9:90825000-90830000	TRUE	-0.923929346953748	5.08460951432576	40.2374934332497	8.23758095806782e-06	0.000903220614560827	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_17599	chr3	82875000	82880000	chr3	82980000	82985000	chr3:82875000-82880000_chr3:82980000-82985000	TRUE	0.915368168600921	4.99971884968162	3.0707292214085	0.146341861585478	0.379290768957921	FALSE	FALSE	non_significant	unchanged	#999999
loop_17594	chr3	87085000	87090000	chr3	87175000	87180000	chr3:87085000-87090000_chr3:87175000-87180000	TRUE	0.90446146538996	5.53982361451605	107.039731099556	1.19578570918596e-08	1.95478351114381e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17584	chrX	144405000	144410000	chrX	144640000	144645000	chrX:144405000-144410000_chrX:144640000-144645000	TRUE	0.900831779966779	4.00558327821174	54.7176733317876	1.21078106597801e-06	0.000345591509974866	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_11489	chr2	70125000	70130000	chr2	70560000	70565000	chr2:70125000-70130000_chr2:70560000-70565000	FALSE	0.891049329285052	5.44606496730899	88.6610513813142	4.59918642882189e-08	4.13512851815376e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_1066	chr8	95970000	95975000	chr8	100770000	100775000	chr8:95970000-95975000_chr8:100770000-100775000	TRUE	-0.888131708976306	3.82885937751243	41.2433576115033	7.10145201261509e-06	0.00084568417278705	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_4005	chr5	3340000	3345000	chr5	3515000	3520000	chr5:3340000-3345000_chr5:3515000-3520000	TRUE	0.887752958489761	5.323220703592	43.382086670034	5.22111180299725e-06	0.000733484628449192	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5817	chr2	147845000	147850000	chr2	148045000	148050000	chr2:147845000-147850000_chr2:148045000-148050000	TRUE	0.885044711374076	4.97319994049166	42.0019199883181	6.35832652666258e-06	0.000796708044060618	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5589	chr16	58460000	58465000	chr16	58660000	58665000	chr16:58460000-58465000_chr16:58660000-58665000	TRUE	0.884913352859622	5.00101473181739	36.8923064104427	1.37797484244333e-05	0.00121734173791878	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_7503	chr9	41470000	41475000	chr9	41950000	41955000	chr9:41470000-41475000_chr9:41950000-41955000	TRUE	0.879347095069477	5.38721675097104	95.5940344814155	2.69574982037835e-08	3.23166488466957e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_14635	chr10	57000000	57005000	chr10	57315000	57320000	chr10:57000000-57005000_chr10:57315000-57320000	FALSE	0.865651684792808	4.64170959382413	54.7291923850499	1.20896521696506e-06	0.000345591509974866	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_7811	chr11	33195000	33200000	chr11	33295000	33300000	chr11:33195000-33200000_chr11:33295000-33300000	TRUE	-0.864115610748113	6.00365161837417	86.2689949641086	5.57601820589421e-08	4.77466473230427e-05	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_17270	chr8	102785000	102790000	chr8	104025000	104030000	chr8:102785000-102790000_chr8:104025000-104030000	TRUE	0.863316868169563	4.10550941849205	48.7651791832078	2.52545322504706e-06	0.000466419950839493	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17499	chr1	19205000	19210000	chr1	20510000	20515000	chr1:19205000-19210000_chr1:20510000-20515000	FALSE	0.851294801002994	4.7507758771499	25.3171944634109	0.000110254686085131	0.00451617258583786	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17753	chr7	116700000	116705000	chr7	117375000	117380000	chr7:116700000-116705000_chr7:117375000-117380000	TRUE	0.851227472321765	4.07396640212936	35.7254580939045	1.6619879481607e-05	0.00136465147414729	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17299	chr9	105690000	105695000	chr9	105855000	105860000	chr9:105690000-105695000_chr9:105855000-105860000	FALSE	0.848374139205199	5.73020856411156	114.064497082789	7.53299625942563e-09	1.71198166888185e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_4423	chr13	28415000	28420000	chr13	28480000	28485000	chr13:28415000-28420000_chr13:28480000-28485000	TRUE	0.847880784781991	5.11825478577602	17.9575986604325	0.0013955084197743	0.0227301018155629	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17329	chr11	12370000	12375000	chr11	12540000	12545000	chr11:12370000-12375000_chr11:12540000-12545000	TRUE	0.847491245953926	6.32489123177574	153.798824493606	8.20361861608293e-10	7.37587349772016e-06	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_6678	chr8	61535000	61540000	chr8	61870000	61875000	chr8:61535000-61540000_chr8:61870000-61875000	TRUE	0.84546439533548	5.75373500018059	70.6881811094729	2.21161961069676e-07	0.000110013055006296	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17366	chr13	96855000	96860000	chr13	97005000	97010000	chr13:96855000-96860000_chr13:97005000-97010000	TRUE	0.844464463513044	5.28238172238943	5.37015035195877	0.0660243820536339	0.240661886583396	FALSE	FALSE	non_significant	unchanged	#999999
loop_1356	chr17	6560000	6565000	chr17	6690000	6695000	chr17:6560000-6565000_chr17:6690000-6695000	TRUE	0.843108005498352	8.78873486112805	3.94112301283327	0.114546142606678	0.330490096988877	FALSE	FALSE	non_significant	unchanged	#999999
loop_17268	chr8	16890000	16895000	chr8	17420000	17425000	chr8:16890000-16895000_chr8:17420000-17425000	TRUE	0.840195182073115	4.0381079961619	30.3340822603615	4.19383212886298e-05	0.00244848991367578	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17432	chr16	42170000	42175000	chr16	42910000	42915000	chr16:42170000-42175000_chr16:42910000-42915000	TRUE	0.838996652360055	4.50839875735606	41.6595098257567	6.68205290979521e-06	0.00080642064042911	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_10130	chr1	43140000	43145000	chr1	43260000	43265000	chr1:43140000-43145000_chr1:43260000-43265000	TRUE	0.835779933669759	6.01505476270292	115.128720328802	7.03902638800766e-09	1.71198166888185e-05	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_8419	chr13	83660000	83665000	chr13	85165000	85170000	chr13:83660000-83665000_chr13:85165000-85170000	TRUE	-0.826028784342873	4.46100308344166	49.8127045695889	2.2081277596308e-06	0.000436335751359133	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_10327	chr1	181270000	181275000	chr1	181610000	181615000	chr1:181270000-181275000_chr1:181610000-181615000	FALSE	0.821283808495087	5.94059877063311	1.34709136733372	0.307474608238504	0.56839213380503	FALSE	FALSE	non_significant	unchanged	#999999
loop_3884	chrX	50675000	50680000	chrX	50925000	50930000	chrX:50675000-50680000_chrX:50925000-50930000	TRUE	0.819770211173608	3.55983997480652	23.3783255632891	0.000165591451046558	0.00572120938098875	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5561	chr15	61985000	61990000	chr15	63110000	63115000	chr15:61985000-61990000_chr15:63110000-63115000	TRUE	0.818645046401275	3.40850031867638	27.543533156616	7.08051128740238e-05	0.00342233136183016	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5753	chr18	45010000	45015000	chr18	46135000	46140000	chr18:45010000-45015000_chr18:46135000-46140000	TRUE	0.818208172398066	4.39538362834545	34.1551783636862	2.15321365060665e-05	0.00159371574478125	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5315	chr14	23580000	23585000	chr14	23790000	23795000	chr14:23580000-23585000_chr14:23790000-23795000	TRUE	0.813854982664332	4.09653288482898	36.8789014196434	1.38103500464593e-05	0.00121734173791878	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17966	chr7	135835000	135840000	chr7	137320000	137325000	chr7:135835000-135840000_chr7:137320000-137325000	FALSE	0.813322243480786	3.7233677492431	19.1510044049715	0.000434160674549458	0.0107832558698182	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17309	chr9	74530000	74535000	chr9	74870000	74875000	chr9:74530000-74535000_chr9:74870000-74875000	TRUE	0.812856320883933	4.82770153560068	48.7437384505154	2.53218002775007e-06	0.000466419950839493	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_5602	chr16	43535000	43540000	chr16	43795000	43800000	chr16:43535000-43540000_chr16:43795000-43800000	TRUE	0.804411297350791	4.20193082824919	47.0233089588391	3.17252689962724e-06	0.000523455349314004	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_17636	chr4	114345000	114350000	chr4	114635000	114640000	chr4:114345000-114350000_chr4:114635000-114640000	FALSE	0.799743421073666	4.82549748628405	57.7555820772032	8.51875706000109e-07	0.000289026961231961	TRUE	TRUE	moderate_differential	up_in_mutant	#d73027
loop_15092	chr15	42325000	42330000	chr15	42675000	42680000	chr15:42325000-42330000_chr15:42675000-42680000	FALSE	-0.799597871920787	4.69998610074751	48.5881373603205	2.58370872150034e-06	0.000469295456868879	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
