chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type
chr1	3060000	4.132992780246243	1.8499098358204709	0.3661980131141468	Differential	Matrix 1	Complex
chr1	3350000	2.033831833005341	2.2279530801393834	1.4927042217486015	Differential	Matrix 1	Complex
chr1	3510000	-2.5398392360354314	1.336311680588243	2.238485225763546	Differential	Matrix 2	Merge
chr1	5020000	2.0691253459915213	2.1434975816833663	1.3959681363379253	Differential	Matrix 1	Split
chr1	5320000	-3.3260894695191445	0.677703781481184	1.8633265091031281	Differential	Matrix 2	Merge
chr1	5630000	-2.0413777577789647	2.1555565189959403	2.876470193176346	Differential	Matrix 2	Strength Change
chr1	5770000	2.2420027822457684	1.862578809158122	1.054379801004944	Differential	Matrix 1	Complex
chr1	7430000	2.7988142767256483	2.0135927321659617	1.0058843667529402	Differential	Matrix 1	Split
chr1	9390000	2.3462830304599627	1.526556662561273	0.6824087394588292	Differential	Matrix 1	Split
chr1	10250000	2.3342454608633623	2.2045345107177052	1.3620529396320205	Differential	Matrix 1	Split
chr1	10730000	2.7695065550946443	3.1852704779699743	2.1834801370456938	Differential	Matrix 1	Strength Change
chr1	10890000	3.3186879349401637	1.8727249585827432	0.6798374229797955	Differential	Matrix 1	Complex
chr1	11160000	2.7339344652743662	1.7505649988600815	0.7670570731503855	Differential	Matrix 1	Split
chr1	13130000	2.0665628829263354	2.1176699252730242	1.371156274455988	Differential	Matrix 1	Split
chr1	14000000	2.775528964001576	2.0723947280470307	1.0727766528624654	Differential	Matrix 1	Split
chr1	14330000	-2.3440144275382266	0.817094778895776	1.6513265869734806	Differential	Matrix 2	Complex
chr1	14480000	2.2375587195146864	2.994684156981546	2.183674302412967	Differential	Matrix 1	Strength Change
chr1	17620000	2.000504883145572	2.314291928616059	1.5906137791412067	Differential	Matrix 1	Strength Change
chr1	18110000	-3.7922112245452015	1.3906528112812429	2.740029001822269	Differential	Matrix 2	Merge
chr1	18210000	-3.0820905232390756	1.176066036094166	2.272583126819496	Differential	Matrix 2	Merge
