#Position (bp)	Coverage	Std
3406923.0	0.38018842518431223	0.8892853195523355
1.0220768E7	0.6905582677621812	1.1864839790384143
1.7034613E7	0.7168573690772244	1.2179853847727604
2.3848458E7	0.6978456363477596	1.2022106278703664
3.0662303E7	0.74785352469861	1.256044530480683
3.7476148E7	0.7275218323868535	1.2239261953091358
4.4289993E7	0.6978829133917781	1.1959553999825179
5.1103838E7	0.7309677575583242	1.2317679571574338
5.7917683E7	0.6613986669787763	1.190316607754769
6.4731528E7	0.6629346573043561	1.15836678830477
7.1545373E7	0.7038969920800957	1.2082870038295608
7.8359218E7	0.5860996251015396	1.0741454741972338
8.5173063E7	0.6424239177732983	1.1343875497028453
9.1986908E7	0.6947975775791788	1.1938087461542284
9.8800753E7	0.7268360228329233	1.2282245271692491
1.05614598E8	0.7248157244551351	1.2300755194014095
1.12428443E8	0.7322736281790971	1.2341083790096932
1.19242288E8	0.6806631204554844	1.1781297667682005
1.26056133E8	0.6854511659716357	1.1844969773059648
1.300790245E8	0.6725687494013497	1.1778495477646003
1.33485947E8	0.5466825226575792	2.8512281526468057
1.39683823E8	0.7078856357900716	1.2108491838918625
1.46497668E8	0.7629174130024972	1.274407770503466
1.53311513E8	0.7095628092508708	1.210112523040455
1.60125358E8	0.7108066003849515	1.2161296878841166
1.66939203E8	0.7005824171227846	1.1984965536050873
1.73753048E8	0.7137833337858434	1.2167283444344197
1.80566893E8	0.6682734931598826	1.165337324088435
1.87380738E8	0.6463429972357752	1.1402954796058404
1.94194583E8	0.6609136251264888	1.1543090952235882
2.01008428E8	0.6527103272821733	1.1462187322276294
2.07822273E8	0.6166760470776779	1.1050229706173387
2.14636118E8	0.6569872076632209	1.1492201200345398
2.21449963E8	0.6936067668108095	1.1954125144264613
2.28263808E8	0.5983025736570174	1.0828182728025075
2.35077653E8	0.6263283065581915	1.1128691901871983
2.41891498E8	0.6911640931074893	1.1988677749189895
2.48705343E8	0.5440220609655781	1.0185473120066069
2.52444901E8	0.5470146752225785	1.0446830945098677
2.558518235E8	0.6365443434526444	57.75252622104284
2.62333033E8	0.7240506644926616	1.2296814954638324
