#Position (bp)	mapping quality
3406923.0	40.36902775284737
1.0220768E7	40.65693973911012
1.7034613E7	40.82131166503397
2.3848458E7	40.603304260851495
3.0662303E7	40.72712263808446
3.7476148E7	40.78703491331131
4.4289993E7	40.7815093834919
5.1103838E7	40.576560608637216
5.7917683E7	40.40871326665288
6.4731528E7	40.82252042998946
7.1545373E7	40.76134392634238
7.8359218E7	40.642847591842134
8.5173063E7	40.587828510087206
9.1986908E7	40.989988050887966
9.8800753E7	40.84525541196168
1.05614598E8	40.837021557136964
1.12428443E8	40.86410771687264
1.19242288E8	40.766753206654776
1.26056133E8	40.459843770273274
1.300790245E8	40.04220198102015
1.33485947E8	35.93277308996697
1.39683823E8	40.67752154434724
1.46497668E8	40.76664516646561
1.53311513E8	40.92190266049564
1.60125358E8	40.67466571525435
1.66939203E8	41.00243021078166
1.73753048E8	40.83920829162048
1.80566893E8	40.612914163836614
1.87380738E8	40.90563388820505
1.94194583E8	40.9702457918671
2.01008428E8	40.907167158294826
2.07822273E8	40.84909500027963
2.14636118E8	40.964408327821346
2.21449963E8	40.892476062333465
2.28263808E8	40.83338210595179
2.35077653E8	40.900552615645324
2.41891498E8	40.90033305127843
2.48705343E8	40.88438828104051
2.52444901E8	40.62859529612847
2.558518235E8	22.779167518345155
2.62333033E8	40.78790222656256
2.69146878E8	39.33752801209758
2.75960723E8	36.64559841069784
2.82774568E8	40.95768277476782
2.89588413E8	40.891529187226055
2.96402258E8	40.867875378009785
3.03216103E8	40.74298747233639
3.10029948E8	40.72897278545486
3.16843793E8	40.79885846564522
3.23657638E8	40.911465218236565
3.30471483E8	40.91122335725861
3.37285328E8	40.69733236956577
3.44099173E8	40.47445643002582
3.50913018E8	40.802330850665435
3.57726863E8	40.762364285006264
3.64540708E8	40.33957322300966
3.704270945E8	40.045390249856624
3.73834017E8	0.0
3.78168398E8	40.31161498390586
3.84982243E8	39.88734096891789
3.91796088E8	40.64462318624681
3.98609933E8	40.5086547798049
4.05423778E8	40.63862786218425
4.12237623E8	40.91882142714824
4.19051468E8	40.98465651102744
4.25865313E8	40.42578179533715
4.32679158E8	40.15153561724222
4.39493003E8	38.99350999678358
4.46306848E8	40.75017797305406
4.53120693E8	40.649469218888946
4.59934538E8	40.72680773560179
4.66748383E8	40.9167564427523
4.73562228E8	40.740333253897525
4.80376073E8	40.87618043130547
4.87189918E8	40.85352941517542
4.91962519E8	39.189922707050734
4.953694415E8	28.326862056526124
5.00817608E8	37.83856939225589
5.07631453E8	40.740744833358264
5.14445298E8	29.363948370742193
5.21259143E8	41.00988596048216
5.28072988E8	40.893004851066
5.34886833E8	37.16087766608965
5.41700678E8	40.44985342819634
5.48514523E8	40.05395214978966
5.55328368E8	40.918791153629705
5.62142213E8	40.84551481031125
5.68956058E8	40.885695578090846
5.75769903E8	40.822001382405325
5.82583748E8	40.665209532059365
5.89397593E8	40.772517929815294
5.96211438E8	40.78179052363496
6.03025283E8	40.81620548460349
6.09839128E8	40.87056369034824
6.15738246E8	40.71287646525013
6.191451685E8	0.0
6.23466818E8	40.619663305977014
6.30280663E8	40.75343834765101
6.37094508E8	40.661607307055725
6.43908353E8	40.82384376133325
6.50722198E8	40.663592151073445
6.57536043E8	40.87160893824294
6.64349888E8	40.74069309855815
6.71163733E8	40.776441135489335
6.77977578E8	40.817456168069874
6.84791423E8	40.74520377093975
6.91605268E8	40.2665147126222
6.98419113E8	40.703982952260674
7.05232958E8	40.95797826055795
7.12046803E8	40.89396281844553
7.18860648E8	40.65828595764552
7.222708485E8	0.0
7.25677771E8	39.66858098562287
7.32488338E8	40.827448867758584
7.39302183E8	40.5855875560046
7.46116028E8	40.87119647400838
7.52929873E8	40.90191995288844
7.59743718E8	40.95425109458259
7.66557563E8	40.84810621894795
7.73371408E8	40.77387549682435
7.80185253E8	40.54721398467283
7.86999098E8	40.84387574346753
7.93812943E8	40.84380037878121
8.00626788E8	40.82832254518014
8.07440633E8	40.81671341149943
8.14254478E8	40.976573304823994
8.190716475E8	40.83594089000424
8.2247857E8	40.02087105466432
8.27882168E8	40.19149113714699
8.34696013E8	39.82220119042409
8.41509858E8	39.93962518138325
8.48323703E8	40.95930755954843
8.55137548E8	40.337645048731716
8.61951393E8	39.86603925301556
8.68765238E8	41.00802433447638
8.75579083E8	40.574891227531076
8.82392928E8	40.85141703852407
8.89206773E8	40.90159184208556
8.96020618E8	40.86366346415578
9.02834463E8	40.8823304097496
9.09648308E8	40.91687250789596
9.14262198E8	40.4874785593734
9.176691205E8	38.40575863095062
9.23275998E8	40.53603878583825
9.30089843E8	40.47830411174593
9.36903688E8	40.7735959662212
9.43717533E8	40.89921217807751
9.50531378E8	40.79413962060327
9.57345223E8	40.84306397356779
9.64159068E8	40.88051211589936
9.70972913E8	40.845425395428386
9.77786758E8	40.898030304250426
9.84600603E8	40.86309732453801
9.91414448E8	40.92309559089951
9.98228293E8	40.778709695141856
1.00390351E9	40.6282825115386
1.0073104325E9	0.0
1.011855983E9	40.145814808590956
1.018669828E9	40.3947579342768
1.025483673E9	40.91797636113398
1.032297518E9	40.97919740906923
1.039111363E9	40.65379677116222
1.045925208E9	40.53062072401586
1.052739053E9	40.8915503960786
1.059552898E9	40.8930851411485
1.0652815955E9	40.87300474363394
1.068688518E9	0.0
1.073180588E9	40.408579626263936
1.079994433E9	40.63405367157367
1.086808278E9	40.66695306376095
1.093622123E9	40.79192527703975
1.100435968E9	40.64437896076806
1.107249813E9	40.9663448563429
1.114063658E9	40.42651389619828
1.120877503E9	40.79616959337122
1.127691348E9	40.88385893530318
1.134505193E9	40.78279253491445
1.141319038E9	40.89345930955324
1.148132883E9	40.75069425724147
1.154946728E9	36.41165176698676
1.161760573E9	40.60387078231806
1.168574418E9	40.49465229802511
1.175388263E9	40.64243226183812
1.182202108E9	40.43588850600351
1.189015953E9	40.72729636833303
1.195829798E9	40.79052926053272
1.202643643E9	40.93966379672416
1.209457488E9	40.4724730223053
1.216271333E9	40.739539847133834
1.223085178E9	40.98816067270062
1.229899023E9	40.934835032978334
1.236712868E9	40.72104367111426
1.243526713E9	40.5222023711588
1.250340558E9	40.8747885033006
1.257154403E9	41.01720028285728
1.2618183335E9	40.75585076552564
1.265225256E9	40.49468493983827
1.270782093E9	40.792231136623705
1.277595938E9	40.710272493885846
1.284409783E9	40.65406762914504
1.291223628E9	40.956470732579604
1.298037473E9	40.86728105818276
1.304851318E9	40.84985561940704
1.311665163E9	40.89062423812792
1.318479008E9	40.69302300925333
1.325292853E9	40.94590251946392
1.332106698E9	40.8937865623118
1.338920543E9	40.99494755593777
1.345734388E9	40.638169354374256
1.352548233E9	40.49767644837165
1.359362078E9	11.133711003012623
1.366175923E9	40.84958181980278
1.372989768E9	40.69432753220114
1.379803613E9	40.89890713868448
1.386617458E9	40.84460863683832
1.393431303E9	40.92634086293601
1.400245148E9	40.857850231343456
1.407058993E9	40.97902817272497
1.413872838E9	40.47937767764025
1.420686683E9	40.98925830371689
1.427500528E9	40.92718880460564
1.434314373E9	40.89707063509803
1.441128218E9	39.34245334612955
1.444861853E9	39.92514620544232
1.4482687755E9	40.49235046576855
1.454755908E9	40.49452398919288
1.461569753E9	39.90456378035042
1.468383598E9	40.58940278884841
1.475197443E9	40.72504306189223
1.482011288E9	40.84788715316371
1.488825133E9	40.63810150735529
1.495638978E9	40.78506495152372
1.502452823E9	40.81485347537196
1.509266668E9	40.422773394825306
1.516080513E9	40.73699015135515
1.522894358E9	40.765684401309706
1.529708203E9	40.94795023590742
1.536522048E9	39.845778716461105
1.543335893E9	40.64993526763946
1.550149738E9	40.80642802331172
1.556963583E9	40.67733241734347
1.563777428E9	40.8624946190448
1.570591273E9	40.82699569030366
1.577405118E9	40.80555650035631
1.584218963E9	40.94589488313738
1.591032808E9	40.86798756357141
1.597846653E9	40.909941576692866
1.6032409105E9	40.67962944602577
1.606647833E9	0.0
1.611474343E9	40.01629159362952
1.618288188E9	40.594391543868085
1.625102033E9	40.53247416956278
1.631915878E9	40.71260695782446
1.638729723E9	40.885680326027234
1.645543568E9	40.617844436411545
1.652357413E9	40.82094943828099
1.659171258E9	40.862523490956455
1.665985103E9	38.945293572839674
1.672798948E9	40.68193059930025
1.679612793E9	40.538177166306134
1.686426638E9	40.739790260299024
1.693240483E9	40.73700812564739
1.700054328E9	40.77453644507537
1.706868173E9	40.88365207927403
1.713682018E9	40.94631793095909
1.720495863E9	39.91821111772958
1.727309708E9	40.54811057082343
1.734123553E9	40.693800092728786
1.740937398E9	40.27673496094549
1.747751243E9	39.37474065551636
1.754565088E9	36.690127917191234
1.759854186E9	40.81335043195898
1.7632611085E9	28.302639480682892
1.768192778E9	40.376714612427484
1.775006623E9	35.67902654069607
1.781820468E9	40.71861201648675
1.788634313E9	40.420961204129576
1.795448158E9	40.78468793129146
1.802262003E9	40.720241113620084
1.809075848E9	40.91676763699149
1.815889693E9	40.82398572115054
1.822703538E9	40.7292170030859
1.829517383E9	40.83537185799977
1.836331228E9	40.837313401867156
1.843145073E9	40.73963730371622
1.849958918E9	40.5315907198511
1.856772763E9	38.55565075435354
1.863586608E9	40.734762715387944
1.870400453E9	40.58229111663103
1.877214298E9	40.9322876216206
1.884028143E9	40.89570626287942
1.890841988E9	40.69405661549131
1.897655833E9	40.42837052444921
1.904469678E9	39.929496907986994
1.910723823E9	39.933422076101856
1.9141307455E9	0.0
1.918097368E9	40.1722536077885
1.924911213E9	40.50708502529034
1.931725058E9	40.75554658714412
1.938538903E9	40.68837412851967
1.945352748E9	41.03523797519687
