stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0001	chr1	7240000	7570000	7570000	7625000	3prime	control_only	0.87508338621648	NA	0	0	FALSE	medium	7405000	-0.0454590156944621	10.8501715631741	0.0537237295075132	0.821401990950949	0.961394446830075	FALSE	FALSE	unchanged	lost	low	TRUE	55000	330000	minimal
stripe_0002	chr1	7650000	7715000	7715000	8640000	3prime	control_only	0.342219772716863	NA	0	0	FALSE	medium	7682500	0.00737850876305199	11.3112052929987	0.00182966551849408	0.966727163160509	0.993028256771049	FALSE	FALSE	unchanged	lost	low	FALSE	925000	65000	minimal
stripe_0003	chr1	17930000	17990000	17990000	19375000	3prime	control_only	0.291309055559028	NA	0	0	FALSE	medium	17960000	-0.0122041437314989	11.3374422611409	0.00687408966121476	0.935566734693446	0.987099705804251	FALSE	FALSE	unchanged	lost	low	TRUE	1385000	60000	minimal
stripe_0005	chr1	94630000	94930000	94930000	94985000	3prime	control_only	0.989693711693447	NA	0	0	FALSE	medium	94780000	-0.195395206205222	11.3692138700534	1.36851947279356	0.26931660066135	0.765876472313714	FALSE	FALSE	unchanged	lost	low	TRUE	55000	300000	minimal
stripe_0010	chr1	167535000	167575000	167575000	169350000	3prime	control_only	0.310590008914843	NA	0	0	TRUE	medium	167555000	-0.144879917484767	11.367482643803	0.824841515017547	0.385231126144487	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	1775000	40000	minimal
stripe_0013	chr10	75160000	75205000	75255000	75530000	3prime	control_only	4.35590892219322e-10	NA	0	0	FALSE	low	75182500	-0.0772647063378317	12.7275296890931	0.6964983740411	0.423540558148748	0.784334366942127	FALSE	FALSE	unchanged	lost	low	TRUE	275000	45000	minimal
stripe_0016	chr10	110205000	110250000	110250000	110780000	3prime	control_only	0.897098252009214	NA	0	1	FALSE	medium	110227500	-0.263805106704028	12.1134412792189	2.99737816852136	0.114218876219328	0.579427192696091	FALSE	FALSE	unchanged	lost	medium	TRUE	530000	45000	minimal
stripe_0018	chr11	9420000	11590000	11590000	11645000	3prime	control_only	0.824115763457834	NA	0	0	FALSE	medium	10505000	-0.279714675104501	11.9172014888246	5.30991581018392	0.0440445421146158	0.383351211729828	FALSE	FALSE	unchanged	lost	medium	TRUE	55000	2170000	minimal
stripe_0019	chr11	13195000	14050000	14050000	14105000	3prime	control_only	0.572640981571747	NA	0	1	FALSE	medium	13622500	0.371661254729833	11.9593064525164	1.53480220680129	0.24381246934877	0.750192213380831	FALSE	FALSE	unchanged	lost	low	FALSE	55000	855000	weak
stripe_0020	chr11	15590000	15635000	15635000	16495000	3prime	control_only	0.30592362697158	NA	0	0	FALSE	medium	15612500	-0.119512918330722	11.7609403130558	0.245157643232771	0.631253063344623	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	860000	45000	minimal
stripe_0021	chr11	20075000	20345000	20375000	20430000	3prime	control_only	4.83500785837252e-09	NA	0	0	TRUE	medium	20210000	0.0131679300806226	11.9072910557043	0.0140171673601077	0.908110647412098	0.987099705804251	FALSE	FALSE	unchanged	lost	low	FALSE	55000	270000	minimal
stripe_0025	chr11	49960000	50015000	50120000	50390000	3prime	control_only	1.03271321863915e-10	NA	0	0	FALSE	medium	49987500	-0.0769526919781141	12.9660902165633	0.767272998900921	0.401706587147093	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	270000	55000	minimal
stripe_0027	chr11	56905000	56965000	56965000	57730000	3prime	control_only	0.666226079208567	NA	0	0	FALSE	medium	56935000	-0.0816342454588035	11.4049388399972	0.304417041241927	0.593296930333576	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	765000	60000	minimal
stripe_0029	chr11	61890000	62165000	62255000	62300000	3prime	control_only	7.27617196371511e-16	NA	0	0	TRUE	medium	62027500	0.0348865943320638	12.7208245323514	0.211863819794856	0.655201841181214	0.870187011840902	FALSE	FALSE	unchanged	lost	low	FALSE	45000	275000	minimal
stripe_0034	chr11	81685000	82485000	82485000	82545000	3prime	control_only	0.468385592918988	NA	0	0	FALSE	medium	82085000	0.249735860221312	11.7139838614012	2.96631627437039	0.115885438539218	0.579427192696091	FALSE	FALSE	unchanged	lost	low	FALSE	60000	800000	minimal
stripe_0039	chr12	31480000	31525000	31595000	31990000	3prime	control_only	8.9641676297111e-17	NA	0	0	TRUE	medium	31502500	-0.08442947329051	12.4410825818244	1.00354501694826	0.340185523729166	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	395000	45000	minimal
stripe_0040	chr12	36250000	36935000	36935000	36995000	3prime	control_only	0.874987909320593	NA	0	0	FALSE	medium	36592500	-0.0701912085011276	11.1596319081873	0.2195747636304	0.64945840839482	0.870187011840902	FALSE	FALSE	unchanged	lost	low	TRUE	60000	685000	minimal
stripe_0043	chr12	84755000	84800000	84895000	85150000	3prime	control_only	5.43311973989598e-19	NA	0	0	TRUE	medium	84777500	0.0937103760816796	13.3686370511204	1.94567282655453	0.193398276773779	0.676489090469617	FALSE	FALSE	unchanged	lost	low	FALSE	255000	45000	minimal
stripe_0045	chr12	116225000	116480000	116600000	116645000	3prime	control_only	1.60945108580463e-07	NA	0	0	TRUE	medium	116352500	-0.119484844197212	11.912567319645	1.03979087031004	0.33201507917665	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	45000	255000	minimal
stripe_0046	chr13	41250000	41545000	41545000	41600000	3prime	control_only	1.17588506580565e-05	NA	1	0	FALSE	medium	41397500	-0.112162588346537	12.0000317626674	1.19250658687189	0.300551327181044	0.765876472313714	FALSE	FALSE	unchanged	lost	low	TRUE	55000	295000	minimal
stripe_0048	chr13	48630000	48675000	48795000	49075000	3prime	control_only	2.50014761662409e-08	NA	0	0	TRUE	medium	48652500	0.398569512219779	11.9672056748436	11.3388269910974	0.00720003299515912	0.160000733225758	FALSE	FALSE	unchanged	lost	low	FALSE	280000	45000	weak
stripe_0051	chr13	117070000	117365000	117365000	117425000	3prime	control_only	0.192410499343357	NA	0	0	FALSE	medium	117217500	0.0127128256797092	12.1479699534273	0.00940691529028045	0.924660096803133	0.987099705804251	FALSE	FALSE	unchanged	lost	low	FALSE	60000	295000	minimal
stripe_0056	chr14	92150000	92190000	92190000	93275000	3prime	control_only	0.947196543023456	NA	0	0	FALSE	medium	92170000	-0.230443242674447	11.1563638817248	2.574297742987	0.139837703907522	0.647024113948107	FALSE	FALSE	unchanged	lost	medium	TRUE	1085000	40000	minimal
stripe_0057	chr14	121495000	121850000	121850000	121915000	3prime	control_only	0.226812666670368	NA	0	0	FALSE	medium	121672500	-0.00148547624857898	12.9441220536153	0.000379214201345995	0.984848272053517	0.993028256771049	FALSE	FALSE	unchanged	lost	low	TRUE	65000	355000	minimal
stripe_0059	chr15	8225000	8495000	8565000	8620000	3prime	control_only	1.83629865824809e-32	NA	0	0	TRUE	medium	8360000	0.16442555639633	12.0179780458398	2.04915649881839	0.182932284008735	0.676489090469617	FALSE	FALSE	unchanged	lost	low	FALSE	55000	270000	minimal
stripe_0060	chr15	11945000	12000000	12080000	12415000	3prime	control_only	9.88783809793456e-14	NA	0	0	TRUE	medium	11972500	0.236772806993689	12.6968450452835	8.40494076810984	0.015930073419691	0.227572477424158	FALSE	FALSE	unchanged	lost	low	FALSE	335000	55000	minimal
stripe_0061	chr15	27295000	27350000	27420000	27905000	3prime	control_only	9.88727554669633e-41	NA	0	0	TRUE	medium	27322500	-0.128012313118838	12.4864592314847	1.99297146942845	0.188519367502726	0.676489090469617	FALSE	FALSE	unchanged	lost	low	TRUE	485000	55000	minimal
stripe_0064	chr15	58960000	58995000	59040000	59355000	3prime	control_only	1.00889423436604e-11	NA	0	0	TRUE	medium	58977500	0.229149818602546	13.4408213199584	14.7041389764275	0.00332216858099327	0.120596381506651	FALSE	FALSE	unchanged	lost	low	FALSE	315000	35000	minimal
stripe_0066	chr15	82790000	82835000	82990000	83255000	3prime	control_only	1.84319757375318e-30	NA	0	0	TRUE	medium	82812500	0.242245119899601	12.6777388297139	7.93747479398262	0.0183215962372664	0.244287949830219	FALSE	FALSE	unchanged	lost	low	FALSE	265000	45000	minimal
stripe_0068	chr16	23680000	23745000	23745000	25735000	3prime	control_only	0.503968597157722	NA	0	0	FALSE	medium	23712500	0.0485486606960035	11.7640770157937	0.158754710828475	0.698718644586234	0.877957271123348	FALSE	FALSE	unchanged	lost	low	FALSE	1990000	65000	minimal
stripe_0069	chr16	25710000	25755000	25755000	26300000	3prime	control_only	0.101491332931101	NA	0	0	FALSE	medium	25732500	0.200917813016964	11.4078936319513	1.18758432001774	0.301497529489646	0.765876472313714	FALSE	FALSE	unchanged	lost	low	FALSE	545000	45000	minimal
stripe_0070	chr16	35300000	35365000	35445000	35850000	3prime	control_only	0.526220853143952	NA	0	0	FALSE	medium	35332500	-0.0265906515094821	11.8004989209191	0.0448858436333712	0.836489433245212	0.965369645008308	FALSE	FALSE	unchanged	lost	low	TRUE	405000	65000	minimal
stripe_0073	chr16	55910000	56390000	56390000	56450000	3prime	control_only	0.951924030904339	NA	0	0	FALSE	medium	56150000	-0.623870445486656	11.2280887568738	14.2597169711196	0.00365480028019256	0.120596381506651	FALSE	FALSE	unchanged	lost	medium	TRUE	60000	480000	moderate
stripe_0078	chr17	18245000	18300000	18300000	19510000	3prime	control_only	0.546975580179033	NA	0	0	FALSE	medium	18272500	0.258490371213796	11.3881132797664	2.27289423187977	0.162719054505464	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	1210000	55000	minimal
