stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0014	chr10	90710000	90755000	90845000	91100000	3prime	mutant_only	NA	5.98962475672871e-18	1	0	TRUE	medium	90732500	0.343226718807663	13.1667437001138	27.6125343835329	0.000376588580803372	0.0753177161606743	FALSE	TRUE	unchanged	gained	high	TRUE	255000	45000	weak
stripe_0016	chr10	110205000	110250000	110250000	110780000	3prime	control_only	0.897098252009214	NA	0	1	FALSE	medium	110227500	-0.263805106704028	12.1134412792189	2.99737816852136	0.114218876219328	0.579427192696091	FALSE	FALSE	unchanged	lost	medium	TRUE	530000	45000	minimal
stripe_0018	chr11	9420000	11590000	11590000	11645000	3prime	control_only	0.824115763457834	NA	0	0	FALSE	medium	10505000	-0.279714675104501	11.9172014888246	5.30991581018392	0.0440445421146158	0.383351211729828	FALSE	FALSE	unchanged	lost	medium	TRUE	55000	2170000	minimal
stripe_0056	chr14	92150000	92190000	92190000	93275000	3prime	control_only	0.947196543023456	NA	0	0	FALSE	medium	92170000	-0.230443242674447	11.1563638817248	2.574297742987	0.139837703907522	0.647024113948107	FALSE	FALSE	unchanged	lost	medium	TRUE	1085000	40000	minimal
stripe_0073	chr16	55910000	56390000	56390000	56450000	3prime	control_only	0.951924030904339	NA	0	0	FALSE	medium	56150000	-0.623870445486656	11.2280887568738	14.2597169711196	0.00365480028019256	0.120596381506651	FALSE	FALSE	unchanged	lost	medium	TRUE	60000	480000	moderate
stripe_0079	chr17	20710000	20760000	20760000	22945000	3prime	control_only	0.270274246217204	NA	0	0	FALSE	medium	20735000	-0.208151269733071	11.521649370144	1.68085425053628	0.224062705903829	0.700195955949465	FALSE	FALSE	unchanged	lost	medium	TRUE	2185000	50000	minimal
stripe_0083	chr18	17230000	17290000	17290000	19925000	3prime	mutant_only	NA	0.433884286610717	0	0	FALSE	medium	17260000	0.24720808634235	11.4978751268625	2.47594646453507	0.146818942368851	0.647024113948107	FALSE	FALSE	unchanged	gained	medium	TRUE	2635000	60000	minimal
stripe_0096	chr19	41240000	41440000	41440000	41500000	3prime	mutant_only	NA	0.00607086031588028	0	0	TRUE	medium	41340000	0.348456792955325	12.4848691923382	10.4594426001145	0.00901142118144614	0.174231835456499	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	200000	weak
stripe_0114	chr2	157235000	157515000	157550000	157595000	3prime	mutant_only	NA	1.40558701232641e-15	0	0	TRUE	medium	157375000	0.347449804711086	12.3804878078727	10.2256926409972	0.00958275095010745	0.174231835456499	FALSE	FALSE	unchanged	gained	medium	TRUE	45000	280000	weak
stripe_0124	chr4	51040000	51100000	51100000	52925000	3prime	mutant_only	NA	0.0424174692173509	0	0	FALSE	medium	51070000	0.230900015784294	11.4541106876657	3.0242290467302	0.112803369880164	0.579427192696091	FALSE	FALSE	unchanged	gained	medium	TRUE	1825000	60000	minimal
stripe_0125	chr4	78430000	79230000	79230000	79290000	3prime	mutant_only	NA	0.559258332582596	0	0	FALSE	medium	78830000	0.2292632502557	11.2831300278533	2.23406509213415	0.166010472752436	0.647024113948107	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	800000	minimal
stripe_0138	chr5	79180000	80300000	80300000	80355000	3prime	control_only	0.204274006772786	NA	0	0	FALSE	medium	79740000	-0.236714304167821	11.1862469484386	1.88542425756077	0.199859616603403	0.676489090469617	FALSE	FALSE	unchanged	lost	medium	TRUE	55000	1120000	minimal
stripe_0152	chr6	24680000	24740000	24740000	25770000	3prime	control_only	0.746391571503288	NA	0	0	FALSE	medium	24710000	-0.274118216917043	11.4983288055397	2.79645146417329	0.12556485219157	0.612511474105217	FALSE	FALSE	unchanged	lost	medium	TRUE	1030000	60000	minimal
stripe_0156	chr6	91090000	91350000	91390000	91435000	3prime	control_only	7.88485716860768e-14	NA	0	0	TRUE	medium	91220000	-0.20440521527754	11.3501396760154	1.37436558057365	0.268358838133795	0.765876472313714	FALSE	FALSE	unchanged	lost	medium	TRUE	45000	260000	minimal
stripe_0174	chr8	27700000	27755000	27755000	29540000	3prime	mutant_only	NA	0.282953796612115	0	0	FALSE	medium	27727500	0.427261255000291	11.2085189420794	7.00845514692387	0.0245149013667141	0.285337661222436	FALSE	FALSE	unchanged	gained	medium	TRUE	1785000	55000	weak
stripe_0176	chr8	57510000	57570000	57570000	57870000	3prime	control_only	0.486150103070393	NA	0	0	TRUE	medium	57540000	-0.281948692731187	12.6039889297162	9.67291407460446	0.0111180604491045	0.185301007485075	FALSE	FALSE	unchanged	lost	medium	TRUE	300000	60000	minimal
stripe_0196	chr9	95450000	95780000	95825000	95870000	3prime	control_only	6.44131857082577e-18	NA	0	0	TRUE	medium	95615000	-0.217369633816851	12.1579810391164	3.76481900081609	0.0811747370111293	0.533007298688536	FALSE	FALSE	unchanged	lost	medium	TRUE	45000	330000	minimal
