Name	Chromosome	Start	End	mc_diff	mc_qvalue	hmc_diff	hmc_qvalue	Annotation
10:59614123-59616123	10	59614123	59616123	0.246210046734459	1.826138608649466e-05	0.24990359550034053	0.00023648713867807614	cpg_shores
12:100722639-100724639	12	100722639	100724639	0.3438886978958953	3.7688112823212725e-14	-0.2003887181506228	0.0002718427195467319	cpg_shores
12:25096527-25098527	12	25096527	25098527	-0.21341235274803205	2.0623862545286928e-08	-0.17738391392155017	1.2086607794266904e-05	cpg_shores
12:25096548-25098548	12	25096548	25098548	-0.21341235274803205	2.0623862545286928e-08	-0.17738391392155017	1.2086607794266904e-05	cpg_shores
13:83718866-83720866	13	83718866	83720866	0.3055291776636845	1.728470572754696e-35	0.08773927891554992	2.228180594423319e-06	cpg_shores
14:24001687-24003687	14	24001687	24003687	-0.30730510638063746	0.04023170728327334	0.34531754634036305	0.04906467176857035	cpg_shores
14:57699956-57701956	14	57699956	57701956	0.16080675959041568	0.046230613140178185	-0.19942397522699837	0.010802413173468325	cpg_shores
14:79766453-79768453	14	79766453	79768453	-0.14500619163568884	0.03857645695258545	0.16309711157204748	0.04061811757519648	cpg_shores
18:39486954-39488954	18	39486954	39488954	0.12462021998882199	0.003005690958293687	0.15893996717144157	0.01441391225520291	cpg_shores
18:82914732-82916732	18	82914732	82916732	-0.15680872077460561	0.012878497833026628	-0.20215250279216163	9.00824297484971e-05	cpg_shores
18:84092337-84094337	18	84092337	84094337	0.1199757297916807	0.04392624616267812	-0.13922144317849838	0.04413952030309086	cpg_shores
1:190171031-190172743	1	190171031	190172743	-0.17457784899320708	7.541583423678633e-09	-0.08525414500120909	0.022910310942499252	cpg_shores
1:190171031-190172743	1	190171031	190172743	-0.17457784899320708	7.541583423678633e-09	-0.08525414500120909	0.022910310942499252	cpg_shores
1:190171031-190172743	1	190171031	190172743	-0.17457784899320708	7.541583423678633e-09	-0.08525414500120909	0.022910310942499252	cpg_shores
1:190171031-190172743	1	190171031	190172743	-0.17457784899320708	7.541583423678633e-09	-0.08525414500120909	0.022910310942499252	cpg_shores
1:58713657-58715657	1	58713657	58715657	0.21504457422010614	0.005254264551727497	-0.1880188959976194	0.04925928471240723	cpg_shores
2:132575579-132577579	2	132575579	132577579	0.09096131377682004	0.01531550886772257	0.15614917872405978	0.0011602504520585746	cpg_shores
2:58358052-58360052	2	58358052	58360052	0.12396592025336939	0.021053717940432707	-0.12773564492626105	0.018643400676990253	cpg_shores
2:6872914-6874914	2	6872914	6874914	0.08768767269216686	0.017839566747858766	0.1091641976541607	0.020829176676751823	cpg_shores
3:52100331-52102331	3	52100331	52102331	0.20322523062602668	4.186995583364565e-06	0.2129548629601475	9.00824297484971e-05	cpg_shores
3:65656872-65658872	3	65656872	65658872	-0.20966182963617974	9.19387257073668e-11	-0.09535583545156791	0.003513072536984305	cpg_shores
4:15266706-15268706	4	15266706	15268706	0.20161764705882348	0.004462346256909451	0.2225280112044818	0.013393925558687354	cpg_shores
4:82513499-82515499	4	82513499	82515499	0.23154423798979493	2.5149826595928506e-10	0.09017178065989079	0.01990738348046464	cpg_shores
4:97778896-97780896	4	97778896	97780896	0.1458694539104189	8.298556420151837e-08	0.08421343304457915	0.0028065460283733987	cpg_shores
4:98396214-98398214	4	98396214	98398214	0.25934726943878395	6.72525165992247e-08	-0.1372047572911086	0.024000758722847196	cpg_shores
5:28207589-28209589	5	28207589	28209589	0.11482577085036991	0.008809665489275009	0.13843539588000756	0.009604731843309304	cpg_shores
7:100605137-100607137	7	100605137	100607137	0.16219968695220244	0.005944220180749832	-0.1360317748795068	0.030733358903847992	cpg_shores
7:112428444-112430444	7	112428444	112430444	0.2492607363390431	0.00012535932960551553	-0.18290089976315027	0.047901634791031385	cpg_shores
7:4787016-4789016	7	4787016	4789016	0.19691784985249572	1.641651321193619e-08	-0.15043711179480596	9.00824297484971e-05	cpg_shores
7:73616005-73618005	7	73616005	73618005	0.09043397584379126	0.0023352963478925396	0.08945483298917098	0.030733358903847992	cpg_shores
8:20122868-20124868	8	20122868	20124868	0.09312933623278452	0.0060357556707713415	-0.07957951866673976	0.019782803982690538	cpg_shores
8:44951884-44953884	8	44951884	44953884	0.12087439254888	6.337238916319213e-05	-0.11017433833474288	0.0028065460283733987	cpg_shores
9:61367480-61369480	9	61367480	61369480	-0.1575018760060261	0.004961140116736721	-0.17327607934789457	0.014048445196281295	cpg_shores
9:61368646-61369480	9	61368646	61369480	-0.15336233550023778	0.011199343676435883	-0.2894571507848423	2.228180594423319e-06	cpg_shores
9:96476228-96478228	9	96476228	96478228	0.15223233714282308	0.03438959059508039	-0.17478314524350333	0.028884900381168137	cpg_shores
